pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
,,0.638248,0.741134,,,All
,,0.638635,0.741244,,,All
,,0.638798,0.741355,,,All
,,0.639152,0.741465,,,All
,,0.639155,0.741576,,,All
,,0.63978,0.741686,,,All
,,0.64008,0.741796,,,All
,,0.641045,0.741907,,,All
,,0.641688,0.742017,,,All
,,0.642484,0.742128,,,All
,,0.642931,0.742238,,,All
,,0.642964,0.742349,,,All
,,0.643417,0.742459,,,All
,,0.643443,0.74257,,,All
,,0.643673,0.74268,,,All
,,0.643788,0.742791,,,All
,,0.644905,0.742901,,,All
,,0.645238,0.743012,,,All
,,0.6458,0.743122,,,All
,,0.646159,0.743233,,,All
,,0.646439,0.743343,,,All
,,0.646443,0.743454,,,All
,,0.646511,0.743564,,,All
,,0.647942,0.743675,,,All
,,0.648011,0.743785,,,All
,,0.648468,0.743896,,,All
,,0.64855,0.744006,,,All
,,0.648553,0.744117,,,All
,,0.648956,0.744227,,,All
,,0.649047,0.744338,,,All
,,0.649306,0.744448,,,All
,,0.649918,0.744559,,,All
,,0.650263,0.744669,,,All
,,0.650791,0.74478,,,All
,,0.650841,0.74489,,,All
,,0.65151,0.745001,,,All
,,0.651815,0.745111,,,All
,,0.65268,0.745222,,,All
,,0.65296,0.745332,,,All
,,0.653211,0.745442,,,All
,,0.653212,0.745553,,,All
,,0.654182,0.745663,,,All
,,0.654232,0.745774,,,All
,,0.654253,0.745884,,,All
,,0.654319,0.745995,,,All
,,0.654837,0.746105,,,All
,,0.654895,0.746216,,,All
,,0.655315,0.746326,,,All
,,0.655361,0.746437,,,All
,,0.655405,0.746547,,,All
,,0.656117,0.746658,,,All
,,0.656581,0.746768,,,All
,,0.656629,0.746879,,,All
,,0.656693,0.746989,,,All
,,0.656784,0.7471,,,All
,,0.65739,0.74721,,,All
,,0.658407,0.747321,,,All
,,0.658706,0.747431,,,All
,,0.659021,0.747542,,,All
,,0.659528,0.747652,,,All
,,0.660215,0.747763,,,All
,,0.660257,0.747873,,,All
,,0.660451,0.747984,,,All
,,0.660861,0.748094,,,All
,,0.661271,0.748205,,,All
,,0.661316,0.748315,,,All
,,0.661864,0.748426,,,All
,,0.662185,0.748536,,,All
,,0.662453,0.748647,,,All
,,0.663142,0.748757,,,All
,,0.663592,0.748868,,,All
,,0.663691,0.748978,,,All
,,0.664057,0.749088,,,All
,,0.664947,0.749199,,,All
,,0.666291,0.749309,,,All
,,0.66648,0.74942,,,All
,,0.666807,0.74953,,,All
,,0.667411,0.749641,,,All
,,0.667565,0.749751,,,All
,,0.667667,0.749862,,,All
,,0.668637,0.749972,,,All
,,0.66887,0.750083,,,All
,,0.669045,0.750193,,,All
,,0.669251,0.750304,,,All
,,0.669955,0.750414,,,All
,,0.670614,0.750525,,,All
,,0.670736,0.750635,,,All
,,0.67155,0.750746,,,All
,,0.671553,0.750856,,,All
,,0.672413,0.750967,,,All
,,0.673013,0.751077,,,All
,,0.673109,0.751188,,,All
,,0.673207,0.751298,,,All
,,0.673523,0.751409,,,All
,,0.674261,0.751519,,,All
,,0.67523,0.75163,,,All
,,0.675571,0.75174,,,All
,,0.675994,0.751851,,,All
,,0.676287,0.751961,,,All
,,0.676563,0.752072,,,All
,,0.67658,0.752182,,,All
,,0.677015,0.752293,,,All
,,0.677071,0.752403,,,All
,,0.677782,0.752514,,,All
,,0.677968,0.752624,,,All
,,0.678833,0.752735,,,All
,,0.678848,0.752845,,,All
,,0.679085,0.752955,,,All
,,0.679181,0.753066,,,All
,,0.679796,0.753176,,,All
,,0.680197,0.753287,,,All
,,0.680544,0.753397,,,All
,,0.680856,0.753508,,,All
,,0.681506,0.753618,,,All
,,0.68165,0.753729,,,All
,,0.681905,0.753839,,,All
,,0.681995,0.75395,,,All
,,0.682743,0.75406,,,All
,,0.683099,0.754171,,,All
,,0.683145,0.754281,,,All
,,0.683305,0.754392,,,All
,,0.683305,0.754502,,,All
,,0.683596,0.754613,,,All
,,0.684004,0.754723,,,All
,,0.684057,0.754834,,,All
,,0.684479,0.754944,,,All
,,0.684542,0.755055,,,All
,,0.684705,0.755165,,,All
,,0.684783,0.755276,,,All
,,0.685562,0.755386,,,All
,,0.685899,0.755497,,,All
,,0.685982,0.755607,,,All
,,0.686355,0.755718,,,All
,,0.686429,0.755828,,,All
,,0.686649,0.755939,,,All
,,0.686777,0.756049,,,All
,,0.687054,0.75616,,,All
,,0.687282,0.75627,,,All
,,0.687477,0.756381,,,All
,,0.687533,0.756491,,,All
,,0.688019,0.756601,,,All
,,0.688485,0.756712,,,All
,,0.688687,0.756822,,,All
,,0.689425,0.756933,,,All
,,0.689704,0.757043,,,All
,,0.689734,0.757154,,,All
,,0.68992,0.757264,,,All
,,0.690869,0.757375,,,All
,,0.691326,0.757485,,,All
,,0.691908,0.757596,,,All
,,0.692967,0.757706,,,All
,,0.693252,0.757817,,,All
,,0.693292,0.757927,,,All
,,0.693395,0.758038,,,All
,,0.694144,0.758148,,,All
,,0.694278,0.758259,,,All
,,0.694512,0.758369,,,All
,,0.694763,0.75848,,,All
,,0.694885,0.75859,,,All
,,0.695796,0.758701,,,All
,,0.695908,0.758811,,,All
,,0.696816,0.758922,,,All
,,0.696839,0.759032,,,All
,,0.697745,0.759143,,,All
,,0.697798,0.759253,,,All
,,0.697833,0.759364,,,All
,,0.697935,0.759474,,,All
,,0.698368,0.759585,,,All
,,0.698547,0.759695,,,All
,,0.698598,0.759806,,,All
,,0.699599,0.759916,,,All
,,0.70093,0.760027,,,All
,,0.70098,0.760137,,,All
,,0.701581,0.760247,,,All
,,0.702085,0.760358,,,All
,,0.703299,0.760468,,,All
,,0.704165,0.760579,,,All
,,0.704229,0.760689,,,All
,,0.704418,0.7608,,,All
,,0.704427,0.76091,,,All
,,0.704474,0.761021,,,All
,,0.705438,0.761131,,,All
,,0.705691,0.761242,,,All
,,0.705933,0.761352,,,All
,,0.70613,0.761463,,,All
,,0.706272,0.761573,,,All
,,0.706386,0.761684,,,All
,,0.7065,0.761794,,,All
,,0.706776,0.761905,,,All
,,0.708899,0.762015,,,All
,,0.709721,0.762126,,,All
,,0.709892,0.762236,,,All
,,0.710086,0.762347,,,All
,,0.710354,0.762457,,,All
,,0.710538,0.762568,,,All
,,0.710654,0.762678,,,All
,,0.710806,0.762789,,,All
,,0.710983,0.762899,,,All
,,0.710995,0.76301,,,All
,,0.711044,0.76312,,,All
,,0.711882,0.763231,,,All
,,0.711935,0.763341,,,All
,,0.712627,0.763452,,,All
,,0.712918,0.763562,,,All
,,0.714917,0.763673,,,All
,,0.714964,0.763783,,,All
,,0.714975,0.763893,,,All
,,0.715013,0.764004,,,All
,,0.715283,0.764114,,,All
,,0.716144,0.764225,,,All
,,0.716495,0.764335,,,All
,,0.716717,0.764446,,,All
,,0.717205,0.764556,,,All
,,0.717227,0.764667,,,All
,,0.718076,0.764777,,,All
,,0.718079,0.764888,,,All
,,0.718111,0.764998,,,All
,,0.718195,0.765109,,,All
,,0.718403,0.765219,,,All
,,0.719185,0.76533,,,All
,,0.719618,0.76544,,,All
,,0.719887,0.765551,,,All
,,0.72066,0.765661,,,All
,,0.721141,0.765772,,,All
,,0.721662,0.765882,,,All
,,0.721678,0.765993,,,All
,,0.721769,0.766103,,,All
,,0.722135,0.766214,,,All
,,0.722158,0.766324,,,All
,,0.723039,0.766435,,,All
,,0.723133,0.766545,,,All
,,0.723207,0.766656,,,All
,,0.723371,0.766766,,,All
,,0.723404,0.766877,,,All
,,0.723426,0.766987,,,All
,,0.723808,0.767098,,,All
,,0.724178,0.767208,,,All
,,0.724576,0.767319,,,All
,,0.72475,0.767429,,,All
,,0.725027,0.767539,,,All
,,0.725364,0.76765,,,All
,,0.725952,0.76776,,,All
,,0.7262,0.767871,,,All
,,0.726353,0.767981,,,All
,,0.726703,0.768092,,,All
,,0.726763,0.768202,,,All
,,0.726787,0.768313,,,All
,,0.728033,0.768423,,,All
,,0.728461,0.768534,,,All
,,0.729137,0.768644,,,All
,,0.729174,0.768755,,,All
,,0.729228,0.768865,,,All
,,0.729296,0.768976,,,All
,,0.72955,0.769086,,,All
,,0.72959,0.769197,,,All
,,0.72976,0.769307,,,All
,,0.731526,0.769418,,,All
,,0.731598,0.769528,,,All
,,0.732054,0.769639,,,All
,,0.7335,0.769749,,,All
,,0.73353,0.76986,,,All
,,0.734506,0.76997,,,All
,,0.734886,0.770081,,,All
,,0.736381,0.770191,,,All
,,0.736537,0.770302,,,All
,,0.737989,0.770412,,,All
,,0.738059,0.770523,,,All
,,0.738801,0.770633,,,All
,,0.738912,0.770744,,,All
,,0.739355,0.770854,,,All
,,0.739833,0.770965,,,All
,,0.74025,0.771075,,,All
,,0.740812,0.771186,,,All
,,0.741055,0.771296,,,All
,,0.741675,0.771406,,,All
,,0.741677,0.771517,,,All
,,0.741695,0.771627,,,All
,,0.741742,0.771738,,,All
,,0.741838,0.771848,,,All
,,0.741875,0.771959,,,All
,,0.741887,0.772069,,,All
,,0.74357,0.77218,,,All
,,0.743805,0.77229,,,All
,,0.743809,0.772401,,,All
,,0.744088,0.772511,,,All
,,0.744525,0.772622,,,All
,,0.744957,0.772732,,,All
,,0.745092,0.772843,,,All
,,0.745154,0.772953,,,All
,,0.745458,0.773064,,,All
,,0.746163,0.773174,,,All
,,0.746604,0.773285,,,All
,,0.746634,0.773395,,,All
,,0.746679,0.773506,,,All
,,0.746918,0.773616,,,All
,,0.746921,0.773727,,,All
,,0.747897,0.773837,,,All
,,0.748246,0.773948,,,All
,,0.748338,0.774058,,,All
,,0.748486,0.774169,,,All
,,0.749075,0.774279,,,All
,,0.749485,0.77439,,,All
,,0.750306,0.7745,,,All
,,0.750948,0.774611,,,All
,,0.751277,0.774721,,,All
,,0.751316,0.774832,,,All
,,0.751449,0.774942,,,All
,,0.752588,0.775052,,,All
,,0.752603,0.775163,,,All
,,0.754011,0.775273,,,All
,,0.754118,0.775384,,,All
,,0.754262,0.775494,,,All
,,0.755098,0.775605,,,All
,,0.755488,0.775715,,,All
,,0.755492,0.775826,,,All
,,0.755818,0.775936,,,All
,,0.756142,0.776047,,,All
,,0.75616,0.776157,,,All
,,0.756732,0.776268,,,All
,,0.757029,0.776378,,,All
,,0.757086,0.776489,,,All
,,0.757533,0.776599,,,All
,,0.7576,0.77671,,,All
,,0.758021,0.77682,,,All
,,0.759046,0.776931,,,All
,,0.759275,0.777041,,,All
,,0.760455,0.777152,,,All
,,0.761037,0.777262,,,All
,,0.762582,0.777373,,,All
,,0.762654,0.777483,,,All
,,0.762857,0.777594,,,All
,,0.762899,0.777704,,,All
,,0.76316,0.777815,,,All
,,0.764489,0.777925,,,All
,,0.764492,0.778036,,,All
,,0.764973,0.778146,,,All
,,0.76595,0.778257,,,All
,,0.766065,0.778367,,,All
,,0.766195,0.778478,,,All
,,0.766465,0.778588,,,All
,,0.767285,0.778698,,,All
,,0.767323,0.778809,,,All
,,0.768202,0.778919,,,All
,,0.768304,0.77903,,,All
,,0.768347,0.77914,,,All
,,0.768427,0.779251,,,All
,,0.769167,0.779361,,,All
,,0.770451,0.779472,,,All
,,0.771222,0.779582,,,All
,,0.771454,0.779693,,,All
,,0.771628,0.779803,,,All
,,0.772301,0.779914,,,All
,,0.772529,0.780024,,,All
,,0.772544,0.780135,,,All
,,0.772771,0.780245,,,All
,,0.772898,0.780356,,,All
,,0.772918,0.780466,,,All
,,0.772998,0.780577,,,All
,,0.773238,0.780687,,,All
,,0.773745,0.780798,,,All
,,0.773829,0.780908,,,All
,,0.774306,0.781019,,,All
,,0.774392,0.781129,,,All
,,0.774618,0.78124,,,All
,,0.775794,0.78135,,,All
,,0.777152,0.781461,,,All
,,0.778057,0.781571,,,All
,,0.778086,0.781682,,,All
,,0.778155,0.781792,,,All
,,0.778194,0.781903,,,All
,,0.778377,0.782013,,,All
,,0.779144,0.782124,,,All
,,0.779548,0.782234,,,All
,,0.779767,0.782344,,,All
,,0.779877,0.782455,,,All
,,0.780209,0.782565,,,All
,,0.780847,0.782676,,,All
,,0.78094,0.782786,,,All
,,0.781345,0.782897,,,All
,,0.781475,0.783007,,,All
,,0.782258,0.783118,,,All
,,0.782427,0.783228,,,All
,,0.782867,0.783339,,,All
,,0.783882,0.783449,,,All
,,0.784262,0.78356,,,All
,,0.78438,0.78367,,,All
,,0.784505,0.783781,,,All
,,0.784914,0.783891,,,All
,,0.785027,0.784002,,,All
,,0.785265,0.784112,,,All
,,0.785337,0.784223,,,All
,,0.785577,0.784333,,,All
,,0.786175,0.784444,,,All
,,0.786622,0.784554,,,All
,,0.786712,0.784665,,,All
,,0.786715,0.784775,,,All
,,0.787495,0.784886,,,All
,,0.787637,0.784996,,,All
,,0.788153,0.785107,,,All
,,0.788768,0.785217,,,All
,,0.790939,0.785328,,,All
,,0.791023,0.785438,,,All
,,0.793154,0.785549,,,All
,,0.793187,0.785659,,,All
,,0.794627,0.78577,,,All
,,0.795338,0.78588,,,All
,,0.795349,0.78599,,,All
,,0.795628,0.786101,,,All
,,0.795982,0.786211,,,All
,,0.796028,0.786322,,,All
,,0.796406,0.786432,,,All
,,0.796803,0.786543,,,All
,,0.797002,0.786653,,,All
,,0.797343,0.786764,,,All
,,0.797366,0.786874,,,All
,,0.797395,0.786985,,,All
,,0.79836,0.787095,,,All
,,0.798473,0.787206,,,All
,,0.799074,0.787316,,,All
,,0.799903,0.787427,,,All
,,0.800544,0.787537,,,All
,,0.800589,0.787648,,,All
,,0.802444,0.787758,,,All
,,0.802807,0.787869,,,All
,,0.803297,0.787979,,,All
,,0.803386,0.78809,,,All
,,0.80418,0.7882,,,All
,,0.804648,0.788311,,,All
,,0.804691,0.788421,,,All
,,0.805033,0.788532,,,All
,,0.805209,0.788642,,,All
,,0.80549,0.788753,,,All
,,0.805679,0.788863,,,All
,,0.805711,0.788974,,,All
,,0.805737,0.789084,,,All
,,0.805749,0.789195,,,All
,,0.806259,0.789305,,,All
,,0.807112,0.789416,,,All
,,0.807273,0.789526,,,All
,,0.807312,0.789637,,,All
,,0.807662,0.789747,,,All
,,0.808493,0.789857,,,All
,,0.80884,0.789968,,,All
,,0.809624,0.790078,,,All
,,0.80966,0.790189,,,All
,,0.809799,0.790299,,,All
,,0.81034,0.79041,,,All
,,0.810415,0.79052,,,All
,,0.810429,0.790631,,,All
,,0.810539,0.790741,,,All
,,0.81065,0.790852,,,All
,,0.810745,0.790962,,,All
,,0.812359,0.791073,,,All
,,0.812889,0.791183,,,All
,,0.812964,0.791294,,,All
,,0.813062,0.791404,,,All
,,0.81313,0.791515,,,All
,,0.813282,0.791625,,,All
,,0.813381,0.791736,,,All
,,0.813957,0.791846,,,All
,,0.814202,0.791957,,,All
,,0.815789,0.792067,,,All
,,0.816191,0.792178,,,All
,,0.816192,0.792288,,,All
,,0.81687,0.792399,,,All
,,0.818076,0.792509,,,All
,,0.819241,0.79262,,,All
,,0.819736,0.79273,,,All
,,0.819952,0.792841,,,All
,,0.820306,0.792951,,,All
,,0.820462,0.793062,,,All
,,0.821158,0.793172,,,All
,,0.821534,0.793283,,,All
,,0.821872,0.793393,,,All
,,0.822054,0.793503,,,All
,,0.822084,0.793614,,,All
,,0.822638,0.793724,,,All
,,0.824065,0.793835,,,All
,,0.824224,0.793945,,,All
,,0.824296,0.794056,,,All
,,0.824306,0.794166,,,All
,,0.824403,0.794277,,,All
,,0.824796,0.794387,,,All
,,0.824866,0.794498,,,All
,,0.826309,0.794608,,,All
,,0.826588,0.794719,,,All
,,0.82709,0.794829,,,All
,,0.827475,0.79494,,,All
,,0.82803,0.79505,,,All
,,0.828762,0.795161,,,All
,,0.829745,0.795271,,,All
,,0.829877,0.795382,,,All
,,0.8301,0.795492,,,All
,,0.830304,0.795603,,,All
,,0.830498,0.795713,,,All
,,0.830786,0.795824,,,All
,,0.831013,0.795934,,,All
,,0.83123,0.796045,,,All
,,0.831638,0.796155,,,All
,,0.832486,0.796266,,,All
,,0.832919,0.796376,,,All
,,0.833295,0.796487,,,All
,,0.833396,0.796597,,,All
,,0.833921,0.796708,,,All
,,0.834336,0.796818,,,All
,,0.834931,0.796929,,,All
,,0.835128,0.797039,,,All
,,0.83522,0.797149,,,All
,,0.836237,0.79726,,,All
,,0.836773,0.79737,,,All
,,0.838494,0.797481,,,All
,,0.83856,0.797591,,,All
,,0.838627,0.797702,,,All
,,0.839808,0.797812,,,All
,,0.840047,0.797923,,,All
,,0.8405,0.798033,,,All
,,0.841224,0.798144,,,All
,,0.841478,0.798254,,,All
,,0.841771,0.798365,,,All
,,0.84195,0.798475,,,All
,,0.842128,0.798586,,,All
,,0.842463,0.798696,,,All
,,0.842482,0.798807,,,All
,,0.843035,0.798917,,,All
,,0.843245,0.799028,,,All
,,0.844218,0.799138,,,All
,,0.844806,0.799249,,,All
,,0.84587,0.799359,,,All
,,0.846173,0.79947,,,All
,,0.847071,0.79958,,,All
,,0.847823,0.799691,,,All
,,0.848531,0.799801,,,All
,,0.848569,0.799912,,,All
,,0.848901,0.800022,,,All
,,0.84948,0.800133,,,All
,,0.849962,0.800243,,,All
,,0.85018,0.800354,,,All
,,0.850304,0.800464,,,All
,,0.850487,0.800575,,,All
,,0.850684,0.800685,,,All
,,0.850711,0.800795,,,All
,,0.852264,0.800906,,,All
,,0.852843,0.801016,,,All
,,0.852993,0.801127,,,All
,,0.853196,0.801237,,,All
,,0.853361,0.801348,,,All
,,0.854316,0.801458,,,All
,,0.85432,0.801569,,,All
,,0.854426,0.801679,,,All
,,0.854877,0.80179,,,All
,,0.85513,0.8019,,,All
,,0.856044,0.802011,,,All
,,0.856071,0.802121,,,All
,,0.856247,0.802232,,,All
,,0.85629,0.802342,,,All
,,0.856293,0.802453,,,All
,,0.856319,0.802563,,,All
,,0.856655,0.802674,,,All
,,0.858321,0.802784,,,All
,,0.858485,0.802895,,,All
,,0.859755,0.803005,,,All
,,0.859877,0.803116,,,All
,,0.860125,0.803226,,,All
,,0.860767,0.803337,,,All
,,0.861003,0.803447,,,All
,,0.861174,0.803558,,,All
,,0.861412,0.803668,,,All
,,0.861483,0.803779,,,All
,,0.862152,0.803889,,,All
,,0.862319,0.804,,,All
,,0.862637,0.80411,,,All
,,0.864768,0.804221,,,All
,,0.86486,0.804331,,,All
,,0.865327,0.804441,,,All
,,0.865357,0.804552,,,All
,,0.865671,0.804662,,,All
,,0.866458,0.804773,,,All
,,0.866579,0.804883,,,All
,,0.866891,0.804994,,,All
,,0.866903,0.805104,,,All
,,0.867627,0.805215,,,All
,,0.867972,0.805325,,,All
,,0.86836,0.805436,,,All
,,0.868507,0.805546,,,All
,,0.868764,0.805657,,,All
,,0.869465,0.805767,,,All
,,0.869973,0.805878,,,All
,,0.870191,0.805988,,,All
,,0.870523,0.806099,,,All
,,0.870974,0.806209,,,All
,,0.871189,0.80632,,,All
,,0.871635,0.80643,,,All
,,0.87164,0.806541,,,All
,,0.872358,0.806651,,,All
,,0.87273,0.806762,,,All
,,0.872842,0.806872,,,All
,,0.874025,0.806983,,,All
,,0.87439,0.807093,,,All
,,0.874805,0.807204,,,All
,,0.875152,0.807314,,,All
,,0.875361,0.807425,,,All
,,0.875366,0.807535,,,All
,,0.875993,0.807646,,,All
,,0.876519,0.807756,,,All
,,0.876709,0.807867,,,All
,,0.877457,0.807977,,,All
,,0.877625,0.808088,,,All
,,0.877869,0.808198,,,All
,,0.87928,0.808308,,,All
,,0.87986,0.808419,,,All
,,0.881074,0.808529,,,All
,,0.881296,0.80864,,,All
,,0.881609,0.80875,,,All
,,0.881916,0.808861,,,All
,,0.882276,0.808971,,,All
,,0.883136,0.809082,,,All
,,0.883679,0.809192,,,All
,,0.883967,0.809303,,,All
,,0.884049,0.809413,,,All
,,0.884436,0.809524,,,All
,,0.884594,0.809634,,,All
,,0.885095,0.809745,,,All
,,0.885734,0.809855,,,All
,,0.885792,0.809966,,,All
,,0.886259,0.810076,,,All
,,0.88657,0.810187,,,All
,,0.886638,0.810297,,,All
,,0.886717,0.810408,,,All
,,0.886748,0.810518,,,All
,,0.886915,0.810629,,,All
,,0.888819,0.810739,,,All
,,0.888909,0.81085,,,All
,,0.888927,0.81096,,,All
,,0.888962,0.811071,,,All
,,0.88978,0.811181,,,All
,,0.889803,0.811292,,,All
,,0.890226,0.811402,,,All
,,0.89081,0.811513,,,All
,,0.891911,0.811623,,,All
,,0.891945,0.811734,,,All
,,0.892418,0.811844,,,All
,,0.892909,0.811954,,,All
,,0.893347,0.812065,,,All
,,0.89385,0.812175,,,All
,,0.894336,0.812286,,,All
,,0.895878,0.812396,,,All
,,0.89621,0.812507,,,All
,,0.896341,0.812617,,,All
,,0.896821,0.812728,,,All
,,0.896822,0.812838,,,All
,,0.896993,0.812949,,,All
,,0.897712,0.813059,,,All
,,0.898013,0.81317,,,All
,,0.898496,0.81328,,,All
,,0.898903,0.813391,,,All
,,0.899036,0.813501,,,All
,,0.899279,0.813612,,,All
,,0.899461,0.813722,,,All
,,0.900321,0.813833,,,All
,,0.900931,0.813943,,,All
,,0.901238,0.814054,,,All
,,0.902036,0.814164,,,All
,,0.902566,0.814275,,,All
,,0.903101,0.814385,,,All
,,0.903863,0.814496,,,All
,,0.904162,0.814606,,,All
,,0.904405,0.814717,,,All
,,0.904878,0.814827,,,All
,,0.905451,0.814938,,,All
,,0.905625,0.815048,,,All
,,0.905938,0.815159,,,All
,,0.906168,0.815269,,,All
,,0.908083,0.81538,,,All
,,0.908851,0.81549,,,All
,,0.909429,0.8156,,,All
,,0.909441,0.815711,,,All
,,0.90977,0.815821,,,All
,,0.910001,0.815932,,,All
,,0.910569,0.816042,,,All
,,0.910777,0.816153,,,All
,,0.911231,0.816263,,,All
,,0.912164,0.816374,,,All
,,0.912904,0.816484,,,All
,,0.913476,0.816595,,,All
,,0.914171,0.816705,,,All
,,0.914637,0.816816,,,All
,,0.914712,0.816926,,,All
,,0.915085,0.817037,,,All
,,0.916114,0.817147,,,All
,,0.916657,0.817258,,,All
,,0.918293,0.817368,,,All
,,0.918554,0.817479,,,All
,,0.918783,0.817589,,,All
,,0.920215,0.8177,,,All
,,0.920556,0.81781,,,All
,,0.921227,0.817921,,,All
,,0.922039,0.818031,,,All
,,0.923305,0.818142,,,All
,,0.923467,0.818252,,,All
,,0.92364,0.818363,,,All
,,0.924875,0.818473,,,All
,,0.925248,0.818584,,,All
,,0.926313,0.818694,,,All
,,0.926617,0.818805,,,All
,,0.92703,0.818915,,,All
,,0.9274,0.819026,,,All
,,0.927417,0.819136,,,All
,,0.927654,0.819246,,,All
,,0.927847,0.819357,,,All
,,0.927873,0.819467,,,All
,,0.92822,0.819578,,,All
,,0.928332,0.819688,,,All
,,0.928335,0.819799,,,All
,,0.928343,0.819909,,,All
,,0.928879,0.82002,,,All
,,0.929601,0.82013,,,All
,,0.92978,0.820241,,,All
,,0.929889,0.820351,,,All
,,0.930381,0.820462,,,All
,,0.930447,0.820572,,,All
,,0.931691,0.820683,,,All
,,0.932005,0.820793,,,All
,,0.93209,0.820904,,,All
,,0.932292,0.821014,,,All
,,0.932353,0.821125,,,All
,,0.932419,0.821235,,,All
,,0.933036,0.821346,,,All
,,0.934035,0.821456,,,All
,,0.934051,0.821567,,,All
,,0.934437,0.821677,,,All
,,0.935036,0.821788,,,All
,,0.935235,0.821898,,,All
,,0.935574,0.822009,,,All
,,0.935976,0.822119,,,All
,,0.936121,0.82223,,,All
,,0.936594,0.82234,,,All
,,0.936764,0.822451,,,All
,,0.936896,0.822561,,,All
,,0.938142,0.822672,,,All
,,0.93885,0.822782,,,All
,,0.939433,0.822892,,,All
,,0.939647,0.823003,,,All
,,0.940618,0.823113,,,All
,,0.941608,0.823224,,,All
,,0.942265,0.823334,,,All
,,0.942695,0.823445,,,All
,,0.943179,0.823555,,,All
,,0.943255,0.823666,,,All
,,0.94337,0.823776,,,All
,,0.944154,0.823887,,,All
,,0.945036,0.823997,,,All
,,0.945727,0.824108,,,All
,,0.946318,0.824218,,,All
,,0.946488,0.824329,,,All
,,0.9471,0.824439,,,All
,,0.947336,0.82455,,,All
,,0.947405,0.82466,,,All
,,0.947807,0.824771,,,All
,,0.947965,0.824881,,,All
,,0.948085,0.824992,,,All
,,0.948769,0.825102,,,All
,,0.948813,0.825213,,,All
,,0.949534,0.825323,,,All
,,0.949614,0.825434,,,All
,,0.949988,0.825544,,,All
,,0.950267,0.825655,,,All
,,0.950303,0.825765,,,All
,,0.950408,0.825876,,,All
,,0.950614,0.825986,,,All
,,0.95115,0.826097,,,All
,,0.951169,0.826207,,,All
,,0.951495,0.826318,,,All
,,0.951785,0.826428,,,All
,,0.95242,0.826539,,,All
,,0.953341,0.826649,,,All
,,0.953418,0.826759,,,All
,,0.953858,0.82687,,,All
,,0.953867,0.82698,,,All
,,0.95419,0.827091,,,All
,,0.954485,0.827201,,,All
,,0.95495,0.827312,,,All
,,0.955191,0.827422,,,All
,,0.957964,0.827533,,,All
,,0.958313,0.827643,,,All
,,0.958866,0.827754,,,All
,,0.959155,0.827864,,,All
,,0.959756,0.827975,,,All
,,0.95998,0.828085,,,All
,,0.960184,0.828196,,,All
,,0.960441,0.828306,,,All
,,0.961206,0.828417,,,All
,,0.961453,0.828527,,,All
,,0.961663,0.828638,,,All
,,0.96205,0.828748,,,All
,,0.962625,0.828859,,,All
,,0.962822,0.828969,,,All
,,0.964342,0.82908,,,All
,,0.96567,0.82919,,,All
,,0.965826,0.829301,,,All
,,0.96695,0.829411,,,All
,,0.967444,0.829522,,,All
,,0.967479,0.829632,,,All
,,0.967894,0.829743,,,All
,,0.968219,0.829853,,,All
,,0.968464,0.829964,,,All
,,0.968892,0.830074,,,All
,,0.971028,0.830185,,,All
,,0.97138,0.830295,,,All
,,0.971633,0.830405,,,All
,,0.971989,0.830516,,,All
,,0.972297,0.830626,,,All
,,0.972427,0.830737,,,All
,,0.972571,0.830847,,,All
,,0.973332,0.830958,,,All
,,0.973563,0.831068,,,All
,,0.973641,0.831179,,,All
,,0.973696,0.831289,,,All
,,0.974312,0.8314,,,All
,,0.975569,0.83151,,,All
,,0.97585,0.831621,,,All
,,0.976089,0.831731,,,All
,,0.976773,0.831842,,,All
,,0.977732,0.831952,,,All
,,0.97898,0.832063,,,All
,,0.979006,0.832173,,,All
,,0.980473,0.832284,,,All
,,0.980974,0.832394,,,All
,,0.981108,0.832505,,,All
,,0.981171,0.832615,,,All
,,0.981763,0.832726,,,All
,,0.982403,0.832836,,,All
,,0.982499,0.832947,,,All
,,0.9825,0.833057,,,All
,,0.982552,0.833168,,,All
,,0.983231,0.833278,,,All
,,0.98328,0.833389,,,All
,,0.984189,0.833499,,,All
,,0.984506,0.83361,,,All
,,0.984901,0.83372,,,All
,,0.985174,0.833831,,,All
,,0.985856,0.833941,,,All
,,0.986028,0.834051,,,All
,,0.986163,0.834162,,,All
,,0.987403,0.834272,,,All
,,0.9879,0.834383,,,All
,,0.987925,0.834493,,,All
,,0.988251,0.834604,,,All
,,0.988304,0.834714,,,All
,,0.988529,0.834825,,,All
,,0.989218,0.834935,,,All
,,0.990376,0.835046,,,All
,,0.990561,0.835156,,,All
,,0.990667,0.835267,,,All
,,0.990671,0.835377,,,All
,,0.991788,0.835488,,,All
,,0.992045,0.835598,,,All
,,0.993394,0.835709,,,All
,,0.994041,0.835819,,,All
,,0.994515,0.83593,,,All
,,0.995608,0.83604,,,All
,,0.996624,0.836151,,,All
,,0.998924,0.836261,,,All
,,0.999236,0.836372,,,All
,,0.999539,0.836482,,,All
,,0.999579,0.836593,,,All
,,1.00036,0.836703,,,All
,,1.00047,0.836814,,,All
,,1.00066,0.836924,,,All
,,1.00089,0.837035,,,All
,,1.00089,0.837145,,,All
,,1.00109,0.837256,,,All
