tin_abscissa,tin_cdf,beta_abscissa,beta_cdf,delta_abscissa,delta_cdf,p_abscissa,p_cdf,split
-0.330355,0.707937,2.67623e-08,0.70873,1.21555,0.70873,7915.75,0.707937,All
-0.319765,0.70873,2.67675e-08,0.709524,1.21589,0.709524,7919.1,0.70873,All
-0.309423,0.709524,2.67739e-08,0.710317,1.2164,0.710317,7921.81,0.709524,All
-0.302871,0.710317,2.67822e-08,0.711111,1.2167,0.711111,7922.33,0.710317,All
-0.297708,0.711111,2.68967e-08,0.711905,1.21725,0.711905,7923.87,0.711111,All
-0.280276,0.711905,2.69427e-08,0.712698,1.21732,0.712698,7925.25,0.711905,All
-0.277158,0.712698,2.69482e-08,0.713492,1.21937,0.713492,7925.87,0.712698,All
-0.274143,0.713492,2.69755e-08,0.714286,1.22022,0.714286,7926.49,0.713492,All
-0.273892,0.714286,2.70604e-08,0.715079,1.22355,0.715079,7930.02,0.714286,All
-0.272312,0.715079,2.70709e-08,0.715873,1.22703,0.715873,7930.32,0.715079,All
-0.272033,0.715873,2.7087e-08,0.716667,1.22751,0.716667,7931.05,0.715873,All
-0.269582,0.716667,2.71071e-08,0.71746,1.228,0.71746,7936.24,0.716667,All
-0.257094,0.71746,2.71276e-08,0.718254,1.22809,0.718254,7936.6,0.71746,All
-0.249498,0.718254,2.71366e-08,0.719048,1.22915,0.719048,7936.75,0.718254,All
-0.245359,0.719048,2.7144e-08,0.719841,1.23199,0.719841,7937.38,0.719048,All
-0.24034,0.719841,2.71447e-08,0.720635,1.23328,0.720635,7942.77,0.719841,All
-0.240213,0.720635,2.7148e-08,0.721429,1.23392,0.721429,7944.63,0.720635,All
-0.231385,0.721429,2.71754e-08,0.722222,1.23435,0.722222,7946.55,0.721429,All
-0.227523,0.722222,2.71891e-08,0.723016,1.23529,0.723016,7954.75,0.722222,All
-0.223682,0.723016,2.7269e-08,0.72381,1.23722,0.72381,7957.58,0.723016,All
-0.222568,0.72381,2.72996e-08,0.724603,1.23731,0.724603,7958.92,0.72381,All
-0.222217,0.724603,2.73001e-08,0.725397,1.2376,0.725397,7959.39,0.724603,All
-0.213155,0.725397,2.7302e-08,0.72619,1.23797,0.72619,7963.31,0.725397,All
-0.212276,0.72619,2.73433e-08,0.726984,1.23975,0.726984,7965.88,0.72619,All
-0.211416,0.726984,2.73512e-08,0.727778,1.2433,0.727778,7968.88,0.726984,All
-0.210108,0.727778,2.73548e-08,0.728571,1.24367,0.728571,7969.45,0.727778,All
-0.204588,0.728571,2.73594e-08,0.729365,1.24398,0.729365,7970.29,0.728571,All
-0.195614,0.729365,2.73928e-08,0.730159,1.24462,0.730159,7970.76,0.729365,All
-0.19455,0.730159,2.73956e-08,0.730952,1.24478,0.730952,7978.07,0.730159,All
-0.194402,0.730952,2.74171e-08,0.731746,1.24511,0.731746,7979.31,0.730952,All
-0.188224,0.731746,2.7447e-08,0.73254,1.24546,0.73254,7981.25,0.731746,All
-0.185047,0.73254,2.75062e-08,0.733333,1.24871,0.733333,7982.72,0.73254,All
-0.18501,0.733333,2.75272e-08,0.734127,1.25125,0.734127,7983.88,0.733333,All
-0.165822,0.734127,2.75856e-08,0.734921,1.25176,0.734921,7984.68,0.734127,All
-0.163074,0.734921,2.76228e-08,0.735714,1.2541,0.735714,7984.83,0.734921,All
-0.159001,0.735714,2.76239e-08,0.736508,1.2541,0.736508,7984.94,0.735714,All
-0.154644,0.736508,2.76656e-08,0.737302,1.25485,0.737302,7985.98,0.736508,All
-0.150433,0.737302,2.77062e-08,0.738095,1.25833,0.738095,7988.14,0.737302,All
-0.139787,0.738095,2.77389e-08,0.738889,1.25985,0.738889,7991.79,0.738095,All
-0.139,0.738889,2.774e-08,0.739683,1.26027,0.739683,7993.09,0.738889,All
-0.136337,0.739683,2.77452e-08,0.740476,1.26251,0.740476,7996.54,0.739683,All
-0.124032,0.740476,2.78207e-08,0.74127,1.26343,0.74127,7996.61,0.740476,All
-0.119967,0.74127,2.78222e-08,0.742063,1.26443,0.742063,8000.13,0.74127,All
-0.113547,0.742063,2.7824e-08,0.742857,1.26448,0.742857,8001.65,0.742063,All
-0.104574,0.742857,2.78321e-08,0.743651,1.26649,0.743651,8007.31,0.742857,All
-0.100218,0.743651,2.7838e-08,0.744444,1.27022,0.744444,8014.66,0.743651,All
-0.100031,0.744444,2.79238e-08,0.745238,1.27626,0.745238,8015.08,0.744444,All
-0.0961475,0.745238,2.79781e-08,0.746032,1.28018,0.746032,8017.5,0.745238,All
-0.0904937,0.746032,2.80141e-08,0.746825,1.28026,0.746825,8020.84,0.746032,All
-0.0902353,0.746825,2.80504e-08,0.747619,1.28223,0.747619,8027.64,0.746825,All
-0.084472,0.747619,2.80686e-08,0.748413,1.28313,0.748413,8031.43,0.747619,All
-0.0740989,0.748413,2.81011e-08,0.749206,1.28628,0.749206,8031.49,0.748413,All
-0.0684237,0.749206,2.81694e-08,0.75,1.28714,0.75,8037.15,0.749206,All
-0.0673189,0.75,2.82e-08,0.750794,1.28791,0.750794,8038.36,0.75,All
-0.0595885,0.750794,2.82101e-08,0.751587,1.28892,0.751587,8038.67,0.750794,All
-0.0529684,0.751587,2.82378e-08,0.752381,1.29313,0.752381,8042.4,0.751587,All
-0.0468701,0.752381,2.82462e-08,0.753175,1.29507,0.753175,8045.12,0.752381,All
-0.0440107,0.753175,2.82556e-08,0.753968,1.29586,0.753968,8046.15,0.753175,All
-0.0410797,0.753968,2.82561e-08,0.754762,1.29662,0.754762,8048.18,0.753968,All
-0.0340816,0.754762,2.82914e-08,0.755556,1.29688,0.755556,8048.46,0.754762,All
-0.0334515,0.755556,2.83089e-08,0.756349,1.29711,0.756349,8048.63,0.755556,All
-0.0323038,0.756349,2.835e-08,0.757143,1.29766,0.757143,8049.35,0.756349,All
-0.030624,0.757143,2.84342e-08,0.757937,1.29842,0.757937,8052.56,0.757143,All
-0.0212128,0.757937,2.84419e-08,0.75873,1.29851,0.75873,8054.14,0.757937,All
-0.0117779,0.75873,2.85796e-08,0.759524,1.29872,0.759524,8054.53,0.75873,All
-0.00866269,0.759524,2.85856e-08,0.760317,1.29909,0.760317,8055.19,0.759524,All
-0.00683895,0.760317,2.86036e-08,0.761111,1.30016,0.761111,8055.3,0.760317,All
-0.00486376,0.761111,2.86266e-08,0.761905,1.30284,0.761905,8055.3,0.761111,All
-0.00414533,0.761905,2.86402e-08,0.762698,1.30358,0.762698,8060.42,0.761905,All
-0.00302891,0.762698,2.8673e-08,0.763492,1.30377,0.763492,8063.8,0.762698,All
-0.0015661,0.763492,2.87629e-08,0.764286,1.30386,0.764286,8066.09,0.763492,All
-0.000964587,0.764286,2.88163e-08,0.765079,1.3045,0.765079,8074.77,0.764286,All
0.00803262,0.765079,2.88365e-08,0.765873,1.30601,0.765873,8076.71,0.765079,All
0.00931794,0.765873,2.8849e-08,0.766667,1.30609,0.766667,8076.84,0.765873,All
0.0143865,0.766667,2.88518e-08,0.76746,1.30818,0.76746,8076.89,0.766667,All
0.0168465,0.76746,2.88581e-08,0.768254,1.31041,0.768254,8078.81,0.76746,All
0.0175063,0.768254,2.88787e-08,0.769048,1.31101,0.769048,8080.21,0.768254,All
0.0250044,0.769048,2.88921e-08,0.769841,1.31269,0.769841,8080.26,0.769048,All
0.0289227,0.769841,2.89007e-08,0.770635,1.31438,0.770635,8083.69,0.769841,All
0.0399813,0.770635,2.89057e-08,0.771429,1.31693,0.771429,8086.08,0.770635,All
0.0412338,0.771429,2.89094e-08,0.772222,1.31874,0.772222,8086.4,0.771429,All
0.0419352,0.772222,2.89388e-08,0.773016,1.32316,0.773016,8091.15,0.772222,All
0.041971,0.773016,2.89774e-08,0.77381,1.32348,0.77381,8092.2,0.773016,All
0.043843,0.77381,2.89885e-08,0.774603,1.32466,0.774603,8099.38,0.77381,All
0.0490508,0.774603,2.89914e-08,0.775397,1.32661,0.775397,8099.8,0.774603,All
0.0548655,0.775397,2.89914e-08,0.77619,1.32671,0.77619,8111.71,0.775397,All
0.0552988,0.77619,2.90224e-08,0.776984,1.32767,0.776984,8115.98,0.77619,All
0.0626514,0.776984,2.90446e-08,0.777778,1.32837,0.777778,8117.53,0.776984,All
0.063988,0.777778,2.9077e-08,0.778571,1.32994,0.778571,8117.74,0.777778,All
0.0657198,0.778571,2.90776e-08,0.779365,1.33056,0.779365,8121.41,0.778571,All
0.0658906,0.779365,2.91127e-08,0.780159,1.33193,0.780159,8122.89,0.779365,All
0.0743045,0.780159,2.91449e-08,0.780952,1.3348,0.780952,8133.05,0.780159,All
0.0835923,0.780952,2.91742e-08,0.781746,1.33559,0.781746,8133.71,0.780952,All
0.0844595,0.781746,2.9207e-08,0.78254,1.33859,0.78254,8136.47,0.781746,All
0.0854831,0.78254,2.92374e-08,0.783333,1.33896,0.783333,8140.08,0.78254,All
0.0873353,0.783333,2.92827e-08,0.784127,1.33964,0.784127,8141.29,0.783333,All
0.0910848,0.784127,2.92905e-08,0.784921,1.33965,0.784921,8149.43,0.784127,All
0.0915231,0.784921,2.9309e-08,0.785714,1.3401,0.785714,8150.58,0.784921,All
0.105869,0.785714,2.93118e-08,0.786508,1.3401,0.786508,8154.09,0.785714,All
0.107081,0.786508,2.93747e-08,0.787302,1.34049,0.787302,8155.3,0.786508,All
0.112513,0.787302,2.93913e-08,0.788095,1.34137,0.788095,8155.49,0.787302,All
0.113364,0.788095,2.93976e-08,0.788889,1.34194,0.788889,8161.69,0.788095,All
0.1166,0.788889,2.94748e-08,0.789683,1.34231,0.789683,8162.88,0.788889,All
0.12468,0.789683,2.95398e-08,0.790476,1.34233,0.790476,8163.33,0.789683,All
0.131436,0.790476,2.95459e-08,0.79127,1.34371,0.79127,8163.55,0.790476,All
0.132503,0.79127,2.96077e-08,0.792063,1.34633,0.792063,8163.98,0.79127,All
0.135613,0.792063,2.96582e-08,0.792857,1.34813,0.792857,8167.25,0.792063,All
0.149035,0.792857,2.98576e-08,0.793651,1.34893,0.793651,8171.41,0.792857,All
0.151279,0.793651,2.99008e-08,0.794444,1.34913,0.794444,8182.49,0.793651,All
0.160231,0.794444,2.99241e-08,0.795238,1.3494,0.795238,8185.34,0.794444,All
0.163722,0.795238,2.99306e-08,0.796032,1.35185,0.796032,8187.16,0.795238,All
0.163816,0.796032,2.99476e-08,0.796825,1.35188,0.796825,8189.41,0.796032,All
0.165311,0.796825,2.99838e-08,0.797619,1.35265,0.797619,8195.09,0.796825,All
0.170749,0.797619,3.00455e-08,0.798413,1.35303,0.798413,8196.75,0.797619,All
0.17194,0.798413,3.01477e-08,0.799206,1.35358,0.799206,8198.43,0.798413,All
0.173014,0.799206,3.01867e-08,0.8,1.35404,0.8,8198.61,0.799206,All
0.177818,0.8,3.01911e-08,0.800794,1.3549,0.800794,8203.64,0.8,All
0.184551,0.800794,3.02156e-08,0.801587,1.35497,0.801587,8205.19,0.800794,All
0.194174,0.801587,3.02449e-08,0.802381,1.35505,0.802381,8206.97,0.801587,All
0.205409,0.802381,3.02664e-08,0.803175,1.35521,0.803175,8207.36,0.802381,All
0.219655,0.803175,3.03584e-08,0.803968,1.35544,0.803968,8207.67,0.803175,All
0.219969,0.803968,3.04321e-08,0.804762,1.35622,0.804762,8209.89,0.803968,All
0.22098,0.804762,3.04346e-08,0.805556,1.35875,0.805556,8210.7,0.804762,All
0.221568,0.805556,3.04675e-08,0.806349,1.36041,0.806349,8212.53,0.805556,All
0.227431,0.806349,3.04956e-08,0.807143,1.36061,0.807143,8225.46,0.806349,All
0.228352,0.807143,3.05095e-08,0.807937,1.36063,0.807937,8232.57,0.807143,All
0.229989,0.807937,3.05149e-08,0.80873,1.36115,0.80873,8233.1,0.807937,All
0.231964,0.80873,3.052e-08,0.809524,1.36152,0.809524,8235.75,0.80873,All
0.233172,0.809524,3.052e-08,0.810317,1.36203,0.810317,8239.37,0.809524,All
0.236047,0.810317,3.05483e-08,0.811111,1.36206,0.811111,8240.06,0.810317,All
0.236229,0.811111,3.05852e-08,0.811905,1.36295,0.811905,8248.21,0.811111,All
0.236779,0.811905,3.0587e-08,0.812698,1.36326,0.812698,8251.62,0.811905,All
0.247649,0.812698,3.06429e-08,0.813492,1.36346,0.813492,8253.72,0.812698,All
0.264359,0.813492,3.06628e-08,0.814286,1.36391,0.814286,8266.85,0.813492,All
0.278793,0.814286,3.06866e-08,0.815079,1.36593,0.815079,8284.59,0.814286,All
0.28751,0.815079,3.06878e-08,0.815873,1.36759,0.815873,8284.98,0.815079,All
0.291622,0.815873,3.07082e-08,0.816667,1.36785,0.816667,8292.42,0.815873,All
0.314476,0.816667,3.0895e-08,0.81746,1.3686,0.81746,8293.43,0.816667,All
0.318486,0.81746,3.09072e-08,0.818254,1.37101,0.818254,8297.84,0.81746,All
0.32487,0.818254,3.09173e-08,0.819048,1.37241,0.819048,8303.59,0.818254,All
0.326128,0.819048,3.09452e-08,0.819841,1.37324,0.819841,8306.07,0.819048,All
0.334652,0.819841,3.09657e-08,0.820635,1.3748,0.820635,8306.69,0.819841,All
0.338196,0.820635,3.1015e-08,0.821429,1.37549,0.821429,8309.73,0.820635,All
0.342207,0.821429,3.1044e-08,0.822222,1.37788,0.822222,8311.99,0.821429,All
0.346704,0.822222,3.11017e-08,0.823016,1.3799,0.823016,8322.07,0.822222,All
0.359047,0.823016,3.12253e-08,0.82381,1.38257,0.82381,8327.56,0.823016,All
0.381188,0.82381,3.12452e-08,0.824603,1.38304,0.824603,8329.23,0.82381,All
0.383999,0.824603,3.12558e-08,0.825397,1.38502,0.825397,8331.78,0.824603,All
0.388758,0.825397,3.12735e-08,0.82619,1.38554,0.82619,8337.02,0.825397,All
0.392283,0.82619,3.12815e-08,0.826984,1.38942,0.826984,8344.78,0.82619,All
0.394427,0.826984,3.13131e-08,0.827778,1.39255,0.827778,8344.87,0.826984,All
0.396708,0.827778,3.13741e-08,0.828571,1.39513,0.828571,8345.89,0.827778,All
0.398781,0.828571,3.15401e-08,0.829365,1.3966,0.829365,8350.42,0.828571,All
0.403714,0.829365,3.15495e-08,0.830159,1.39722,0.830159,8354.22,0.829365,All
0.407613,0.830159,3.15743e-08,0.830952,1.39783,0.830952,8355.79,0.830159,All
0.40764,0.830952,3.16888e-08,0.831746,1.39787,0.831746,8364.7,0.830952,All
0.412772,0.831746,3.16926e-08,0.83254,1.39851,0.83254,8367.31,0.831746,All
0.417189,0.83254,3.17159e-08,0.833333,1.39958,0.833333,8371.6,0.83254,All
0.419776,0.833333,3.17334e-08,0.834127,1.40001,0.834127,8377.74,0.833333,All
0.427454,0.834127,3.17446e-08,0.834921,1.40032,0.834921,8384.1,0.834127,All
0.431543,0.834921,3.17765e-08,0.835714,1.4011,0.835714,8388.13,0.834921,All
0.435059,0.835714,3.19302e-08,0.836508,1.40254,0.836508,8390.26,0.835714,All
0.452199,0.836508,3.19362e-08,0.837302,1.40322,0.837302,8390.32,0.836508,All
0.456208,0.837302,3.20633e-08,0.838095,1.40648,0.838095,8393.46,0.837302,All
0.468461,0.838095,3.20824e-08,0.838889,1.41095,0.838889,8396.35,0.838095,All
0.475882,0.838889,3.21068e-08,0.839683,1.41243,0.839683,8397.16,0.838889,All
0.490894,0.839683,3.21476e-08,0.840476,1.41292,0.840476,8400,0.839683,All
0.496236,0.840476,3.21788e-08,0.84127,1.41444,0.84127,8405.93,0.840476,All
0.502767,0.84127,3.22253e-08,0.842063,1.41571,0.842063,8409.14,0.84127,All
0.505081,0.842063,3.22371e-08,0.842857,1.41678,0.842857,8410.14,0.842063,All
0.506948,0.842857,3.22371e-08,0.843651,1.42103,0.843651,8411.64,0.842857,All
0.509197,0.843651,3.22506e-08,0.844444,1.42146,0.844444,8417.17,0.843651,All
0.51131,0.844444,3.22934e-08,0.845238,1.42274,0.845238,8423.62,0.844444,All
0.5149,0.845238,3.23228e-08,0.846032,1.42274,0.846032,8440.6,0.845238,All
0.516382,0.846032,3.23837e-08,0.846825,1.42731,0.846825,8443.58,0.846032,All
0.520693,0.846825,3.23873e-08,0.847619,1.42783,0.847619,8447.07,0.846825,All
0.527227,0.847619,3.24629e-08,0.848413,1.43037,0.848413,8447.75,0.847619,All
0.535481,0.848413,3.24994e-08,0.849206,1.43158,0.849206,8450.57,0.848413,All
0.53971,0.849206,3.2542e-08,0.85,1.43174,0.85,8462.98,0.849206,All
0.541214,0.85,3.25511e-08,0.850794,1.4335,0.850794,8466.17,0.85,All
0.556321,0.850794,3.25847e-08,0.851587,1.43412,0.851587,8471.2,0.850794,All
0.563624,0.851587,3.26248e-08,0.852381,1.43472,0.852381,8471.65,0.851587,All
0.581652,0.852381,3.26281e-08,0.853175,1.43824,0.853175,8473.86,0.852381,All
0.582,0.853175,3.28138e-08,0.853968,1.43899,0.853968,8474.87,0.853175,All
0.594827,0.853968,3.29121e-08,0.854762,1.44071,0.854762,8475.56,0.853968,All
0.597185,0.854762,3.29793e-08,0.855556,1.4414,0.855556,8475.99,0.854762,All
0.599374,0.855556,3.30094e-08,0.856349,1.44455,0.856349,8477.71,0.855556,All
0.605057,0.856349,3.30695e-08,0.857143,1.44507,0.857143,8479.53,0.856349,All
0.626964,0.857143,3.31032e-08,0.857937,1.44707,0.857937,8479.64,0.857143,All
0.628352,0.857937,3.31055e-08,0.85873,1.44798,0.85873,8480.12,0.857937,All
0.628352,0.85873,3.31118e-08,0.859524,1.45369,0.859524,8481.34,0.85873,All
0.650385,0.859524,3.31812e-08,0.860317,1.45674,0.860317,8481.92,0.859524,All
0.674269,0.860317,3.31956e-08,0.861111,1.45793,0.861111,8482.63,0.860317,All
0.685626,0.861111,3.32022e-08,0.861905,1.45908,0.861905,8483.86,0.861111,All
0.696467,0.861905,3.3211e-08,0.862698,1.46476,0.862698,8485.55,0.861905,All
0.69983,0.862698,3.32305e-08,0.863492,1.46547,0.863492,8488.1,0.862698,All
0.701404,0.863492,3.32423e-08,0.864286,1.46783,0.864286,8490.31,0.863492,All
0.701604,0.864286,3.32511e-08,0.865079,1.46864,0.865079,8494.95,0.864286,All
0.702809,0.865079,3.33472e-08,0.865873,1.46908,0.865873,8505.11,0.865079,All
0.702809,0.865873,3.3354e-08,0.866667,1.47097,0.866667,8512.82,0.865873,All
0.706486,0.866667,3.34175e-08,0.86746,1.47394,0.86746,8518.64,0.866667,All
0.711331,0.86746,3.34254e-08,0.868254,1.47577,0.868254,8520.19,0.86746,All
0.726824,0.868254,3.34327e-08,0.869048,1.48156,0.869048,8524.28,0.868254,All
0.731922,0.869048,3.34733e-08,0.869841,1.48186,0.869841,8524.52,0.869048,All
0.732983,0.869841,3.35033e-08,0.870635,1.483,0.870635,8524.65,0.869841,All
0.741125,0.870635,3.3621e-08,0.871429,1.48408,0.871429,8526.18,0.870635,All
0.744266,0.871429,3.36233e-08,0.872222,1.485,0.872222,8528.85,0.871429,All
0.763928,0.872222,3.36507e-08,0.873016,1.48531,0.873016,8530.8,0.872222,All
0.765362,0.873016,3.37884e-08,0.87381,1.48553,0.87381,8535.36,0.873016,All
0.768091,0.87381,3.39006e-08,0.874603,1.48745,0.874603,8551.77,0.87381,All
0.769034,0.874603,3.40673e-08,0.875397,1.48927,0.875397,8554.21,0.874603,All
0.774746,0.875397,3.41978e-08,0.87619,1.49037,0.87619,8564.36,0.875397,All
0.782454,0.87619,3.42186e-08,0.876984,1.49481,0.876984,8569.42,0.87619,All
0.793718,0.876984,3.42482e-08,0.877778,1.49953,0.877778,8580.41,0.876984,All
0.793735,0.877778,3.42807e-08,0.878571,1.50281,0.878571,8580.69,0.877778,All
0.814507,0.878571,3.43153e-08,0.879365,1.50298,0.879365,8581.1,0.878571,All
0.814594,0.879365,3.43554e-08,0.880159,1.50368,0.880159,8584.48,0.879365,All
0.830493,0.880159,3.44337e-08,0.880952,1.50442,0.880952,8587.62,0.880159,All
0.833886,0.880952,3.45078e-08,0.881746,1.50491,0.881746,8597.02,0.880952,All
0.851574,0.881746,3.45914e-08,0.88254,1.50597,0.88254,8603.27,0.881746,All
0.854358,0.88254,3.46364e-08,0.883333,1.50597,0.883333,8604.92,0.88254,All
0.861487,0.883333,3.46406e-08,0.884127,1.50796,0.884127,8609.9,0.883333,All
0.867576,0.884127,3.4705e-08,0.884921,1.51103,0.884921,8613.2,0.884127,All
0.873835,0.884921,3.4763e-08,0.885714,1.51105,0.885714,8616.4,0.884921,All
0.881468,0.885714,3.48996e-08,0.886508,1.51326,0.886508,8616.59,0.885714,All
0.881876,0.886508,3.49031e-08,0.887302,1.5144,0.887302,8618.5,0.886508,All
0.885318,0.887302,3.49242e-08,0.888095,1.51526,0.888095,8620.76,0.887302,All
0.891541,0.888095,3.49808e-08,0.888889,1.51648,0.888889,8633.78,0.888095,All
0.892371,0.888889,3.50142e-08,0.889683,1.51648,0.889683,8635.36,0.888889,All
0.89383,0.889683,3.51468e-08,0.890476,1.51734,0.890476,8649,0.889683,All
0.900405,0.890476,3.51801e-08,0.89127,1.51882,0.89127,8649.86,0.890476,All
0.90073,0.89127,3.54019e-08,0.892063,1.52037,0.892063,8651.13,0.89127,All
0.905004,0.892063,3.5412e-08,0.892857,1.52051,0.892857,8652.37,0.892063,All
0.913587,0.892857,3.54607e-08,0.893651,1.52755,0.893651,8657,0.892857,All
0.917976,0.893651,3.54989e-08,0.894444,1.52756,0.894444,8658.53,0.893651,All
0.920703,0.894444,3.5574e-08,0.895238,1.5308,0.895238,8667.28,0.894444,All
0.944437,0.895238,3.55757e-08,0.896032,1.54418,0.896032,8674.83,0.895238,All
0.945344,0.896032,3.55903e-08,0.896825,1.54565,0.896825,8677.56,0.896032,All
0.949925,0.896825,3.58161e-08,0.897619,1.54653,0.897619,8700.12,0.896825,All
0.969755,0.897619,3.59672e-08,0.898413,1.54699,0.898413,8709.71,0.897619,All
0.994417,0.898413,3.60587e-08,0.899206,1.55004,0.899206,8724.02,0.898413,All
1.00136,0.899206,3.61224e-08,0.9,1.55265,0.9,8729.83,0.899206,All
1.01882,0.9,3.62107e-08,0.900794,1.5528,0.900794,8732.41,0.9,All
1.02511,0.900794,3.65215e-08,0.901587,1.55309,0.901587,8746.75,0.900794,All
1.03554,0.901587,3.65646e-08,0.902381,1.55314,0.902381,8753.57,0.901587,All
1.03603,0.902381,3.65868e-08,0.903175,1.55694,0.903175,8756.45,0.902381,All
1.04261,0.903175,3.6623e-08,0.903968,1.55851,0.903968,8760.33,0.903175,All
1.04287,0.903968,3.68033e-08,0.904762,1.56156,0.904762,8764.04,0.903968,All
1.04537,0.904762,3.681e-08,0.905556,1.56199,0.905556,8772.04,0.904762,All
1.05153,0.905556,3.68661e-08,0.906349,1.56253,0.906349,8777.31,0.905556,All
1.07632,0.906349,3.69014e-08,0.907143,1.56407,0.907143,8778.39,0.906349,All
1.07796,0.907143,3.69369e-08,0.907937,1.56503,0.907937,8783.09,0.907143,All
1.08621,0.907937,3.69422e-08,0.90873,1.56803,0.90873,8788.52,0.907937,All
1.09442,0.90873,3.69641e-08,0.909524,1.57215,0.909524,8789.52,0.90873,All
1.09453,0.909524,3.69763e-08,0.910317,1.57337,0.910317,8792.26,0.909524,All
1.1066,0.910317,3.70054e-08,0.911111,1.57727,0.911111,8794.04,0.910317,All
1.10805,0.911111,3.71092e-08,0.911905,1.58302,0.911905,8795.05,0.911111,All
1.11725,0.911905,3.71359e-08,0.912698,1.5835,0.912698,8796.1,0.911905,All
1.12352,0.912698,3.71875e-08,0.913492,1.58876,0.913492,8798.75,0.912698,All
1.13033,0.913492,3.72509e-08,0.914286,1.59765,0.914286,8807.18,0.913492,All
1.13675,0.914286,3.73418e-08,0.915079,1.59862,0.915079,8811.97,0.914286,All
1.14401,0.915079,3.74197e-08,0.915873,1.59898,0.915873,8812.81,0.915079,All
1.15028,0.915873,3.74289e-08,0.916667,1.59967,0.916667,8813.47,0.915873,All
1.15219,0.916667,3.74289e-08,0.91746,1.60546,0.91746,8814.96,0.916667,All
1.1793,0.91746,3.74823e-08,0.918254,1.60679,0.918254,8823.22,0.91746,All
1.18181,0.918254,3.75961e-08,0.919048,1.60717,0.919048,8824.48,0.918254,All
1.18671,0.919048,3.76323e-08,0.919841,1.60849,0.919841,8834.89,0.919048,All
1.20074,0.919841,3.76913e-08,0.920635,1.61294,0.920635,8837.73,0.919841,All
1.20144,0.920635,3.77161e-08,0.921429,1.61314,0.921429,8840.47,0.920635,All
1.21319,0.921429,3.78892e-08,0.922222,1.61323,0.922222,8847.19,0.921429,All
1.23204,0.922222,3.79641e-08,0.923016,1.61384,0.923016,8855.38,0.922222,All
1.2362,0.923016,3.79701e-08,0.92381,1.61431,0.92381,8856.05,0.923016,All
1.23846,0.92381,3.80056e-08,0.924603,1.61732,0.924603,8862.45,0.92381,All
1.27001,0.924603,3.80071e-08,0.925397,1.61782,0.925397,8864.23,0.924603,All
1.27758,0.925397,3.80365e-08,0.92619,1.62039,0.92619,8867.09,0.925397,All
1.28234,0.92619,3.84163e-08,0.926984,1.6207,0.926984,8869.95,0.92619,All
1.29246,0.926984,3.85036e-08,0.927778,1.62532,0.927778,8885.15,0.926984,All
1.29465,0.927778,3.85041e-08,0.928571,1.62928,0.928571,8887.82,0.927778,All
1.3089,0.928571,3.85761e-08,0.929365,1.6294,0.929365,8892.76,0.928571,All
1.31922,0.929365,3.85796e-08,0.930159,1.62959,0.930159,8903.39,0.929365,All
1.33645,0.930159,3.86774e-08,0.930952,1.63037,0.930952,8906.51,0.930159,All
1.34468,0.930952,3.86982e-08,0.931746,1.63301,0.931746,8912.24,0.930952,All
1.37067,0.931746,3.87707e-08,0.93254,1.63411,0.93254,8931.47,0.931746,All
1.3752,0.93254,3.88565e-08,0.933333,1.63423,0.933333,8934,0.93254,All
1.39215,0.933333,3.8993e-08,0.934127,1.63817,0.934127,8945.38,0.933333,All
1.39524,0.934127,3.90032e-08,0.934921,1.64009,0.934921,8960.31,0.934127,All
1.39885,0.934921,3.90176e-08,0.935714,1.64251,0.935714,8968.48,0.934921,All
1.39891,0.935714,3.91327e-08,0.936508,1.64286,0.936508,8981.13,0.935714,All
1.41008,0.936508,3.92129e-08,0.937302,1.64454,0.937302,8984.49,0.936508,All
1.42146,0.937302,3.9454e-08,0.938095,1.64813,0.938095,8991.77,0.937302,All
1.43977,0.938095,3.98303e-08,0.938889,1.64833,0.938889,8992.4,0.938095,All
1.45552,0.938889,3.98776e-08,0.939683,1.65139,0.939683,8996.39,0.938889,All
1.45612,0.939683,3.99082e-08,0.940476,1.65282,0.940476,9009.09,0.939683,All
1.48255,0.940476,3.99614e-08,0.94127,1.65284,0.94127,9034.13,0.940476,All
1.48326,0.94127,3.99967e-08,0.942063,1.65799,0.942063,9055.35,0.94127,All
1.49102,0.942063,4.01006e-08,0.942857,1.65877,0.942857,9079.05,0.942063,All
1.5057,0.942857,4.0176e-08,0.943651,1.66165,0.943651,9089.79,0.942857,All
1.52511,0.943651,4.02514e-08,0.944444,1.66423,0.944444,9102.87,0.943651,All
1.54083,0.944444,4.03824e-08,0.945238,1.66451,0.945238,9109.59,0.944444,All
1.57069,0.945238,4.04845e-08,0.946032,1.66469,0.946032,9110.91,0.945238,All
1.57649,0.946032,4.05153e-08,0.946825,1.66492,0.946825,9113.86,0.946032,All
1.58879,0.946825,4.05193e-08,0.947619,1.6651,0.947619,9121.82,0.946825,All
1.59335,0.947619,4.05962e-08,0.948413,1.6668,0.948413,9124.8,0.947619,All
1.60496,0.948413,4.07619e-08,0.949206,1.67462,0.949206,9128.84,0.948413,All
1.62349,0.949206,4.07661e-08,0.95,1.67608,0.95,9145.38,0.949206,All
1.64896,0.95,4.09126e-08,0.950794,1.67749,0.950794,9150.64,0.95,All
1.65128,0.950794,4.10599e-08,0.951587,1.68278,0.951587,9155.53,0.950794,All
1.65584,0.951587,4.11562e-08,0.952381,1.68595,0.952381,9199.16,0.951587,All
