rep,ID,eta_tin_simulated,eta_beta_simulated,eta_delta_simulated,eta_p_simulated,source,split,color,filter
20,42,0.078083,-0.0459634,-1.17102,-0.0171511,Neant,All,#4682B4,0
21,42,0.139271,-0.39723,-0.794526,0.0966398,Neant,All,#4682B4,0
1,43,-0.0175594,-0.00423697,0.32309,0.0369971,Kissler,All,#4682B4,0
2,43,-0.000781553,-0.137493,0.309645,0.226806,Kissler,All,#4682B4,0
3,43,0.0142204,-0.200748,0.231874,0.165323,Kissler,All,#4682B4,0
4,43,0.0360001,0.512122,0.415938,-0.0449848,Kissler,All,#4682B4,0
5,43,-0.0131216,-0.378213,-0.0690554,0.0860226,Kissler,All,#4682B4,0
6,43,-0.0189259,-0.158125,0.330624,0.0290255,Kissler,All,#4682B4,0
7,43,-0.0189259,-0.157446,0.0416645,-0.0802043,Kissler,All,#4682B4,0
8,43,-0.0121706,-0.44382,0.0416645,-0.0913536,Kissler,All,#4682B4,0
9,43,-0.00752058,-0.129049,0.267406,-0.00287424,Kissler,All,#4682B4,0
10,43,-0.0128647,-0.142094,-0.220725,-0.209749,Kissler,All,#4682B4,0
11,43,0.0316722,-0.161208,-0.421321,0.00694466,Kissler,All,#4682B4,0
12,43,-0.00701418,0.0560507,0.0796014,-0.0910527,Kissler,All,#4682B4,0
13,43,-0.0641698,0.268465,0.18654,-0.143985,Kissler,All,#4682B4,0
14,43,-0.017208,-0.326395,-0.260949,-0.0654767,Kissler,All,#4682B4,0
15,43,-0.0251991,-0.481238,-0.226407,-0.0760556,Kissler,All,#4682B4,0
16,43,-0.0701628,-0.20896,-0.428989,-0.110713,Kissler,All,#4682B4,0
17,43,-0.0795413,-0.474482,-0.427392,-0.152461,Kissler,All,#4682B4,0
18,43,0.0266331,-0.382742,-0.159443,0.100561,Kissler,All,#4682B4,0
19,43,0.0266331,0.420557,0.227496,0.0794306,Kissler,All,#4682B4,0
20,43,-0.00697298,-0.292011,-0.072262,0.0718744,Kissler,All,#4682B4,0
21,43,-0.0151423,-0.497186,0.00574993,-0.0166993,Kissler,All,#4682B4,0
1,44,0.0185712,-0.459461,-0.499311,-0.133999,Kissler,All,#4682B4,0
2,44,0.0236599,0.119909,-0.112756,0.0426655,Kissler,All,#4682B4,0
3,44,-0.0444103,-0.143941,0.0279462,0.0378885,Kissler,All,#4682B4,0
4,44,0.0824332,0.128109,0.386034,-0.0632019,Kissler,All,#4682B4,0
5,44,0.130428,0.155312,0.386034,-0.0632019,Kissler,All,#4682B4,0
6,44,0.0817442,0.226769,0.0206959,-0.000565889,Kissler,All,#4682B4,0
7,44,0.115677,0.306285,-0.124054,-0.00118958,Kissler,All,#4682B4,0
8,44,0.0883869,-0.109829,0.448619,0.119333,Kissler,All,#4682B4,0
9,44,0.0235282,-0.303144,-0.10053,0.0799117,Kissler,All,#4682B4,0
10,44,0.0803815,0.00377664,0.241218,-0.0442936,Kissler,All,#4682B4,0
11,44,0.0803815,0.0642386,-0.0814648,-0.170432,Kissler,All,#4682B4,0
12,44,0.0907412,0.0642386,0.37035,-0.0503842,Kissler,All,#4682B4,0
13,44,0.0753701,0.287547,0.0396899,0.39147,Kissler,All,#4682B4,0
14,44,0.0218521,-0.199683,0.0396899,-0.174524,Kissler,All,#4682B4,0
15,44,-0.0624044,-0.0503613,-0.0942654,-0.237714,Kissler,All,#4682B4,0
16,44,0.118527,0.305259,0.431283,-0.201528,Kissler,All,#4682B4,0
17,44,0.106947,0.326394,0.392479,-0.0915376,Kissler,All,#4682B4,0
18,44,0.106947,0.326394,0.146987,-0.157992,Kissler,All,#4682B4,0
19,44,0.0565415,-0.262112,0.391552,0.15694,Kissler,All,#4682B4,0
20,44,0.107237,-0.0967226,0.138875,0.0322156,Kissler,All,#4682B4,0
21,44,0.0477004,0.128173,-0.0507207,-0.296768,Kissler,All,#4682B4,0
1,45,0.0648887,-0.104362,0.59539,-0.231964,Kissler,All,#4682B4,0
2,45,0.11054,-0.135314,1.52863,0.152354,Kissler,All,#4682B4,0
3,45,0.0812239,-0.189386,0.541648,-0.0535468,Kissler,All,#4682B4,0
4,45,0.0198134,-0.223903,0.245958,-0.228608,Kissler,All,#4682B4,0
5,45,-0.0333768,-0.27419,0.610668,0.0929115,Kissler,All,#4682B4,0
6,45,0.0719836,0.0280591,0.865993,-0.126018,Kissler,All,#4682B4,0
7,45,0.0355646,-0.232485,0.364538,-0.191891,Kissler,All,#4682B4,0
8,45,0.00823943,-0.512144,-0.070322,-0.0593154,Kissler,All,#4682B4,0
9,45,0.0202771,-0.406104,0.293869,-0.0432916,Kissler,All,#4682B4,0
10,45,0.0888702,-0.108182,1.37845,0.167702,Kissler,All,#4682B4,0
11,45,0.0420106,0.108323,0.62406,-0.00984175,Kissler,All,#4682B4,0
12,45,0.0420106,0.3394,1.17288,-0.184512,Kissler,All,#4682B4,0
13,45,0.0408164,-0.301595,0.340384,0.153388,Kissler,All,#4682B4,0
14,45,0.0488056,-0.348756,0.424835,0.0490731,Kissler,All,#4682B4,0
15,45,0.0359672,-0.48129,0.555481,0.223957,Kissler,All,#4682B4,0
16,45,0.0417157,-0.48129,0.587459,0.143262,Kissler,All,#4682B4,0
17,45,0.0340803,-0.261751,0.963531,-0.0639252,Kissler,All,#4682B4,0
18,45,0.0532609,-0.241071,0.585672,0.0499761,Kissler,All,#4682B4,0
19,45,0.0123477,-0.0819477,0.168174,-0.0986757,Kissler,All,#4682B4,0
20,45,0.0898256,-0.615947,0.374777,0.0937823,Kissler,All,#4682B4,0
21,45,0.0257133,-0.711312,0.0524755,-0.154368,Kissler,All,#4682B4,0
1,46,0.0259948,-0.382848,0.706586,-0.154611,Kissler,All,#4682B4,0
2,46,0.0315408,-0.0443804,0.458074,-0.28874,Kissler,All,#4682B4,0
3,46,0.0726843,-0.0542796,0.696292,-0.10876,Kissler,All,#4682B4,0
4,46,-0.0044789,-0.177389,0.175883,-0.020142,Kissler,All,#4682B4,0
5,46,0.0985695,0.100944,0.805183,-0.107309,Kissler,All,#4682B4,0
6,46,0.0855041,-0.0225052,0.371766,-0.0801001,Kissler,All,#4682B4,0
7,46,0.10314,0.392632,1.21232,0.0431958,Kissler,All,#4682B4,0
8,46,0.0758777,0.102173,0.869588,-0.309658,Kissler,All,#4682B4,0
9,46,0.105843,0.154204,0.390975,-0.157253,Kissler,All,#4682B4,0
10,46,0.124402,0.128896,0.803048,-0.268437,Kissler,All,#4682B4,0
11,46,0.00315255,-0.0712729,0.0785371,0.0814014,Kissler,All,#4682B4,0
12,46,0.0693295,-0.091908,0.959544,0.0247574,Kissler,All,#4682B4,0
13,46,0.0968819,0.205843,1.02739,-0.278412,Kissler,All,#4682B4,0
14,46,0.100082,0.713104,1.35238,-0.278412,Kissler,All,#4682B4,0
15,46,-0.0181623,0.37302,0.0298155,-0.235991,Kissler,All,#4682B4,0
16,46,0.0433954,-0.228296,0.397849,-0.224187,Kissler,All,#4682B4,0
17,46,0.0178579,0.0443559,1.01516,-0.33401,Kissler,All,#4682B4,0
18,46,0.0300714,-0.401753,0.0588577,-0.00488418,Kissler,All,#4682B4,0
19,46,0.0891994,-0.322555,0.931677,0.158315,Kissler,All,#4682B4,0
20,46,0.0777228,-0.442972,0.586795,-0.155556,Kissler,All,#4682B4,0
21,46,0.0972031,-0.424479,-0.0301377,0.0948249,Kissler,All,#4682B4,0
1,47,-0.00773665,-0.841866,0.65621,-0.0689974,Kissler,All,#4682B4,0
2,47,0.00470476,-0.187568,0.779608,-0.257264,Kissler,All,#4682B4,0
3,47,0.00848031,-0.414738,0.603964,-0.0999274,Kissler,All,#4682B4,0
4,47,-0.0120234,-0.483609,0.46085,-0.259949,Kissler,All,#4682B4,0
5,47,0.0375759,-0.728376,0.658312,0.0517816,Kissler,All,#4682B4,0
6,47,0.0107701,-0.61758,0.79629,0.0186414,Kissler,All,#4682B4,0
7,47,0.0149133,-0.4996,0.807933,0.035724,Kissler,All,#4682B4,0
8,47,0.0203585,-0.557583,0.91941,-0.0221655,Kissler,All,#4682B4,0
9,47,0.00178726,-0.319835,1.49196,-0.032419,Kissler,All,#4682B4,0
10,47,0.0315376,-0.111915,1.42941,-0.115305,Kissler,All,#4682B4,0
11,47,0.02584,0.0616839,1.355,-0.213698,Kissler,All,#4682B4,0
12,47,0.0392021,-0.267899,1.26313,-0.143663,Kissler,All,#4682B4,0
13,47,0.0154579,-0.306258,0.34388,-0.223768,Kissler,All,#4682B4,0
14,47,0.0109549,-0.0660115,0.942466,0.017268,Kissler,All,#4682B4,0
15,47,0.0498822,-0.0884102,1.01624,-0.315034,Kissler,All,#4682B4,0
16,47,0.0596093,-0.773839,0.638109,-0.258603,Kissler,All,#4682B4,0
17,47,0.00851006,-0.53468,0.0920139,-0.280239,Kissler,All,#4682B4,0
18,47,0.0505301,-0.276217,0.975389,0.055894,Kissler,All,#4682B4,0
19,47,-0.0528655,-0.718974,-0.0782067,0.030028,Kissler,All,#4682B4,0
20,47,-0.025527,-0.642836,0.315429,-0.349583,Kissler,All,#4682B4,0
21,47,0.058703,-0.31735,1.06592,-0.148777,Kissler,All,#4682B4,0
1,48,-0.203901,-0.375311,0.371552,0.0672507,Kissler,All,#4682B4,0
2,48,-0.178535,0.167269,0.579454,-0.12811,Kissler,All,#4682B4,0
3,48,-0.166346,-0.305173,0.137915,-0.0675717,Kissler,All,#4682B4,0
4,48,-0.166346,-0.488343,-0.204247,-0.066177,Kissler,All,#4682B4,0
5,48,-0.207151,-0.723455,-0.238852,-0.0996771,Kissler,All,#4682B4,0
6,48,-0.215348,-0.390112,-0.0222702,-0.341293,Kissler,All,#4682B4,0
7,48,-0.0507798,-0.214916,0.460254,-0.167696,Kissler,All,#4682B4,0
8,48,-0.158901,-0.264544,-0.0298172,-0.16321,Kissler,All,#4682B4,0
9,48,-0.131884,-0.574147,0.572246,0.0208975,Kissler,All,#4682B4,0
10,48,-0.201009,-0.0696134,0.583134,-0.0200542,Kissler,All,#4682B4,0
11,48,-0.201009,-0.574289,0.328488,0.0638299,Kissler,All,#4682B4,0
12,48,-0.191552,0.455826,0.839451,-0.0829857,Kissler,All,#4682B4,0
13,48,-0.16673,0.296862,0.437397,-0.0560354,Kissler,All,#4682B4,0
14,48,-0.156102,-0.150229,1.0966,0.181448,Kissler,All,#4682B4,0
15,48,-0.170266,0.552524,0.870267,-0.0461835,Kissler,All,#4682B4,0
16,48,-0.170266,-0.457501,-0.381668,-0.0979609,Kissler,All,#4682B4,0
17,48,-0.214664,-0.422326,-0.0434937,-0.180389,Kissler,All,#4682B4,0
18,48,-0.147795,0.457298,0.753595,0.109871,Kissler,All,#4682B4,0
19,48,-0.140082,-0.384556,0.439533,0.0164642,Kissler,All,#4682B4,0
20,48,-0.179562,0.611291,0.623092,-0.0534809,Kissler,All,#4682B4,0
21,48,-0.179562,0.0517564,0.145488,0.291394,Kissler,All,#4682B4,0
1,49,0.0989818,0.152712,0.885333,-0.0232371,Kissler,All,#4682B4,0
2,49,0.00213919,0.273331,0.760924,0.0666655,Kissler,All,#4682B4,0
3,49,0.0704688,-0.249531,1.02023,0.0852476,Kissler,All,#4682B4,0
4,49,0.0243264,0.580443,0.0902374,0.173736,Kissler,All,#4682B4,0
5,49,0.0250663,0.161351,0.401724,-0.342056,Kissler,All,#4682B4,0
6,49,-0.0124367,-0.344892,0.338723,-0.199607,Kissler,All,#4682B4,0
7,49,0.0160118,-0.0155689,0.637377,0.354703,Kissler,All,#4682B4,0
8,49,0.0160118,0.0123537,0.595282,-0.0364322,Kissler,All,#4682B4,0
9,49,-0.0267413,-0.131423,0.773455,0.100849,Kissler,All,#4682B4,0
10,49,-0.0271135,-0.320423,-0.303879,-0.179303,Kissler,All,#4682B4,0
11,49,-0.026027,-0.0906364,0.0305065,-0.0635242,Kissler,All,#4682B4,0
12,49,-0.026027,-0.262947,0.535639,0.202793,Kissler,All,#4682B4,0
13,49,0.0254783,-0.0124976,0.574371,0.0987308,Kissler,All,#4682B4,0
14,49,0.0254783,-0.0124976,0.574371,0.114819,Kissler,All,#4682B4,0
15,49,0.0498045,-0.940419,-0.383578,0.0284957,Kissler,All,#4682B4,0
16,49,0.0593212,0.0911696,0.993699,-0.385541,Kissler,All,#4682B4,0
17,49,0.00516661,0.0101286,0.976897,0.421425,Kissler,All,#4682B4,0
18,49,0.0751027,0.176069,0.248604,-0.0979982,Kissler,All,#4682B4,0
19,49,-0.0133244,0.0314098,0.72372,-0.41515,Kissler,All,#4682B4,0
20,49,0.109869,-0.448892,0.711477,0.120134,Kissler,All,#4682B4,0
21,49,-0.0230232,-0.0655218,0.249227,-0.0586329,Kissler,All,#4682B4,0
1,50,-0.0248759,-0.281832,-0.181969,0.114036,Kissler,All,#4682B4,0
2,50,0.028771,-0.387418,0.154428,-0.170442,Kissler,All,#4682B4,0
3,50,0.0203627,-0.546688,0.174941,0.142185,Kissler,All,#4682B4,0
4,50,-0.170861,-0.0286614,0.0574851,-0.031596,Kissler,All,#4682B4,0
5,50,-0.173712,-0.0286614,-0.0841799,-0.031596,Kissler,All,#4682B4,0
6,50,-0.185566,0.00819043,-0.3568,0.0876295,Kissler,All,#4682B4,0
7,50,-0.176527,-0.0127428,-0.390327,0.0881056,Kissler,All,#4682B4,0
8,50,-0.148549,0.269901,-0.231492,0.000111655,Kissler,All,#4682B4,0
9,50,-0.192456,-0.00210237,-0.595348,-0.240775,Kissler,All,#4682B4,0
10,50,-0.169702,0.00335545,-0.328724,-0.133615,Kissler,All,#4682B4,0
11,50,-0.169341,0.123964,-0.379283,0.0482504,Kissler,All,#4682B4,0
12,50,-0.143429,0.225261,-0.254668,0.102753,Kissler,All,#4682B4,0
13,50,-0.196612,-0.0310319,-0.274795,-0.0708455,Kissler,All,#4682B4,0
14,50,-0.14083,0.0973843,-0.0858003,-0.0714655,Kissler,All,#4682B4,0
15,50,-0.0389074,0.169323,0.15724,0.00168679,Kissler,All,#4682B4,0
16,50,-0.0144692,-0.156398,-0.0886855,0.0487649,Kissler,All,#4682B4,0
17,50,0.0875075,-0.937254,-0.185746,-0.0138922,Kissler,All,#4682B4,0
18,50,0.0724419,-0.293292,-0.137994,-0.284727,Kissler,All,#4682B4,0
19,50,-0.0737658,-0.200392,-0.177463,0.0418158,Kissler,All,#4682B4,0
20,50,-0.0151864,-0.732869,-0.190155,0.06523,Kissler,All,#4682B4,0
21,50,-0.0303802,0.0804045,-0.0164638,-0.081915,Kissler,All,#4682B4,0
1,51,0.00636974,0.213509,0.0686773,0.25453,Kissler,All,#4682B4,0
2,51,-0.019864,0.245312,0.492311,0.102334,Kissler,All,#4682B4,0
3,51,-0.0461895,-0.444973,-0.162542,0.0755999,Kissler,All,#4682B4,0
4,51,-0.0523472,-0.621345,0.210662,0.206505,Kissler,All,#4682B4,0
5,51,-0.00803929,0.30377,0.237137,0.0430553,Kissler,All,#4682B4,0
6,51,-0.0516031,-0.344867,-0.15401,0.0234649,Kissler,All,#4682B4,0
7,51,0.0379739,0.163384,0.607199,0.347541,Kissler,All,#4682B4,0
8,51,0.0741143,-0.174651,0.49931,0.0868519,Kissler,All,#4682B4,0
9,51,-0.00624807,-0.22813,0.0152669,0.172811,Kissler,All,#4682B4,0
10,51,-0.00841764,-0.0219815,0.428182,0.308532,Kissler,All,#4682B4,0
11,51,0.00450752,0.205693,0.149416,-0.101714,Kissler,All,#4682B4,0
12,51,-0.0939074,-0.428511,-0.62937,-0.214769,Kissler,All,#4682B4,0
13,51,-0.00614603,-0.675469,0.439029,-0.0188071,Kissler,All,#4682B4,0
14,51,-0.0396849,0.0866893,0.0579942,-0.0833659,Kissler,All,#4682B4,0
15,51,-0.0344793,-0.308152,0.0579942,-0.0833659,Kissler,All,#4682B4,0
16,51,0.019364,-0.778069,-0.428985,-0.0729477,Kissler,All,#4682B4,0
17,51,0.0863752,0.537353,0.447878,-0.234672,Kissler,All,#4682B4,0
18,51,-0.0710892,-0.00908524,-0.102475,0.00749474,Kissler,All,#4682B4,0
19,51,-0.0263639,-0.239751,-0.102291,-0.0843899,Kissler,All,#4682B4,0
20,51,-0.0504202,-0.239751,-0.682318,-0.235683,Kissler,All,#4682B4,0
21,51,-0.0196144,-0.131285,-0.240164,0.0446788,Kissler,All,#4682B4,0
1,52,-0.0311203,-0.342997,0.166863,-0.139448,Wolfel,All,#4682B4,0
2,52,-0.0529474,0.574223,0.70223,-0.0597059,Wolfel,All,#4682B4,0
3,52,-0.00197212,-0.131963,0.273867,-0.145807,Wolfel,All,#4682B4,0
4,52,-0.0633168,0.0926362,0.263185,0.315785,Wolfel,All,#4682B4,0
5,52,-0.130714,-0.174023,0.193156,0.104786,Wolfel,All,#4682B4,0
6,52,0.0262959,-0.623454,0.376971,0.00913359,Wolfel,All,#4682B4,0
7,52,0.0390206,-0.744294,0.137731,0.103036,Wolfel,All,#4682B4,0
8,52,0.0371416,-0.477972,0.394533,-0.226943,Wolfel,All,#4682B4,0
9,52,-0.138312,0.484903,0.13814,0.104791,Wolfel,All,#4682B4,0
10,52,0.00741484,-0.46385,0.0772323,-0.341799,Wolfel,All,#4682B4,0
11,52,-0.0267053,0.406433,0.335475,-0.0368791,Wolfel,All,#4682B4,0
12,52,0.0867877,-0.852483,0.0160768,-0.326142,Wolfel,All,#4682B4,0
13,52,-0.0691728,0.107085,0.243364,0.057052,Wolfel,All,#4682B4,0
14,52,0.0181705,-0.409253,0.230582,0.0797064,Wolfel,All,#4682B4,0
15,52,-0.0846933,0.274537,0.515505,-0.0590786,Wolfel,All,#4682B4,0
16,52,-0.0447799,0.284657,0.355029,-0.0604795,Wolfel,All,#4682B4,0
17,52,-0.0153816,0.0612337,0.464072,-0.00926571,Wolfel,All,#4682B4,0
18,52,-0.126582,0.267196,0.26915,0.238946,Wolfel,All,#4682B4,0
19,52,-0.0953568,0.653948,0.306682,-0.0307731,Wolfel,All,#4682B4,0
20,52,-0.0892573,-0.337855,0.209297,0.0860603,Wolfel,All,#4682B4,0
21,52,-0.0396449,-0.559518,-0.0575484,-0.269453,Wolfel,All,#4682B4,0
1,53,-0.0118307,0.277737,0.933514,-0.0523952,Wolfel,All,#4682B4,0
2,53,0.0915213,0.205719,0.789774,0.0499612,Wolfel,All,#4682B4,0
3,53,0.00138839,-0.0440441,0.657706,0.323527,Wolfel,All,#4682B4,0
4,53,0.123304,-0.27082,1.19766,-0.126489,Wolfel,All,#4682B4,0
5,53,0.0433013,0.0564168,0.774947,-0.148252,Wolfel,All,#4682B4,0
6,53,0.024535,0.553496,0.859936,-0.203727,Wolfel,All,#4682B4,0
7,53,0.119802,0.328597,1.02503,-0.213224,Wolfel,All,#4682B4,0
8,53,0.0750007,-0.228687,1.05401,-0.0072064,Wolfel,All,#4682B4,0
9,53,0.0349609,0.684105,0.954699,0.251903,Wolfel,All,#4682B4,0
10,53,0.0812436,-0.0841697,1.15036,0.120399,Wolfel,All,#4682B4,0
11,53,0.0812436,0.00827811,1.26361,-0.00189377,Wolfel,All,#4682B4,0
12,53,0.0730062,-0.402387,1.16261,0.186937,Wolfel,All,#4682B4,0
13,53,0.129036,-0.105078,1.59085,0.151446,Wolfel,All,#4682B4,0
14,53,-0.112704,0.025028,0.0768488,0.0200876,Wolfel,All,#4682B4,0
15,53,-0.06287,0.567033,0.371868,-0.0848433,Wolfel,All,#4682B4,0
16,53,0.0429162,0.268367,0.869796,0.276261,Wolfel,All,#4682B4,0
17,53,0.0469385,0.892027,0.898168,0.0504762,Wolfel,All,#4682B4,0
18,53,0.00408365,-0.0733012,0.881882,0.117713,Wolfel,All,#4682B4,0
19,53,0.0540318,0.272938,1.04959,-0.0683752,Wolfel,All,#4682B4,0
20,53,-0.00325231,-0.0288126,0.529247,0.142821,Wolfel,All,#4682B4,0
21,53,0.0601634,-0.019184,0.982238,-0.0813045,Wolfel,All,#4682B4,0
1,54,-0.00199217,0.0829211,0.975563,-0.0555432,Wolfel,All,#4682B4,0
2,54,0.0540786,0.1202,0.870191,-0.0261516,Wolfel,All,#4682B4,0
3,54,0.0848249,-0.202286,0.595623,-0.100496,Wolfel,All,#4682B4,0
4,54,0.0148656,0.0980677,0.593336,0.0765308,Wolfel,All,#4682B4,0
5,54,0.0726364,-0.324429,1.10664,-0.160077,Wolfel,All,#4682B4,0
6,54,-0.004286,0.426367,0.776645,-0.0751138,Wolfel,All,#4682B4,0
7,54,0.0324513,-0.0533395,0.903551,0.0868075,Wolfel,All,#4682B4,0
8,54,0.0344047,-0.422083,0.396666,-0.0669663,Wolfel,All,#4682B4,0
9,54,0.00453888,0.185904,0.619747,0.120707,Wolfel,All,#4682B4,0
10,54,0.0618963,-0.0864005,0.882464,-0.11388,Wolfel,All,#4682B4,0
11,54,0.0111328,-0.248601,0.438324,-0.228664,Wolfel,All,#4682B4,0
12,54,-0.0632095,-0.231428,0.351603,0.116009,Wolfel,All,#4682B4,0
13,54,0.0109342,-0.42453,0.294734,-0.169566,Wolfel,All,#4682B4,0
14,54,0.0264004,0.481546,0.756821,0.0854992,Wolfel,All,#4682B4,0
15,54,0.0248333,0.292953,0.819685,0.0748418,Wolfel,All,#4682B4,0
16,54,-0.0589387,-0.151968,0.20317,-0.101775,Wolfel,All,#4682B4,0
17,54,0.0103159,-0.307408,0.341294,-0.252075,Wolfel,All,#4682B4,0
18,54,0.0252164,-0.398353,0.512825,0.0103567,Wolfel,All,#4682B4,0
19,54,0.0252164,-0.271863,0.662775,-0.0257361,Wolfel,All,#4682B4,0
20,54,0.0188197,-0.0888629,0.310987,-0.073429,Wolfel,All,#4682B4,0
21,54,-0.020333,0.0846212,0.351343,0.107155,Wolfel,All,#4682B4,0
1,55,0.0509922,-0.612238,0.886669,-0.0931653,Wolfel,All,#4682B4,0
2,55,-0.00217583,0.191338,0.819684,0.0149936,Wolfel,All,#4682B4,0
3,55,0.0222382,0.286966,1.20244,0.0149936,Wolfel,All,#4682B4,0
4,55,0.116494,-0.334634,1.11424,-0.280299,Wolfel,All,#4682B4,0
5,55,-0.00174388,0.205072,1.14429,0.190935,Wolfel,All,#4682B4,0
6,55,-0.065228,0.163163,0.896485,-0.0377975,Wolfel,All,#4682B4,0
7,55,-0.137395,0.118261,0.590896,-0.058235,Wolfel,All,#4682B4,0
8,55,-0.094964,-0.0519845,0.560914,0.030516,Wolfel,All,#4682B4,0
9,55,-0.0197738,-0.253963,0.77146,-0.032883,Wolfel,All,#4682B4,0
10,55,0.0574536,-0.72741,0.350912,0.00915993,Wolfel,All,#4682B4,0
11,55,0.0589292,0.382904,1.42301,0.121029,Wolfel,All,#4682B4,0
12,55,-0.0107037,0.382904,1.1004,0.131363,Wolfel,All,#4682B4,0
13,55,0.0824072,-0.641397,0.522987,0.0020335,Wolfel,All,#4682B4,0
14,55,-0.00463074,0.0323894,1.00601,-0.110835,Wolfel,All,#4682B4,0
15,55,-0.0519442,0.530887,0.70245,0.0344009,Wolfel,All,#4682B4,0
16,55,-0.00353605,0.343957,0.654416,-0.144405,Wolfel,All,#4682B4,0
17,55,0.0103764,0.267919,1.57058,-0.120844,Wolfel,All,#4682B4,0
18,55,0.0111524,0.550308,0.81801,0.108676,Wolfel,All,#4682B4,0
19,55,0.00704374,-0.344458,1.10762,0.0850528,Wolfel,All,#4682B4,0
20,55,-0.137404,0.0674499,0.38982,0.192755,Wolfel,All,#4682B4,0
21,55,-0.0765127,0.0657665,0.356153,0.0987381,Wolfel,All,#4682B4,0
1,56,-0.0171643,-0.1143,0.171963,0.282446,Wolfel,All,#4682B4,0
2,56,-0.0298259,0.0162132,0.620912,0.0744425,Wolfel,All,#4682B4,0
3,56,0.00352161,-0.00704987,0.280366,0.0840739,Wolfel,All,#4682B4,0
4,56,-0.0684046,-0.278397,0.234334,0.0966929,Wolfel,All,#4682B4,0
5,56,0.0378025,-0.153424,0.606487,0.105512,Wolfel,All,#4682B4,0
6,56,-0.0421508,0.817189,0.420048,-0.0931361,Wolfel,All,#4682B4,0
7,56,-0.0298278,-0.0947773,0.398744,0.221337,Wolfel,All,#4682B4,0
8,56,0.0403439,0.241328,0.651497,0.0613473,Wolfel,All,#4682B4,0
9,56,0.0575417,0.141849,0.590946,0.0367955,Wolfel,All,#4682B4,0
10,56,0.0695129,0.00295274,0.987697,0.0604513,Wolfel,All,#4682B4,0
11,56,-0.0574042,-0.0462513,0.134293,-0.101466,Wolfel,All,#4682B4,0
12,56,0.0434331,-0.30422,0.552572,-0.0296122,Wolfel,All,#4682B4,0
13,56,0.0789376,-0.0957526,0.812164,0.140213,Wolfel,All,#4682B4,0
14,56,0.0734242,0.100815,0.933017,-0.0700203,Wolfel,All,#4682B4,0
15,56,0.0484612,0.17642,0.754203,0.0109611,Wolfel,All,#4682B4,0
16,56,0.0202779,0.130681,0.555328,0.0330009,Wolfel,All,#4682B4,0
17,56,0.135825,-0.477917,0.523116,-0.0965816,Wolfel,All,#4682B4,0
18,56,0.0110452,0.152574,0.607832,-0.0125347,Wolfel,All,#4682B4,0
19,56,0.154553,0.152574,0.952794,0.101554,Wolfel,All,#4682B4,0
20,56,0.139453,-0.25547,0.857905,0.0182121,Wolfel,All,#4682B4,0
21,56,0.0870912,-0.17712,0.51538,-0.0335218,Wolfel,All,#4682B4,0
1,57,-0.0337877,0.332737,0.261262,-0.116044,Wolfel,All,#4682B4,0
2,57,0.0550226,0.0143775,0.697023,-0.106201,Wolfel,All,#4682B4,0
3,57,0.0397085,0.313738,0.705757,-0.199584,Wolfel,All,#4682B4,0
4,57,-0.0546587,0.198041,0.524023,0.246963,Wolfel,All,#4682B4,0
5,57,-0.0579072,-0.177197,0.134392,0.263537,Wolfel,All,#4682B4,0
6,57,0.0583538,0.191582,0.42775,-0.0504067,Wolfel,All,#4682B4,0
7,57,0.069472,0.543237,0.469776,0.100814,Wolfel,All,#4682B4,0
8,57,-0.0893594,0.32342,0.383933,-0.0294027,Wolfel,All,#4682B4,0
9,57,0.0216812,-0.632207,-0.0598814,0.0119425,Wolfel,All,#4682B4,0
10,57,-0.073599,-0.313626,-0.0598814,-0.00674777,Wolfel,All,#4682B4,0
11,57,0.122874,-0.336842,0.595183,-0.115652,Wolfel,All,#4682B4,0
12,57,-0.018539,-0.31123,0.259615,0.195468,Wolfel,All,#4682B4,0
13,57,-0.0360535,-0.344316,0.0277396,-0.191097,Wolfel,All,#4682B4,0
14,57,-0.000671971,-0.36528,0.149344,0.124292,Wolfel,All,#4682B4,0
15,57,-0.0680777,0.33201,0.257719,0.073065,Wolfel,All,#4682B4,0
16,57,0.0538,-0.438424,0.245943,-0.257467,Wolfel,All,#4682B4,0
17,57,-0.0176519,-0.422945,-0.0334116,0.00607379,Wolfel,All,#4682B4,0
18,57,-0.0150584,0.118753,0.0531622,-0.347596,Wolfel,All,#4682B4,0
19,57,0.0163967,0.554343,0.414271,-0.125797,Wolfel,All,#4682B4,0
20,57,-0.0158431,0.687319,0.297465,0.152473,Wolfel,All,#4682B4,0
21,57,-0.0397865,-0.0591263,0.356002,0.101602,Wolfel,All,#4682B4,0
1,58,-0.096643,0.807585,-0.397198,-0.144772,Wolfel,All,#4682B4,0
2,58,0.0267984,-0.378061,-0.402528,-0.116586,Wolfel,All,#4682B4,0
3,58,0.00239061,-0.0798118,-0.401488,0.0854214,Wolfel,All,#4682B4,0
4,58,-0.00948235,-0.0569405,-0.376063,0.0417096,Wolfel,All,#4682B4,0
5,58,0.140191,0.0788544,0.0290368,-0.16619,Wolfel,All,#4682B4,0
6,58,0.030157,0.341351,-0.148655,-0.153394,Wolfel,All,#4682B4,0
7,58,0.0590376,0.190426,-0.181267,-0.00273135,Wolfel,All,#4682B4,0
8,58,0.0461304,-0.108336,-0.273893,-0.180287,Wolfel,All,#4682B4,0
9,58,0.0895013,-0.323538,-0.248627,0.100959,Wolfel,All,#4682B4,0
