standEta_tin_abscissa,standEta_tin_cdf,standEta_beta_abscissa,standEta_beta_cdf,standEta_delta_abscissa,standEta_delta_cdf,standEta_p_abscissa,standEta_p_cdf,split
-0.027838,0.463492,-0.119033,0.463492,-0.0485506,0.463492,-0.032128,0.463492,All
-0.0275579,0.464286,-0.118807,0.464286,-0.0484441,0.464286,-0.0303918,0.464286,All
-0.0243685,0.465079,-0.116755,0.465079,-0.0437932,0.465079,-0.0273114,0.465079,All
-0.0237714,0.465873,-0.115435,0.465873,-0.043415,0.465873,-0.023342,0.465873,All
-0.0198497,0.466667,-0.115048,0.466667,-0.0433275,0.466667,-0.0203768,0.466667,All
-0.0185171,0.46746,-0.114635,0.46746,-0.0432239,0.46746,-0.0200652,0.46746,All
-0.0184864,0.468254,-0.114176,0.468254,-0.0430161,0.468254,-0.0190677,0.468254,All
-0.0158307,0.469048,-0.109985,0.469048,-0.0428548,0.469048,-0.0138567,0.469048,All
-0.0144016,0.469841,-0.108899,0.469841,-0.0398603,0.469841,-0.0132205,0.469841,All
-0.0109212,0.470635,-0.104903,0.470635,-0.0380306,0.470635,-0.0116268,0.470635,All
-0.0104525,0.471429,-0.10087,0.471429,-0.0374241,0.471429,-0.0100803,0.471429,All
-0.00979234,0.472222,-0.100384,0.472222,-0.0354185,0.472222,-0.00830455,0.472222,All
-0.00938995,0.473016,-0.0972544,0.473016,-0.0350449,0.473016,-0.00706883,0.473016,All
-0.00608793,0.47381,-0.0927032,0.47381,-0.0328198,0.47381,-0.0039505,0.47381,All
-0.0022145,0.474603,-0.0887839,0.474603,-0.0323609,0.474603,0.000444959,0.474603,All
0.00234879,0.475397,-0.0871014,0.475397,-0.0308754,0.475397,0.00077947,0.475397,All
0.00411157,0.47619,-0.0857718,0.47619,-0.0305944,0.47619,0.00129829,0.47619,All
0.00540294,0.476984,-0.0822596,0.476984,-0.0305071,0.476984,0.0050634,0.476984,All
0.00575108,0.477778,-0.0806556,0.477778,-0.0272834,0.477778,0.0085915,0.477778,All
0.00803611,0.478571,-0.0804446,0.478571,-0.0258379,0.478571,0.0111245,0.478571,All
0.0104144,0.479365,-0.0792028,0.479365,-0.0239237,0.479365,0.0116732,0.479365,All
0.0104531,0.480159,-0.0756541,0.480159,-0.0148172,0.480159,0.0117756,0.480159,All
0.0129163,0.480952,-0.0746915,0.480952,-0.0101677,0.480952,0.0126218,0.480952,All
0.0132661,0.481746,-0.0742996,0.481746,-0.00708464,0.481746,0.0141959,0.481746,All
0.01453,0.48254,-0.0742996,0.48254,0.00269252,0.48254,0.0143967,0.48254,All
0.0170629,0.483333,-0.0715313,0.483333,0.00500115,0.483333,0.0184997,0.483333,All
0.0186368,0.484127,-0.070244,0.484127,0.00629602,0.484127,0.0200625,0.484127,All
0.0189611,0.484921,-0.0700947,0.484921,0.00736566,0.484921,0.022012,0.484921,All
0.019401,0.485714,-0.0691379,0.485714,0.00803375,0.485714,0.0230281,0.485714,All
0.0235052,0.486508,-0.0687247,0.486508,0.00835525,0.486508,0.02375,0.486508,All
0.0249747,0.487302,-0.0634326,0.487302,0.0107086,0.487302,0.0254992,0.487302,All
0.0291635,0.488095,-0.0626947,0.488095,0.0116033,0.488095,0.0321104,0.488095,All
0.0296044,0.488889,-0.0623813,0.488889,0.0131705,0.488889,0.0322766,0.488889,All
0.0298924,0.489683,-0.0623033,0.489683,0.0140631,0.489683,0.0327689,0.489683,All
0.0310124,0.490476,-0.060547,0.490476,0.0148517,0.490476,0.0334123,0.490476,All
0.0317421,0.49127,-0.0583408,0.49127,0.0173597,0.49127,0.0365423,0.49127,All
0.0334057,0.492063,-0.057767,0.492063,0.0221845,0.492063,0.0391344,0.492063,All
0.0359472,0.492857,-0.056983,0.492857,0.0233612,0.492857,0.0417922,0.492857,All
0.0372675,0.493651,-0.0568711,0.493651,0.0233843,0.493651,0.0420628,0.493651,All
0.0383804,0.494444,-0.0562567,0.494444,0.024148,0.494444,0.0424014,0.494444,All
0.0393286,0.495238,-0.0548846,0.495238,0.0243916,0.495238,0.0430224,0.495238,All
0.042173,0.496032,-0.0531957,0.496032,0.0253579,0.496032,0.0433779,0.496032,All
0.0440529,0.496825,-0.0497309,0.496825,0.0300734,0.496825,0.0474534,0.496825,All
0.0442901,0.497619,-0.0493774,0.497619,0.031303,0.497619,0.048481,0.497619,All
0.0466488,0.498413,-0.0477727,0.498413,0.0320322,0.498413,0.0523211,0.498413,All
0.0492101,0.499206,-0.0449312,0.499206,0.0327437,0.499206,0.0614525,0.499206,All
0.0502652,0.5,-0.0435149,0.5,0.0403086,0.5,0.0637621,0.5,All
0.0558688,0.500794,-0.0433485,0.500794,0.0406087,0.500794,0.0639459,0.500794,All
0.0570638,0.501587,-0.0422687,0.501587,0.0421935,0.501587,0.0661591,0.501587,All
0.0593407,0.502381,-0.0410878,0.502381,0.0428397,0.502381,0.067097,0.502381,All
0.0618746,0.503175,-0.0403595,0.503175,0.0433251,0.503175,0.0679728,0.503175,All
0.062987,0.503968,-0.0373862,0.503968,0.0443291,0.503968,0.0688709,0.503968,All
0.063425,0.504762,-0.0357609,0.504762,0.0545369,0.504762,0.0701445,0.504762,All
0.0657431,0.505556,-0.0339874,0.505556,0.056447,0.505556,0.0723006,0.505556,All
0.0680241,0.506349,-0.0339874,0.506349,0.0576162,0.506349,0.0745004,0.506349,All
0.0698976,0.507143,-0.0330333,0.507143,0.0576737,0.507143,0.0762641,0.507143,All
0.0708752,0.507937,-0.0329198,0.507937,0.0576737,0.507937,0.07652,0.507937,All
0.0717625,0.50873,-0.0323978,0.50873,0.060364,0.50873,0.0772198,0.50873,All
0.0721968,0.509524,-0.0323978,0.509524,0.0605429,0.509524,0.0795771,0.509524,All
0.0725151,0.510317,-0.0283263,0.510317,0.0605429,0.510317,0.0804893,0.510317,All
0.0731068,0.511111,-0.0271526,0.511111,0.0606278,0.511111,0.0833715,0.511111,All
0.0792125,0.511905,-0.0259826,0.511905,0.064231,0.511905,0.086888,0.511905,All
0.0806822,0.512698,-0.0249817,0.512698,0.0677909,0.512698,0.0892966,0.512698,All
0.0857233,0.513492,-0.0235519,0.513492,0.0762524,0.513492,0.0906751,0.513492,All
0.0877184,0.514286,-0.0201688,0.514286,0.0772502,0.514286,0.09164,0.514286,All
0.0878773,0.515079,-0.0182755,0.515079,0.0795655,0.515079,0.0945634,0.515079,All
0.0886131,0.515873,-0.0168551,0.515873,0.0835319,0.515873,0.0962169,0.515873,All
0.089009,0.516667,-0.0164256,0.516667,0.0842717,0.516667,0.0971791,0.516667,All
0.0976658,0.51746,-0.015374,0.51746,0.0842717,0.51746,0.103519,0.51746,All
0.0977192,0.518254,-0.0136344,0.518254,0.0855264,0.518254,0.104671,0.518254,All
0.0984274,0.519048,-0.0109836,0.519048,0.0905019,0.519048,0.104671,0.519048,All
0.103613,0.519841,-0.00600997,0.519841,0.0929661,0.519841,0.106455,0.519841,All
0.103801,0.520635,-0.00564705,0.520635,0.0953258,0.520635,0.111082,0.520635,All
0.104446,0.521429,-0.00545002,0.521429,0.0980395,0.521429,0.111877,0.521429,All
0.113273,0.522222,-0.00477994,0.522222,0.0985697,0.522222,0.114938,0.522222,All
0.113917,0.523016,-0.0031588,0.523016,0.0997954,0.523016,0.117652,0.523016,All
0.115136,0.52381,-0.000855369,0.52381,0.101777,0.52381,0.119986,0.52381,All
0.115672,0.524603,0.000435693,0.524603,0.105129,0.524603,0.120549,0.524603,All
0.118502,0.525397,0.00237404,0.525397,0.105575,0.525397,0.120929,0.525397,All
0.118917,0.52619,0.00765444,0.52619,0.107743,0.52619,0.121033,0.52619,All
0.119011,0.526984,0.0086984,0.526984,0.111507,0.526984,0.122175,0.526984,All
0.121205,0.527778,0.00979027,0.527778,0.111669,0.527778,0.123512,0.527778,All
0.124193,0.528571,0.0103063,0.528571,0.112227,0.528571,0.127109,0.528571,All
0.134839,0.529365,0.0111128,0.529365,0.114123,0.529365,0.127139,0.529365,All
0.135401,0.530159,0.0117439,0.530159,0.115465,0.530159,0.127259,0.530159,All
0.144152,0.530952,0.0128276,0.530952,0.115669,0.530952,0.129674,0.530952,All
0.144997,0.531746,0.0182254,0.531746,0.11924,0.531746,0.130137,0.531746,All
0.147547,0.53254,0.0200939,0.53254,0.12078,0.53254,0.132012,0.53254,All
0.147733,0.533333,0.0212322,0.533333,0.124333,0.533333,0.133041,0.533333,All
0.147916,0.534127,0.0214595,0.534127,0.131124,0.534127,0.134254,0.534127,All
0.148678,0.534921,0.0245486,0.534921,0.132859,0.534921,0.13709,0.534921,All
0.150499,0.535714,0.0262567,0.535714,0.133706,0.535714,0.137845,0.535714,All
0.151948,0.536508,0.026917,0.536508,0.133794,0.536508,0.138673,0.536508,All
0.152791,0.537302,0.0279128,0.537302,0.133951,0.537302,0.140233,0.537302,All
0.15308,0.538095,0.0279687,0.538095,0.138008,0.538095,0.142655,0.538095,All
0.154342,0.538889,0.0283711,0.538889,0.139916,0.538889,0.14268,0.538889,All
0.155567,0.539683,0.0320247,0.539683,0.140297,0.539683,0.145887,0.539683,All
0.15584,0.540476,0.0335887,0.540476,0.140974,0.540476,0.146299,0.540476,All
0.156776,0.54127,0.0372711,0.54127,0.143958,0.54127,0.150395,0.54127,All
0.160879,0.542063,0.0376372,0.542063,0.144007,0.542063,0.151052,0.542063,All
0.161868,0.542857,0.0376466,0.542857,0.152327,0.542857,0.151971,0.542857,All
0.164997,0.543651,0.0404004,0.543651,0.155062,0.543651,0.152447,0.543651,All
0.170141,0.544444,0.0420298,0.544444,0.164025,0.544444,0.153036,0.544444,All
0.172543,0.545238,0.0430486,0.545238,0.164053,0.545238,0.155923,0.545238,All
0.177423,0.546032,0.0441063,0.546032,0.164702,0.546032,0.161865,0.546032,All
0.178453,0.546825,0.0456009,0.546825,0.165544,0.546825,0.163069,0.546825,All
0.1791,0.547619,0.0495422,0.547619,0.171361,0.547619,0.16381,0.547619,All
0.179201,0.548413,0.0513826,0.548413,0.171687,0.548413,0.165651,0.548413,All
0.17966,0.549206,0.0518882,0.549206,0.181872,0.549206,0.172833,0.549206,All
0.182423,0.55,0.0519177,0.55,0.188616,0.55,0.174612,0.55,All
0.19444,0.550794,0.0537189,0.550794,0.191646,0.550794,0.177769,0.550794,All
0.195128,0.551587,0.0605495,0.551587,0.1942,0.551587,0.178749,0.551587,All
0.19558,0.552381,0.0648806,0.552381,0.195142,0.552381,0.17878,0.552381,All
0.198712,0.553175,0.0691095,0.553175,0.195286,0.553175,0.178944,0.553175,All
0.198832,0.553968,0.0711392,0.553968,0.199997,0.553968,0.181932,0.553968,All
0.204077,0.554762,0.0719755,0.554762,0.200138,0.554762,0.183858,0.554762,All
0.207728,0.555556,0.072738,0.555556,0.200266,0.555556,0.185715,0.555556,All
0.208395,0.556349,0.0757648,0.556349,0.200405,0.556349,0.188657,0.556349,All
0.20911,0.557143,0.078495,0.557143,0.200732,0.557143,0.18894,0.557143,All
0.209408,0.557937,0.0814244,0.557937,0.201045,0.557937,0.190798,0.557937,All
0.210374,0.55873,0.0839636,0.55873,0.2018,0.55873,0.19893,0.55873,All
0.212716,0.559524,0.0845295,0.559524,0.205565,0.559524,0.202629,0.559524,All
0.216004,0.560317,0.0846936,0.560317,0.208993,0.560317,0.204582,0.560317,All
0.217559,0.561111,0.0865025,0.561111,0.211409,0.561111,0.205669,0.561111,All
0.218699,0.561905,0.0865025,0.561905,0.212614,0.561905,0.206664,0.561905,All
0.22286,0.562698,0.0885134,0.562698,0.213587,0.562698,0.207091,0.562698,All
0.223745,0.563492,0.0901501,0.563492,0.214642,0.563492,0.208254,0.563492,All
0.223745,0.564286,0.0934846,0.564286,0.217012,0.564286,0.209124,0.564286,All
0.229123,0.565079,0.0943978,0.565079,0.217117,0.565079,0.209627,0.565079,All
0.23391,0.565873,0.0967979,0.565873,0.217361,0.565873,0.210579,0.565873,All
0.236604,0.566667,0.0987125,0.566667,0.218848,0.566667,0.211393,0.566667,All
0.244535,0.56746,0.100354,0.56746,0.218973,0.56746,0.211511,0.56746,All
0.244658,0.568254,0.103581,0.568254,0.219358,0.568254,0.213034,0.568254,All
0.245767,0.569048,0.105651,0.569048,0.22422,0.569048,0.213066,0.569048,All
0.248762,0.569841,0.110976,0.569841,0.2244,0.569841,0.214697,0.569841,All
0.249542,0.570635,0.112301,0.570635,0.228486,0.570635,0.215953,0.570635,All
0.25391,0.571429,0.114392,0.571429,0.229794,0.571429,0.217364,0.571429,All
0.254258,0.572222,0.114985,0.572222,0.232909,0.572222,0.218448,0.572222,All
0.254512,0.573016,0.116192,0.573016,0.235686,0.573016,0.222969,0.573016,All
0.256933,0.57381,0.116412,0.57381,0.239046,0.57381,0.22354,0.57381,All
0.257161,0.574603,0.118759,0.574603,0.240358,0.574603,0.224899,0.574603,All
0.258288,0.575397,0.120153,0.575397,0.242469,0.575397,0.225926,0.575397,All
0.259509,0.57619,0.121057,0.57619,0.244374,0.57619,0.229782,0.57619,All
0.262982,0.576984,0.123875,0.576984,0.247738,0.576984,0.230381,0.576984,All
0.265689,0.577778,0.129473,0.577778,0.248583,0.577778,0.234356,0.577778,All
0.270587,0.578571,0.131512,0.578571,0.249879,0.578571,0.235009,0.578571,All
0.272914,0.579365,0.134169,0.579365,0.24988,0.579365,0.238795,0.579365,All
0.274406,0.580159,0.145201,0.580159,0.251418,0.580159,0.240154,0.580159,All
0.276868,0.580952,0.145301,0.580952,0.251714,0.580952,0.243775,0.580952,All
0.277493,0.581746,0.146166,0.581746,0.253814,0.581746,0.24546,0.581746,All
0.2811,0.58254,0.14625,0.58254,0.254208,0.58254,0.249391,0.58254,All
0.283347,0.583333,0.15096,0.583333,0.255576,0.583333,0.255255,0.583333,All
0.283358,0.584127,0.156236,0.584127,0.257687,0.584127,0.256871,0.584127,All
0.284484,0.584921,0.158737,0.584921,0.259733,0.584921,0.257123,0.584921,All
0.284543,0.585714,0.159904,0.585714,0.265233,0.585714,0.258279,0.585714,All
0.29328,0.586508,0.163257,0.586508,0.266432,0.586508,0.262328,0.586508,All
0.295459,0.587302,0.164489,0.587302,0.270841,0.587302,0.263694,0.587302,All
0.296201,0.588095,0.166527,0.588095,0.271061,0.588095,0.263796,0.588095,All
0.297566,0.588889,0.166527,0.588889,0.271279,0.588889,0.264502,0.588889,All
0.297741,0.589683,0.166583,0.589683,0.280675,0.589683,0.26535,0.589683,All
0.298845,0.590476,0.167045,0.590476,0.282601,0.590476,0.266253,0.590476,All
0.29904,0.59127,0.168296,0.59127,0.282615,0.59127,0.268193,0.59127,All
0.300752,0.592063,0.168778,0.592063,0.289083,0.592063,0.271731,0.592063,All
0.302967,0.592857,0.169934,0.592857,0.290316,0.592857,0.274218,0.592857,All
0.305356,0.593651,0.170488,0.593651,0.294656,0.593651,0.276888,0.593651,All
0.309478,0.594444,0.173934,0.594444,0.295227,0.594444,0.277411,0.594444,All
0.310751,0.595238,0.174088,0.595238,0.30413,0.595238,0.290238,0.595238,All
0.314786,0.596032,0.174852,0.596032,0.306114,0.596032,0.291031,0.596032,All
0.317678,0.596825,0.175997,0.596825,0.309627,0.596825,0.291177,0.596825,All
0.321184,0.597619,0.176768,0.597619,0.310327,0.597619,0.291919,0.597619,All
0.321273,0.598413,0.179879,0.598413,0.3133,0.598413,0.293583,0.598413,All
0.327442,0.599206,0.19276,0.599206,0.313583,0.599206,0.29785,0.599206,All
0.328777,0.6,0.201677,0.6,0.314322,0.6,0.300279,0.6,All
0.330139,0.600794,0.204416,0.600794,0.321526,0.600794,0.300571,0.600794,All
0.330618,0.601587,0.208434,0.601587,0.32287,0.601587,0.301552,0.601587,All
0.332824,0.602381,0.21159,0.602381,0.327773,0.602381,0.303527,0.602381,All
0.333602,0.603175,0.214958,0.603175,0.330576,0.603175,0.306733,0.603175,All
0.333847,0.603968,0.217019,0.603968,0.334932,0.603968,0.306781,0.603968,All
0.339931,0.604762,0.219365,0.604762,0.33506,0.604762,0.310317,0.604762,All
0.340179,0.605556,0.22112,0.605556,0.336938,0.605556,0.311905,0.605556,All
0.340793,0.606349,0.221289,0.606349,0.337599,0.606349,0.319363,0.606349,All
0.341394,0.607143,0.223706,0.607143,0.340512,0.607143,0.32192,0.607143,All
0.342308,0.607937,0.223978,0.607937,0.340675,0.607937,0.323286,0.607937,All
0.342846,0.60873,0.224726,0.60873,0.340801,0.60873,0.323426,0.60873,All
0.346165,0.609524,0.226908,0.609524,0.342267,0.609524,0.326194,0.609524,All
0.347015,0.610317,0.231136,0.610317,0.344585,0.610317,0.330865,0.610317,All
0.35027,0.611111,0.235348,0.611111,0.345656,0.611111,0.33192,0.611111,All
0.352367,0.611905,0.236341,0.611905,0.346492,0.611905,0.333551,0.611905,All
0.352367,0.612698,0.237514,0.612698,0.350515,0.612698,0.333784,0.612698,All
0.352434,0.613492,0.240143,0.613492,0.351114,0.613492,0.336839,0.613492,All
0.353178,0.614286,0.24049,0.614286,0.352863,0.614286,0.336843,0.614286,All
0.353281,0.615079,0.244943,0.615079,0.353633,0.615079,0.34043,0.615079,All
0.356027,0.615873,0.251791,0.615873,0.353716,0.615873,0.341341,0.615873,All
0.356027,0.616667,0.252451,0.616667,0.354412,0.616667,0.342582,0.616667,All
0.357598,0.61746,0.254223,0.61746,0.357313,0.61746,0.34563,0.61746,All
0.359312,0.618254,0.256649,0.618254,0.357381,0.618254,0.348215,0.618254,All
0.359818,0.619048,0.256841,0.619048,0.357403,0.619048,0.348782,0.619048,All
0.359843,0.619841,0.257416,0.619841,0.361248,0.619841,0.348886,0.619841,All
0.361081,0.620635,0.257465,0.620635,0.362153,0.620635,0.351744,0.620635,All
0.363245,0.621429,0.258736,0.621429,0.363292,0.621429,0.35187,0.621429,All
0.367452,0.622222,0.259783,0.622222,0.365204,0.622222,0.352377,0.622222,All
0.368913,0.623016,0.260351,0.623016,0.374492,0.623016,0.353023,0.623016,All
0.372164,0.62381,0.261346,0.62381,0.377248,0.62381,0.355744,0.62381,All
0.372164,0.624603,0.261679,0.624603,0.377815,0.624603,0.356796,0.624603,All
0.373251,0.625397,0.264864,0.625397,0.378632,0.625397,0.359365,0.625397,All
0.374474,0.62619,0.275703,0.62619,0.379531,0.62619,0.36149,0.62619,All
0.375171,0.626984,0.277598,0.626984,0.379642,0.626984,0.363573,0.626984,All
0.378016,0.627778,0.277723,0.627778,0.382436,0.627778,0.364551,0.627778,All
0.381061,0.628571,0.279887,0.628571,0.383035,0.628571,0.366541,0.628571,All
0.384002,0.629365,0.280807,0.629365,0.386598,0.629365,0.367252,0.629365,All
0.391441,0.630159,0.282248,0.630159,0.3885,0.630159,0.370225,0.630159,All
0.391991,0.630952,0.283274,0.630952,0.388569,0.630952,0.3775,0.630952,All
0.393368,0.631746,0.286398,0.631746,0.390882,0.631746,0.380309,0.631746,All
0.393851,0.63254,0.287719,0.63254,0.391104,0.63254,0.38239,0.63254,All
0.402038,0.633333,0.287788,0.633333,0.394799,0.633333,0.38512,0.633333,All
0.402449,0.634127,0.289527,0.634127,0.397209,0.634127,0.387048,0.634127,All
0.405289,0.634921,0.28967,0.634921,0.397303,0.634921,0.389065,0.634921,All
0.409774,0.635714,0.291185,0.635714,0.397958,0.635714,0.38913,0.635714,All
0.412347,0.636508,0.294365,0.636508,0.398424,0.636508,0.389147,0.636508,All
0.416044,0.637302,0.295941,0.637302,0.399395,0.637302,0.390199,0.637302,All
0.419087,0.638095,0.298083,0.638095,0.405713,0.638095,0.393587,0.638095,All
0.419218,0.638889,0.302651,0.638889,0.407401,0.638889,0.398283,0.638889,All
0.42021,0.639683,0.304966,0.639683,0.412615,0.639683,0.398904,0.639683,All
0.421406,0.640476,0.30657,0.640476,0.416059,0.640476,0.413552,0.640476,All
0.421932,0.64127,0.307847,0.64127,0.426533,0.64127,0.413715,0.64127,All
0.425882,0.642063,0.30894,0.642063,0.427022,0.642063,0.418036,0.642063,All
0.426062,0.642857,0.308995,0.642857,0.428279,0.642857,0.418036,0.642857,All
0.430089,0.643651,0.309064,0.643651,0.431266,0.643651,0.419301,0.643651,All
0.437337,0.644444,0.310842,0.644444,0.432248,0.644444,0.42054,0.644444,All
0.440698,0.645238,0.311031,0.645238,0.433217,0.645238,0.421117,0.645238,All
0.440743,0.646032,0.311596,0.646032,0.433418,0.646032,0.421263,0.646032,All
0.441302,0.646825,0.312469,0.646825,0.434285,0.646825,0.422014,0.646825,All
0.442074,0.647619,0.314746,0.647619,0.44287,0.647619,0.424645,0.647619,All
0.442579,0.648413,0.321354,0.648413,0.445641,0.648413,0.42808,0.648413,All
0.447475,0.649206,0.321836,0.649206,0.449459,0.649206,0.428269,0.649206,All
0.4521,0.65,0.327387,0.65,0.44948,0.65,0.432675,0.65,All
0.453466,0.650794,0.327567,0.650794,0.449947,0.650794,0.432746,0.650794,All
0.456361,0.651587,0.332101,0.651587,0.451896,0.651587,0.435275,0.651587,All
0.458359,0.652381,0.332265,0.652381,0.45238,0.652381,0.437234,0.652381,All
0.460407,0.653175,0.33414,0.653175,0.454757,0.653175,0.437879,0.653175,All
0.465296,0.653968,0.338766,0.653968,0.454764,0.653968,0.442064,0.653968,All
0.465737,0.654762,0.350793,0.654762,0.456017,0.654762,0.443262,0.654762,All
0.466538,0.655556,0.353023,0.655556,0.456092,0.655556,0.444102,0.655556,All
0.467712,0.656349,0.357116,0.656349,0.458127,0.656349,0.4456,0.656349,All
0.474288,0.657143,0.358192,0.657143,0.458351,0.657143,0.446291,0.657143,All
0.476229,0.657937,0.358312,0.657937,0.45992,0.657937,0.446693,0.657937,All
0.476704,0.65873,0.359647,0.65873,0.461349,0.65873,0.455374,0.65873,All
0.480763,0.659524,0.360389,0.659524,0.4628,0.659524,0.45769,0.659524,All
0.48088,0.660317,0.361351,0.660317,0.462943,0.660317,0.459438,0.660317,All
0.483056,0.661111,0.366615,0.661111,0.469015,0.661111,0.460275,0.661111,All
0.48433,0.661905,0.367717,0.661905,0.469484,0.661905,0.46502,0.661905,All
0.48571,0.662698,0.368147,0.662698,0.474633,0.662698,0.465395,0.662698,All
0.486212,0.663492,0.378189,0.663492,0.477328,0.663492,0.468693,0.663492,All
0.486992,0.664286,0.3783,0.664286,0.478683,0.664286,0.46948,0.664286,All
0.488014,0.665079,0.382982,0.665079,0.47989,0.665079,0.471344,0.665079,All
0.488435,0.665873,0.388731,0.665873,0.480432,0.665873,0.472744,0.665873,All
0.488534,0.666667,0.389523,0.666667,0.480598,0.666667,0.474404,0.666667,All
0.494721,0.66746,0.38959,0.66746,0.487481,0.66746,0.474625,0.66746,All
0.495619,0.668254,0.392004,0.668254,0.489017,0.668254,0.481317,0.668254,All
0.49697,0.669048,0.392848,0.669048,0.4922,0.669048,0.482575,0.669048,All
0.49916,0.669841,0.393028,0.669841,0.492277,0.669841,0.483338,0.669841,All
0.500879,0.670635,0.394157,0.670635,0.494614,0.670635,0.485283,0.670635,All
0.50134,0.671429,0.395521,0.671429,0.495936,0.671429,0.487351,0.671429,All
0.501792,0.672222,0.395521,0.672222,0.496265,0.672222,0.489066,0.672222,All
0.502596,0.673016,0.395879,0.673016,0.496853,0.673016,0.494774,0.673016,All
0.503056,0.67381,0.399747,0.67381,0.499694,0.67381,0.494774,0.67381,All
0.506579,0.674603,0.402619,0.674603,0.504032,0.674603,0.495966,0.674603,All
0.509317,0.675397,0.406122,0.675397,0.50691,0.675397,0.497284,0.675397,All
0.514,0.67619,0.412374,0.67619,0.50733,0.67619,0.501014,0.67619,All
0.517043,0.676984,0.417727,0.676984,0.509552,0.676984,0.501759,0.676984,All
0.517918,0.677778,0.418274,0.677778,0.509912,0.677778,0.502163,0.677778,All
0.518408,0.678571,0.419144,0.678571,0.510538,0.678571,0.504992,0.678571,All
0.518433,0.679365,0.419757,0.679365,0.510916,0.679365,0.508451,0.679365,All
0.519007,0.680159,0.421461,0.680159,0.515894,0.680159,0.509316,0.680159,All
0.519741,0.680952,0.422971,0.680952,0.517308,0.680952,0.51007,0.680952,All
0.52338,0.681746,0.423543,0.681746,0.517528,0.681746,0.512407,0.681746,All
0.525076,0.68254,0.425072,0.68254,0.51848,0.68254,0.513104,0.68254,All
0.527442,0.683333,0.431368,0.683333,0.525881,0.683333,0.518203,0.683333,All
0.527745,0.684127,0.432735,0.684127,0.528695,0.684127,0.51854,0.684127,All
0.528243,0.684921,0.433615,0.684921,0.529712,0.684921,0.519687,0.684921,All
0.530638,0.685714,0.435806,0.685714,0.530274,0.685714,0.521466,0.685714,All
0.532882,0.686508,0.436348,0.686508,0.530339,0.686508,0.521581,0.686508,All
0.533816,0.687302,0.43894,0.687302,0.536164,0.687302,0.522475,0.687302,All
0.535026,0.688095,0.44623,0.688095,0.538157,0.688095,0.525394,0.688095,All
0.535146,0.688889,0.446847,0.688889,0.539904,0.688889,0.527767,0.688889,All
0.541024,0.689683,0.447403,0.689683,0.540215,0.689683,0.534266,0.689683,All
0.545263,0.690476,0.448409,0.690476,0.540363,0.690476,0.539661,0.690476,All
0.547514,0.69127,0.448892,0.69127,0.540651,0.69127,0.541168,0.69127,All
0.54757,0.692063,0.45303,0.692063,0.544591,0.692063,0.541683,0.692063,All
0.5478,0.692857,0.454273,0.692857,0.544979,0.692857,0.542047,0.692857,All
0.548119,0.693651,0.455566,0.693651,0.547779,0.693651,0.54345,0.693651,All
0.548835,0.694444,0.456427,0.694444,0.550543,0.694444,0.548206,0.694444,All
0.550129,0.695238,0.456463,0.695238,0.554496,0.695238,0.551059,0.695238,All
0.552749,0.696032,0.457336,0.696032,0.556909,0.696032,0.552827,0.696032,All
0.553055,0.696825,0.458693,0.696825,0.557895,0.696825,0.554509,0.696825,All
0.554876,0.697619,0.458785,0.697619,0.559293,0.697619,0.554522,0.697619,All
0.563078,0.698413,0.458888,0.698413,0.560947,0.698413,0.55555,0.698413,All
0.563755,0.699206,0.46801,0.699206,0.560947,0.699206,0.556434,0.699206,All
0.563925,0.7,0.468878,0.7,0.563319,0.7,0.557868,0.7,All
0.56772,0.700794,0.472103,0.700794,0.56593,0.700794,0.561462,0.700794,All
0.568315,0.701587,0.474296,0.701587,0.566158,0.701587,0.563126,0.701587,All
0.570357,0.702381,0.47582,0.702381,0.56645,0.702381,0.564946,0.702381,All
0.570576,0.703175,0.475863,0.703175,0.568127,0.703175,0.567492,0.703175,All
0.576221,0.703968,0.481922,0.703968,0.568966,0.703968,0.568267,0.703968,All
0.580942,0.704762,0.485663,0.704762,0.570313,0.704762,0.579283,0.704762,All
0.581687,0.705556,0.486439,0.705556,0.570446,0.705556,0.584381,0.705556,All
0.582924,0.706349,0.487326,0.706349,0.570752,0.706349,0.585243,0.706349,All
0.58386,0.707143,0.489806,0.707143,0.57084,0.707143,0.586924,0.707143,All
0.587046,0.707937,0.493646,0.707937,0.573297,0.707937,0.587958,0.707937,All
0.587046,0.70873,0.495493,0.70873,0.575681,0.70873,0.590914,0.70873,All
0.593238,0.709524,0.496009,0.709524,0.576398,0.709524,0.593302,0.709524,All
0.594806,0.710317,0.496642,0.710317,0.577482,0.710317,0.593758,0.710317,All
0.595599,0.711111,0.497469,0.711111,0.578117,0.711111,0.595118,0.711111,All
0.5997,0.711905,0.508837,0.711905,0.579273,0.711905,0.596331,0.711905,All
0.601061,0.712698,0.513386,0.712698,0.579417,0.712698,0.596874,0.712698,All
0.6035,0.713492,0.513928,0.713492,0.583747,0.713492,0.597422,0.713492,All
0.603565,0.714286,0.516626,0.714286,0.585554,0.714286,0.600528,0.714286,All
0.60461,0.715079,0.525,0.715079,0.592588,0.715079,0.600792,0.715079,All
0.60508,0.715873,0.526031,0.715873,0.599934,0.715873,0.601435,0.715873,All
0.606396,0.716667,0.527615,0.716667,0.600945,0.716667,0.606007,0.716667,All
0.606923,0.71746,0.529595,0.71746,0.60198,0.71746,0.606318,0.71746,All
