standEta_tin_abscissa,standEta_tin_cdf,standEta_beta_abscissa,standEta_beta_cdf,standEta_delta_abscissa,standEta_delta_cdf,standEta_p_abscissa,standEta_p_cdf,split
0.608409,0.718254,0.531613,0.718254,0.602166,0.718254,0.606457,0.718254,All
0.609242,0.719048,0.532497,0.719048,0.604401,0.719048,0.607007,0.719048,All
0.609992,0.719841,0.533223,0.719841,0.610374,0.719841,0.611746,0.719841,All
0.613348,0.720635,0.533289,0.720635,0.61309,0.720635,0.613385,0.720635,All
0.616225,0.721429,0.53361,0.721429,0.614447,0.721429,0.61507,0.721429,All
0.618053,0.722222,0.536297,0.722222,0.615351,0.722222,0.62227,0.722222,All
0.624776,0.723016,0.537643,0.723016,0.61733,0.723016,0.624748,0.723016,All
0.632626,0.72381,0.545467,0.72381,0.621394,0.72381,0.625929,0.72381,All
0.64258,0.724603,0.548457,0.724603,0.621566,0.724603,0.626344,0.724603,All
0.642799,0.725397,0.548503,0.725397,0.622194,0.725397,0.629777,0.725397,All
0.643506,0.72619,0.548684,0.72619,0.62296,0.72619,0.632033,0.72619,All
0.643917,0.726984,0.552711,0.726984,0.6267,0.726984,0.634658,0.726984,All
0.644614,0.727778,0.553483,0.727778,0.634155,0.727778,0.635158,0.727778,All
0.648014,0.728571,0.553831,0.728571,0.63492,0.728571,0.635896,0.728571,All
0.648657,0.729365,0.554288,0.729365,0.635583,0.729365,0.636302,0.729365,All
0.649801,0.730159,0.557533,0.730159,0.63693,0.730159,0.6427,0.730159,All
0.65118,0.730952,0.557804,0.730952,0.637249,0.730952,0.643789,0.730952,All
0.652024,0.731746,0.559894,0.731746,0.637955,0.731746,0.64549,0.731746,All
0.654033,0.73254,0.562808,0.73254,0.638688,0.73254,0.646774,0.73254,All
0.654161,0.733333,0.568545,0.733333,0.645498,0.733333,0.647786,0.733333,All
0.654545,0.734127,0.570585,0.734127,0.650813,0.734127,0.648483,0.734127,All
0.655906,0.734921,0.576228,0.734921,0.65189,0.734921,0.64862,0.734921,All
0.656752,0.735714,0.579828,0.735714,0.65678,0.735714,0.648711,0.735714,All
0.66214,0.736508,0.579925,0.736508,0.65678,0.736508,0.649623,0.736508,All
0.666553,0.737302,0.583948,0.737302,0.658351,0.737302,0.651509,0.737302,All
0.673815,0.738095,0.587857,0.738095,0.665629,0.738095,0.654699,0.738095,All
0.677184,0.738889,0.591008,0.738889,0.668798,0.738889,0.655836,0.738889,All
0.681997,0.739683,0.591111,0.739683,0.669663,0.739683,0.658851,0.739683,All
0.683901,0.740476,0.591611,0.740476,0.674346,0.740476,0.658904,0.740476,All
0.689992,0.74127,0.598853,0.74127,0.676272,0.74127,0.661977,0.74127,All
0.692865,0.742063,0.598996,0.742063,0.678339,0.742063,0.663303,0.742063,All
0.695955,0.742857,0.599175,0.742857,0.678453,0.742857,0.668242,0.742857,All
0.69704,0.743651,0.599947,0.743651,0.682634,0.743651,0.674647,0.743651,All
0.706095,0.744444,0.600513,0.744444,0.690414,0.744444,0.675018,0.744444,All
0.708833,0.745238,0.608722,0.745238,0.702979,0.745238,0.677122,0.745238,All
0.711635,0.746032,0.613898,0.746032,0.711122,0.746032,0.680027,0.746032,All
0.712551,0.746825,0.617331,0.746825,0.71128,0.746825,0.685942,0.746825,All
0.716096,0.747619,0.620787,0.747619,0.715379,0.747619,0.689244,0.747619,All
0.716975,0.748413,0.622517,0.748413,0.71725,0.748413,0.689295,0.748413,All
0.722931,0.749206,0.625599,0.749206,0.723778,0.749206,0.694211,0.749206,All
0.725407,0.75,0.632076,0.75,0.72555,0.75,0.695261,0.75,All
0.72821,0.750794,0.634972,0.750794,0.72716,0.750794,0.695528,0.750794,All
0.731352,0.751587,0.635927,0.751587,0.729243,0.751587,0.698771,0.751587,All
0.739977,0.752381,0.638546,0.752381,0.737962,0.752381,0.701127,0.752381,All
0.744254,0.753175,0.639341,0.753175,0.741982,0.753175,0.702021,0.753175,All
0.751787,0.753968,0.640231,0.753968,0.743604,0.753968,0.703788,0.753968,All
0.755025,0.754762,0.640279,0.754762,0.745189,0.754762,0.704031,0.754762,All
0.755448,0.755556,0.64361,0.755556,0.745725,0.755556,0.704173,0.755556,All
0.75568,0.756349,0.645252,0.756349,0.746182,0.756349,0.704803,0.756349,All
0.757412,0.757143,0.649122,0.757143,0.747331,0.757143,0.707586,0.757143,All
0.760738,0.757937,0.657039,0.757937,0.748901,0.757937,0.70895,0.757937,All
0.763201,0.75873,0.65776,0.75873,0.749083,0.75873,0.709289,0.75873,All
0.764699,0.759524,0.670649,0.759524,0.749526,0.759524,0.70986,0.759524,All
0.766292,0.760317,0.671208,0.760317,0.750292,0.760317,0.709956,0.760317,All
0.767741,0.761111,0.67289,0.761111,0.752489,0.761111,0.709956,0.761111,All
0.768871,0.761905,0.675032,0.761905,0.758035,0.761905,0.714396,0.761905,All
0.771188,0.762698,0.676298,0.762698,0.759546,0.762698,0.717322,0.762698,All
0.773912,0.763492,0.679351,0.763492,0.759955,0.763492,0.719302,0.763492,All
0.773931,0.764286,0.687708,0.764286,0.760143,0.764286,0.726815,0.764286,All
0.777517,0.765079,0.692658,0.765079,0.76146,0.765079,0.728484,0.765079,All
0.780603,0.765873,0.694532,0.765873,0.764567,0.765873,0.728602,0.765873,All
0.782411,0.766667,0.695693,0.766667,0.764743,0.766667,0.728641,0.766667,All
0.787777,0.76746,0.695948,0.76746,0.769052,0.76746,0.730306,0.76746,All
0.790096,0.768254,0.696528,0.768254,0.773645,0.768254,0.731514,0.768254,All
0.790634,0.769048,0.698432,0.769048,0.774885,0.769048,0.731554,0.769048,All
0.79309,0.769841,0.699671,0.769841,0.77834,0.769841,0.734516,0.769841,All
0.802841,0.770635,0.700464,0.770635,0.781825,0.770635,0.736585,0.770635,All
0.804072,0.771429,0.700932,0.771429,0.787071,0.771429,0.736854,0.771429,All
0.805068,0.772222,0.701275,0.772222,0.790794,0.772222,0.74096,0.772222,All
0.807869,0.773016,0.703988,0.773016,0.799871,0.773016,0.741865,0.773016,All
0.815421,0.77381,0.707541,0.77381,0.800524,0.77381,0.748052,0.77381,All
0.816431,0.774603,0.708562,0.774603,0.802946,0.774603,0.748417,0.774603,All
0.8203,0.775397,0.708833,0.775397,0.806949,0.775397,0.758674,0.775397,All
0.821617,0.77619,0.708833,0.77619,0.807172,0.77619,0.762349,0.77619,All
0.823461,0.776984,0.711687,0.776984,0.809136,0.776984,0.763685,0.776984,All
0.824976,0.777778,0.713731,0.777778,0.810576,0.777778,0.763858,0.777778,All
0.828939,0.778571,0.716704,0.778571,0.813801,0.778571,0.767018,0.778571,All
0.832107,0.779365,0.716755,0.779365,0.815067,0.779365,0.768287,0.779365,All
0.832965,0.780159,0.719984,0.780159,0.817868,0.780159,0.777018,0.780159,All
0.83584,0.780952,0.722936,0.780952,0.823769,0.780952,0.777584,0.780952,All
0.840404,0.781746,0.725613,0.781746,0.825384,0.781746,0.779953,0.781746,All
0.840707,0.78254,0.728616,0.78254,0.831533,0.78254,0.783051,0.78254,All
0.842021,0.783333,0.731391,0.783333,0.832281,0.783333,0.784081,0.783333,All
0.843325,0.784127,0.735532,0.784127,0.833682,0.784127,0.791064,0.784127,All
0.844897,0.784921,0.736243,0.784921,0.833696,0.784921,0.792044,0.784921,All
0.846374,0.785714,0.737923,0.785714,0.834621,0.785714,0.795053,0.785714,All
0.848882,0.786508,0.73818,0.786508,0.834621,0.786508,0.796088,0.786508,All
0.849918,0.787302,0.743907,0.787302,0.835423,0.787302,0.796247,0.787302,All
0.85293,0.788095,0.745414,0.788095,0.837224,0.788095,0.801557,0.788095,All
0.857497,0.788889,0.745984,0.788889,0.838379,0.788889,0.802573,0.788889,All
0.863265,0.789683,0.752993,0.789683,0.839137,0.789683,0.80296,0.789683,All
0.864922,0.790476,0.758876,0.790476,0.839174,0.790476,0.803147,0.790476,All
0.86622,0.79127,0.759427,0.79127,0.842007,0.79127,0.803517,0.79127,All
0.867271,0.792063,0.765012,0.792063,0.847355,0.792063,0.806311,0.792063,All
0.877828,0.792857,0.769561,0.792857,0.851043,0.792857,0.809862,0.792857,All
0.882932,0.793651,0.787469,0.793651,0.852674,0.793651,0.819328,0.793651,All
0.89553,0.794444,0.791328,0.794444,0.853094,0.794444,0.821759,0.794444,All
0.895773,0.795238,0.793414,0.795238,0.853639,0.795238,0.823305,0.795238,All
0.904737,0.796032,0.793989,0.796032,0.858634,0.796032,0.825227,0.796032,All
0.906385,0.796825,0.795509,0.796825,0.858707,0.796825,0.830064,0.796825,All
0.906737,0.797619,0.798735,0.797619,0.860285,0.797619,0.831482,0.797619,All
0.907915,0.798413,0.804228,0.798413,0.861047,0.798413,0.832907,0.798413,All
0.911887,0.799206,0.813308,0.799206,0.862179,0.799206,0.833068,0.799206,All
0.927196,0.8,0.816762,0.8,0.863108,0.8,0.837343,0.8,All
0.928166,0.800794,0.817147,0.800794,0.864863,0.800794,0.838665,0.800794,All
0.928166,0.801587,0.819319,0.801587,0.865007,0.801587,0.840182,0.801587,All
0.933476,0.802381,0.82191,0.802381,0.865164,0.802381,0.840515,0.802381,All
0.943564,0.803175,0.82381,0.803175,0.865502,0.803175,0.840778,0.803175,All
0.956652,0.803968,0.831924,0.803968,0.865979,0.803968,0.842662,0.803968,All
0.960256,0.804762,0.838408,0.804762,0.867555,0.804762,0.84335,0.804762,All
0.968194,0.805556,0.838623,0.805556,0.87272,0.805556,0.84491,0.805556,All
0.968792,0.806349,0.841517,0.806349,0.876102,0.806349,0.855888,0.806349,All
0.970784,0.807143,0.843984,0.807143,0.876516,0.807143,0.861921,0.807143,All
0.971355,0.807937,0.845194,0.807937,0.876562,0.807937,0.862367,0.807937,All
0.97577,0.80873,0.845667,0.80873,0.877623,0.80873,0.864618,0.80873,All
0.978121,0.809524,0.846116,0.809524,0.878371,0.809524,0.867687,0.809524,All
0.979221,0.810317,0.846116,0.810317,0.879402,0.810317,0.868267,0.810317,All
0.97936,0.811111,0.848601,0.811111,0.879472,0.811111,0.875167,0.811111,All
0.980203,0.811905,0.851827,0.811905,0.88129,0.811905,0.878059,0.811905,All
0.980203,0.812698,0.851983,0.812698,0.881929,0.812698,0.879833,0.812698,All
0.982772,0.813492,0.856866,0.813492,0.882324,0.813492,0.890929,0.813492,All
0.984712,0.814286,0.858601,0.814286,0.883244,0.814286,0.905896,0.814286,All
0.986158,0.815079,0.860677,0.815079,0.887364,0.815079,0.90622,0.815079,All
0.996987,0.815873,0.860781,0.815873,0.890736,0.815873,0.912492,0.815873,All
1.00055,0.816667,0.86256,0.816667,0.891275,0.816667,0.91334,0.816667,All
1.00129,0.81746,0.878777,0.81746,0.892801,0.81746,0.917049,0.81746,All
1.00588,0.818254,0.879834,0.818254,0.897707,0.818254,0.921889,0.818254,All
1.00698,0.819048,0.88071,0.819048,0.900558,0.819048,0.923971,0.819048,All
1.00918,0.819841,0.883126,0.819841,0.90225,0.819841,0.92449,0.819841,All
1.01228,0.820635,0.884891,0.820635,0.905418,0.820635,0.927047,0.820635,All
1.015,0.821429,0.88915,0.821429,0.906824,0.821429,0.928945,0.821429,All
1.01567,0.822222,0.891647,0.822222,0.91167,0.822222,0.937403,0.822222,All
1.02017,0.823016,0.896619,0.823016,0.915791,0.823016,0.942013,0.823016,All
1.02292,0.82381,0.907232,0.82381,0.921201,0.82381,0.943412,0.82381,All
1.02392,0.824603,0.908932,0.824603,0.922168,0.824603,0.945543,0.824603,All
1.02583,0.825397,0.909841,0.825397,0.926175,0.825397,0.949936,0.825397,All
1.02601,0.82619,0.911359,0.82619,0.927239,0.82619,0.956426,0.82619,All
1.02649,0.826984,0.912044,0.826984,0.935117,0.826984,0.956505,0.826984,All
1.03048,0.827778,0.914746,0.827778,0.941472,0.827778,0.957358,0.827778,All
1.03565,0.828571,0.919951,0.828571,0.946694,0.828571,0.96115,0.828571,All
1.03587,0.829365,0.934076,0.829365,0.949668,0.829365,0.964322,0.829365,All
1.04374,0.830159,0.934876,0.830159,0.950935,0.830159,0.965633,0.830159,All
1.04375,0.830952,0.936979,0.830952,0.952166,0.830952,0.973077,0.830952,All
1.04804,0.831746,0.946666,0.831746,0.952256,0.831746,0.975252,0.831746,All
1.04947,0.83254,0.946987,0.83254,0.953542,0.83254,0.978835,0.83254,All
1.0532,0.833333,0.948953,0.833333,0.955716,0.833333,0.983953,0.833333,All
1.05827,0.834127,0.950433,0.834127,0.956597,0.834127,0.98925,0.834127,All
1.05833,0.834921,0.951378,0.834921,0.957223,0.834921,0.9926,0.834921,All
1.06029,0.835714,0.954064,0.835714,0.958788,0.835714,0.994375,0.835714,All
1.06945,0.836508,0.966987,0.836508,0.961711,0.836508,0.994428,0.836508,All
1.07182,0.837302,0.96749,0.837302,0.963081,0.837302,0.99704,0.837302,All
1.08418,0.838095,0.978127,0.838095,0.969691,0.838095,0.999444,0.838095,All
1.08608,0.838889,0.979718,0.838889,0.978733,0.838889,1.00012,0.838889,All
1.08613,0.839683,0.981761,0.839683,0.981738,0.839683,1.00247,0.839683,All
1.09111,0.840476,0.985159,0.840476,0.982719,0.840476,1.0074,0.840476,All
1.09537,0.84127,0.98776,0.84127,0.985796,0.84127,1.01007,0.84127,All
1.09974,0.842063,0.99163,0.842063,0.98837,0.842063,1.01089,0.842063,All
1.10305,0.842857,0.99261,0.842857,0.990519,0.842857,1.01214,0.842857,All
1.10508,0.843651,0.99261,0.843651,0.999118,0.843651,1.01673,0.843651,All
1.10536,0.844444,0.993729,0.844444,0.999975,0.844444,1.02208,0.844444,All
1.10777,0.845238,0.997279,0.845238,1.00256,0.845238,1.03613,0.845238,All
1.11212,0.846032,0.99972,0.846032,1.00257,0.846032,1.0386,0.846032,All
1.1127,0.846825,1.00476,0.846825,1.01179,0.846825,1.04149,0.846825,All
1.11372,0.847619,1.00506,0.847619,1.01285,0.847619,1.04205,0.847619,All
1.11832,0.848413,1.01131,0.848413,1.01797,0.848413,1.04438,0.848413,All
1.11854,0.849206,1.01432,0.849206,1.02041,0.849206,1.05462,0.849206,All
1.12153,0.85,1.01783,0.85,1.02073,0.85,1.05725,0.85,All
1.12323,0.850794,1.01858,0.850794,1.02428,0.850794,1.0614,0.850794,All
1.12323,0.851587,1.02134,0.851587,1.02554,0.851587,1.06176,0.851587,All
1.12753,0.852381,1.02463,0.852381,1.02674,0.852381,1.06359,0.852381,All
1.1306,0.853175,1.02491,0.853175,1.03385,0.853175,1.06442,0.853175,All
1.13251,0.853968,1.04012,0.853968,1.03536,0.853968,1.06499,0.853968,All
1.135,0.854762,1.04813,0.854762,1.03882,0.854762,1.06535,0.854762,All
1.13528,0.855556,1.0536,0.855556,1.04022,0.855556,1.06676,0.855556,All
1.13528,0.856349,1.05605,0.856349,1.04657,0.856349,1.06826,0.856349,All
1.14227,0.857143,1.06093,0.857143,1.04761,0.857143,1.06835,0.857143,All
1.1491,0.857937,1.06366,0.857937,1.05164,0.857937,1.06875,0.857937,All
1.14973,0.85873,1.06384,0.85873,1.05348,0.85873,1.06975,0.85873,All
1.15154,0.859524,1.06435,0.859524,1.06498,0.859524,1.07022,0.859524,All
1.1519,0.860317,1.06996,0.860317,1.07112,0.860317,1.07081,0.860317,All
1.15293,0.861111,1.07113,0.861111,1.0735,0.861111,1.07182,0.861111,All
1.1668,0.861905,1.07166,0.861905,1.07582,0.861905,1.07321,0.861905,All
1.18404,0.862698,1.07237,0.862698,1.08724,0.862698,1.07531,0.862698,All
1.18532,0.863492,1.07394,0.863492,1.08867,0.863492,1.07713,0.863492,All
1.18889,0.864286,1.0749,0.864286,1.09341,0.864286,1.08094,0.864286,All
1.19481,0.865079,1.07561,0.865079,1.09505,0.865079,1.08929,0.865079,All
1.2011,0.865873,1.08335,0.865873,1.09594,0.865873,1.09561,0.865873,All
1.20549,0.866667,1.0839,0.866667,1.09974,0.866667,1.10038,0.866667,All
1.20698,0.86746,1.089,0.86746,1.1057,0.86746,1.10166,0.86746,All
1.21275,0.868254,1.08963,0.868254,1.10938,0.868254,1.10501,0.868254,All
1.21279,0.869048,1.09022,0.869048,1.12101,0.869048,1.1052,0.869048,All
1.21313,0.869841,1.09347,0.869841,1.12162,0.869841,1.10531,0.869841,All
1.21699,0.870635,1.09588,0.870635,1.12391,0.870635,1.10656,0.870635,All
1.21773,0.871429,1.10528,0.871429,1.12608,0.871429,1.10874,0.871429,All
1.21791,0.872222,1.10547,0.872222,1.12792,0.872222,1.11034,0.872222,All
1.21966,0.873016,1.10764,0.873016,1.12855,0.873016,1.11407,0.873016,All
1.22281,0.87381,1.1186,0.87381,1.12899,0.87381,1.12748,0.87381,All
1.22397,0.874603,1.1275,0.874603,1.13285,0.874603,1.12947,0.874603,All
1.23509,0.875397,1.14066,0.875397,1.1365,0.875397,1.13775,0.875397,All
1.2413,0.87619,1.15092,0.87619,1.13871,0.87619,1.14187,0.87619,All
1.24185,0.876984,1.15256,0.876984,1.14762,0.876984,1.15082,0.876984,All
1.24245,0.877778,1.15488,0.877778,1.15709,0.877778,1.15105,0.877778,All
1.24645,0.878571,1.15742,0.878571,1.16367,0.878571,1.15138,0.878571,All
1.24821,0.879365,1.16013,0.879365,1.16401,0.879365,1.15413,0.879365,All
1.25067,0.880159,1.16327,0.880159,1.16541,0.880159,1.15668,0.880159,All
1.25395,0.880952,1.16938,0.880952,1.16691,0.880952,1.16432,0.880952,All
1.25403,0.881746,1.17515,0.881746,1.1679,0.881746,1.1694,0.881746,All
1.2552,0.88254,1.18165,0.88254,1.17001,0.88254,1.17073,0.88254,All
1.26247,0.883333,1.18514,0.883333,1.17002,0.883333,1.17477,0.883333,All
1.26349,0.884127,1.18546,0.884127,1.17401,0.884127,1.17745,0.884127,All
1.26799,0.884921,1.19045,0.884921,1.18016,0.884921,1.18004,0.884921,All
1.26926,0.885714,1.19493,0.885714,1.1802,0.885714,1.18019,0.885714,All
1.26992,0.886508,1.20547,0.886508,1.18463,0.886508,1.18174,0.886508,All
1.27431,0.887302,1.20574,0.887302,1.18692,0.887302,1.18358,0.887302,All
1.27889,0.888095,1.20736,0.888095,1.18865,0.888095,1.19411,0.888095,All
1.27907,0.888889,1.21171,0.888889,1.19109,0.888889,1.19538,0.888889,All
1.28355,0.889683,1.21427,0.889683,1.19109,0.889683,1.20641,0.889683,All
1.28863,0.890476,1.22443,0.890476,1.19282,0.890476,1.2071,0.890476,All
1.29302,0.89127,1.22697,0.89127,1.19578,0.89127,1.20813,0.89127,All
1.29435,0.892063,1.24386,0.892063,1.19889,0.892063,1.20913,0.892063,All
1.31331,0.892857,1.24463,0.892857,1.19918,0.892857,1.21286,0.892857,All
1.31506,0.893651,1.24832,0.893651,1.21328,0.893651,1.21409,0.893651,All
1.31849,0.894444,1.25122,0.894444,1.21331,0.894444,1.22114,0.894444,All
1.3283,0.895238,1.25689,0.895238,1.21981,0.895238,1.22722,0.895238,All
1.32879,0.896032,1.25702,0.896032,1.24663,0.896032,1.22942,0.896032,All
1.33701,0.896825,1.25813,0.896825,1.24958,0.896825,1.24754,0.896825,All
1.35019,0.897619,1.27513,0.897619,1.25134,0.897619,1.25524,0.897619,All
1.3531,0.898413,1.28645,0.898413,1.25225,0.898413,1.2667,0.898413,All
1.3538,0.899206,1.29328,0.899206,1.25838,0.899206,1.27134,0.899206,All
1.35468,0.9,1.29803,0.9,1.2636,0.9,1.27341,0.9,All
1.35829,0.900794,1.30459,0.900794,1.2639,0.900794,1.28486,0.900794,All
1.37674,0.901587,1.32758,0.901587,1.26448,0.901587,1.2903,0.901587,All
1.37738,0.902381,1.33076,0.902381,1.26459,0.902381,1.2926,0.902381,All
1.38204,0.903175,1.33239,0.903175,1.27219,0.903175,1.29569,0.903175,All
1.38315,0.903968,1.33506,0.903968,1.27534,0.903968,1.29865,0.903968,All
1.38537,0.904762,1.34827,0.904762,1.28147,0.904762,1.30502,0.904762,All
1.39245,0.905556,1.34876,0.905556,1.28231,0.905556,1.30921,0.905556,All
1.39398,0.906349,1.35286,0.906349,1.28341,0.906349,1.31006,0.906349,All
1.39852,0.907143,1.35544,0.907143,1.28648,0.907143,1.3138,0.907143,All
1.40394,0.907937,1.35802,0.907937,1.28842,0.907937,1.31812,0.907937,All
1.41005,0.90873,1.35841,0.90873,1.29443,0.90873,1.31892,0.90873,All
1.41116,0.909524,1.36,0.909524,1.30269,0.909524,1.32109,0.909524,All
1.42321,0.910317,1.36089,0.910317,1.30513,0.910317,1.32251,0.910317,All
1.42898,0.911111,1.36301,0.911111,1.31295,0.911111,1.3233,0.911111,All
1.44126,0.911905,1.37055,0.911905,1.32448,0.911905,1.32414,0.911905,All
1.44715,0.912698,1.37249,0.912698,1.32544,0.912698,1.32624,0.912698,All
1.45032,0.913492,1.37623,0.913492,1.336,0.913492,1.33293,0.913492,All
1.46218,0.914286,1.38081,0.914286,1.35382,0.914286,1.33672,0.914286,All
1.46434,0.915079,1.38738,0.915079,1.35577,0.915079,1.33738,0.915079,All
1.46686,0.915873,1.39299,0.915873,1.35649,0.915873,1.33791,0.915873,All
1.46691,0.916667,1.39365,0.916667,1.35789,0.916667,1.33909,0.916667,All
1.47472,0.91746,1.39365,0.91746,1.3695,0.91746,1.34563,0.91746,All
1.47902,0.918254,1.39749,0.918254,1.37217,0.918254,1.34662,0.918254,All
1.48268,0.919048,1.40565,0.919048,1.37294,0.919048,1.35485,0.919048,All
1.48881,0.919841,1.40824,0.919841,1.37559,0.919841,1.3571,0.919841,All
1.49444,0.920635,1.41247,0.920635,1.38451,0.920635,1.35926,0.920635,All
1.49444,0.921429,1.41424,0.921429,1.38492,0.921429,1.36457,0.921429,All
1.49549,0.922222,1.42657,0.922222,1.3851,0.922222,1.37103,0.922222,All
1.49851,0.923016,1.4319,0.923016,1.38632,0.923016,1.37156,0.923016,All
1.50651,0.92381,1.43232,0.92381,1.38728,0.92381,1.3766,0.92381,All
1.50693,0.924603,1.43484,0.924603,1.39331,0.924603,1.378,0.924603,All
1.52542,0.925397,1.43494,0.925397,1.39432,0.925397,1.38025,0.925397,All
1.52592,0.92619,1.43703,0.92619,1.39947,0.92619,1.38251,0.92619,All
1.53134,0.926984,1.46381,0.926984,1.40011,0.926984,1.39446,0.926984,All
1.53528,0.927778,1.46993,0.927778,1.40938,0.927778,1.39656,0.927778,All
1.54002,0.928571,1.46996,0.928571,1.41734,0.928571,1.40044,0.928571,All
1.54162,0.929365,1.47501,0.929365,1.41759,0.929365,1.40878,0.929365,All
1.54466,0.930159,1.47525,0.930159,1.41796,0.930159,1.41122,0.930159,All
1.5552,0.930952,1.48208,0.930952,1.41953,0.930952,1.41571,0.930952,All
1.5662,0.931746,1.48353,0.931746,1.42484,0.931746,1.43076,0.931746,All
1.58709,0.93254,1.48857,0.93254,1.42706,0.93254,1.43274,0.93254,All
1.59115,0.933333,1.49454,0.933333,1.42729,0.933333,1.44162,0.933333,All
1.59976,0.934127,1.50399,0.934127,1.43523,0.934127,1.45326,0.934127,All
1.60295,0.934921,1.50469,0.934921,1.43908,0.934921,1.45963,0.934921,All
1.61107,0.935714,1.50569,0.935714,1.44395,0.935714,1.46947,0.935714,All
1.61644,0.936508,1.51364,0.936508,1.44465,0.936508,1.47207,0.936508,All
1.62404,0.937302,1.51916,0.937302,1.44805,0.937302,1.47773,0.937302,All
1.62786,0.938095,1.5357,0.938095,1.45527,0.938095,1.47822,0.938095,All
1.64187,0.938889,1.56133,0.938889,1.45567,0.938889,1.48132,0.938889,All
1.64349,0.939683,1.56453,0.939683,1.46184,0.939683,1.49116,0.939683,All
1.64668,0.940476,1.56661,0.940476,1.46471,0.940476,1.51054,0.940476,All
1.65627,0.94127,1.5702,0.94127,1.46477,0.94127,1.52692,0.94127,All
1.66782,0.942063,1.57258,0.942063,1.47514,0.942063,1.54516,0.942063,All
1.67408,0.942857,1.57959,0.942857,1.4767,0.942857,1.55342,0.942857,All
1.67592,0.943651,1.58466,0.943651,1.4825,0.943651,1.56346,0.943651,All
1.68229,0.944444,1.58973,0.944444,1.4877,0.944444,1.56861,0.944444,All
1.69334,0.945238,1.5985,0.945238,1.48828,0.945238,1.56962,0.945238,All
1.70975,0.946032,1.60533,0.946032,1.48864,0.946032,1.57188,0.946032,All
1.71701,0.946825,1.60738,0.946825,1.48912,0.946825,1.57798,0.946825,All
1.72301,0.947619,1.60765,0.947619,1.48947,0.947619,1.58025,0.947619,All
1.72354,0.948413,1.61277,0.948413,1.4929,0.948413,1.58334,0.948413,All
1.72631,0.949206,1.62378,0.949206,1.50868,0.949206,1.59598,0.949206,All
1.73383,0.95,1.62406,0.95,1.51163,0.95,1.6,0.95,All
1.73835,0.950794,1.63375,0.950794,1.51448,0.950794,1.60373,0.950794,All
1.7625,0.951587,1.64347,0.951587,1.52517,0.951587,1.63692,0.951587,All
1.76444,0.952381,1.6498,0.952381,1.53158,0.952381,1.63921,0.952381,All
1.78807,0.953175,1.6603,0.953175,1.5489,0.953175,1.64265,0.953175,All
1.80072,0.953968,1.66844,0.953968,1.57068,0.953968,1.64845,0.953968,All
1.80311,0.954762,1.67149,0.954762,1.57228,0.954762,1.66809,0.954762,All
1.81059,0.955556,1.67289,0.955556,1.57541,0.955556,1.67637,0.955556,All
1.81077,0.956349,1.67917,0.956349,1.57856,0.956349,1.67682,0.956349,All
1.81598,0.957143,1.69524,0.957143,1.58779,0.957143,1.68708,0.957143,All
1.81653,0.957937,1.71035,0.957937,1.5908,0.957937,1.69686,0.957937,All
1.82256,0.95873,1.7362,0.95873,1.59348,0.95873,1.71493,0.95873,All
1.82864,0.959524,1.74344,0.959524,1.599,0.959524,1.72406,0.959524,All
1.83258,0.960317,1.76693,0.960317,1.607,0.960317,1.73272,0.960317,All
1.83924,0.961111,1.77043,0.961111,1.60806,0.961111,1.75697,0.961111,All
1.83934,0.961905,1.77342,0.961905,1.60949,0.961905,1.75855,0.961905,All
1.84826,0.962698,1.77545,0.962698,1.61911,0.962698,1.75977,0.962698,All
1.84905,0.963492,1.77607,0.963492,1.62753,0.963492,1.76215,0.963492,All
1.86392,0.964286,1.78175,0.964286,1.64927,0.964286,1.77588,0.964286,All
1.87413,0.965079,1.80177,0.965079,1.66278,0.965079,1.77689,0.965079,All
1.88003,0.965873,1.82485,0.965873,1.66315,0.965873,1.78094,0.965873,All
1.8801,0.966667,1.82888,0.966667,1.6716,0.966667,1.79788,0.966667,All
1.88258,0.96746,1.84098,0.96746,1.68364,0.96746,1.81733,0.96746,All
1.89075,0.968254,1.84155,0.968254,1.6894,0.968254,1.82155,0.968254,All
1.89798,0.969048,1.84859,0.969048,1.69044,0.969048,1.83597,0.969048,All
1.90764,0.969841,1.84964,0.969841,1.69512,0.969841,1.83976,0.969841,All
1.92024,0.970635,1.85634,0.970635,1.69943,0.970635,1.84227,0.970635,All
1.92558,0.971429,1.8746,0.971429,1.70432,0.971429,1.87463,0.971429,All
1.9308,0.972222,1.87898,0.972222,1.706,0.972222,1.88858,0.972222,All
1.93954,0.973016,1.88156,0.973016,1.72626,0.973016,1.92859,0.973016,All
1.94337,0.97381,1.91077,0.97381,1.72689,0.97381,1.94478,0.97381,All
1.94614,0.974603,1.91242,0.974603,1.73121,0.974603,1.95572,0.974603,All
1.94867,0.975397,1.92175,0.975397,1.73309,0.975397,1.96287,0.975397,All
1.95899,0.97619,1.94233,0.97619,1.74032,0.97619,1.96607,0.97619,All
1.96013,0.976984,1.95167,0.976984,1.74727,0.976984,1.97004,0.976984,All
2.03942,0.977778,1.96019,0.977778,1.76162,0.977778,1.97177,0.977778,All
2.04792,0.978571,1.96724,0.978571,1.78793,0.978571,2.00213,0.978571,All
2.0606,0.979365,2.0134,0.979365,1.79754,0.979365,2.03424,0.979365,All
2.06467,0.980159,2.02748,0.980159,1.81993,0.980159,2.03509,0.980159,All
