rep,ID,standEta_tin_simulated,standEta_beta_simulated,standEta_delta_simulated,standEta_p_simulated,source,filter
17,57,-0.246663,-1.09641,-0.0485506,0.0424014,Wolfel,0
18,57,-0.210423,0.307847,0.0772502,-2.42659,Wolfel,0
19,57,0.229123,1.43703,0.60198,-0.878196,Wolfel,0
20,57,-0.221387,1.78175,0.432248,1.06442,Wolfel,0
21,57,-0.555966,-0.153274,0.517308,0.709289,Wolfel,0
1,58,-1.35046,2.09352,-0.57717,-1.01066,Wolfel,0
2,58,0.374474,-0.980054,-0.584916,-0.813892,Wolfel,0
3,58,0.0334057,-0.206898,-0.583404,0.596331,Wolfel,0
4,58,-0.132504,-0.147608,-0.546459,0.291177,Wolfel,0
5,58,1.95899,0.204416,0.0421935,-1.16018,Wolfel,0
6,58,0.421406,0.884891,-0.216012,-1.07085,Wolfel,0
7,58,0.824976,0.493646,-0.2634,-0.0190677,Wolfel,0
8,58,0.644614,-0.28084,-0.397995,-1.25859,Wolfel,0
9,58,1.25067,-0.838713,-0.361281,0.704803,Wolfel,0
10,58,0.616225,-0.158636,-0.509413,-1.21054,Wolfel,0
11,58,1.41005,-1.82516,-0.880327,-0.774282,Wolfel,0
12,58,-0.593619,-0.579625,-0.641878,0.111082,Wolfel,0
13,58,0.0708752,0.295941,-0.340337,-1.12638,Wolfel,0
14,58,-0.0339278,0.670649,-0.340337,-0.484533,Wolfel,0
15,58,-0.00979234,0.406122,-0.406731,0.0365423,Wolfel,0
16,58,0.296201,1.08963,-0.284302,-0.143554,Wolfel,0
17,58,0.393368,-0.643103,-0.276151,-0.192763,Wolfel,0
18,58,-0.726846,1.51916,-0.427739,0.668242,Wolfel,0
19,58,-0.846348,-0.992569,-0.601577,1.56861,Wolfel,0
20,58,-2.33296,-0.993112,-0.90143,1.19411,Wolfel,0
21,58,-0.323123,-1.62989,-0.972487,-0.346999,Wolfel,0
1,59,1.48881,-0.666024,2.0718,-0.256883,Wolfel,0
2,59,-1.19649,1.60765,0.51848,0.0433779,Wolfel,0
3,59,1.54002,-1.22742,1.50868,-0.650185,Wolfel,0
4,59,0.595599,-0.143195,1.39331,-0.736108,Wolfel,0
5,59,-2.11553,-0.0756541,0.289083,-1.43455,Wolfel,0
6,59,-0.823835,0.314746,0.461349,0.508451,Wolfel,0
7,59,-0.351617,0.851983,0.839174,-0.946401,Wolfel,0
8,59,-0.770073,1.37249,1.0735,0.643789,Wolfel,0
9,59,1.93954,-0.672047,1.72689,-0.15885,Wolfel,0
10,59,0.179201,-1.55041,1.37217,-0.339048,Wolfel,0
11,59,-0.847123,-0.179472,0.530339,0.33192,Wolfel,0
12,59,0.412347,-0.853482,1.51163,0.306781,Wolfel,0
13,59,0.933476,-2.08133,0.879402,-0.0614012,Wolfel,0
14,59,0.54757,0.728616,1.5908,-1.15916,Wolfel,0
15,59,-0.830222,0.30894,0.764567,-0.189145,Wolfel,0
16,59,0.23391,-0.445957,0.678453,-1.3209,Wolfel,0
17,59,-0.237901,-0.720314,0.969691,0.32192,Wolfel,0
18,59,0.0502652,-0.310444,1.83075,0.481317,Wolfel,0
19,59,-0.384437,2.08772,1.62753,0.495966,Wolfel,0
20,59,1.26926,-0.0201688,1.64927,-0.286644,Wolfel,0
21,59,-0.867632,1.92175,0.637249,-0.173167,Wolfel,0
1,60,1.83924,0.0279128,2.35659,0.587958,Wolfel,0
2,60,0.656752,0.446847,1.1679,-0.648858,Wolfel,0
3,60,0.0383804,-2.22655,0.44287,0.181932,Wolfel,0
4,60,-0.0526052,-0.226072,1.43908,-0.415451,Wolfel,0
5,60,0.274406,0.421461,1.19282,-0.822664,Wolfel,0
6,60,0.514,1.04012,1.41796,-0.176756,Wolfel,0
7,60,0.476704,-1.1759,1.45567,1.01214,Wolfel,0
8,60,-0.14373,0.123875,0.890736,-0.93445,Wolfel,0
9,60,-0.14373,0.716755,0.957223,-1.44265,Wolfel,0
10,60,-0.480194,0.634972,0.759546,0.597422,Wolfel,0
11,60,-0.391838,0.640279,1.02428,1.06535,Wolfel,0
12,60,0.177423,0.487326,0.774885,-1.64885,Wolfel,0
13,60,1.94337,-1.00307,1.25134,-1.30872,Wolfel,0
14,60,-1.02019,-1.14384,0.00500115,-0.805584,Wolfel,0
15,60,-0.657678,0.99972,0.65678,0.442064,Wolfel,0
16,60,0.00540294,0.394157,0.65678,0.348215,Wolfel,0
17,60,0.501792,0.843984,1.1802,0.0391344,Wolfel,0
18,60,-0.113275,0.731391,1.27219,0.207091,Wolfel,0
19,60,0.956652,-0.995042,1.16401,-0.728464,Wolfel,0
20,60,-0.73648,0.591611,0.478683,-0.780041,Wolfel,0
21,60,-1.42713,-2.21718,-0.20161,1.24754,Wolfel,0
