rep,id,tin,iniT,iniI,beta,rhoX,k,delta,p,c,sigmaX,phiX,dX,source
16,10,2.22875237521484,2666667,0.0333333,1.62514739661989e-8,2,4,0.835131145742378,6688.0163654244,10,1,2,0.2,Neant
17,10,-1.62663441350568,2666667,0.0333333,2.04355868065272e-8,2,4,0.47782680547462,7652.3898013112,10,1,2,0.2,Neant
18,10,-0.0323038310944079,2666667,0.0333333,2.62980664838025e-8,2,4,0.607285993508807,7138.64429214955,10,1,2,0.2,Neant
19,10,0.0854830648385495,2666667,0.0333333,4.35328776136788e-8,2,4,0.620591571100106,7534.94851302848,10,1,2,0.2,Neant
20,10,-0.150433347088775,2666667,0.0333333,2.5346241498611e-8,2,4,0.673554910266836,6468.35784169422,10,1,2,0.2,Neant
21,10,0.431543232961944,2666667,0.0333333,2.28205878884954e-8,2,4,0.707722184910976,6699.8688882057,10,1,2,0.2,Neant
1,11,0.605057391180716,2666667,0.0333333,1.00930962387752e-8,2,4,0.905392661303919,6028.32983538534,10,1,2,0.2,Neant
2,11,-0.420746369892898,2666667,0.0333333,1.94386522377896e-8,2,4,0.747319493404555,7732.72015094302,10,1,2,0.2,Neant
3,11,-0.811524882446475,2666667,0.0333333,1.88717105859505e-8,2,4,1.13256805941469,6776.90139638133,10,1,2,0.2,Neant
4,11,1.1303299360794,2666667,0.0333333,1.97610872145005e-8,2,4,0.823668356008033,6477.01360692855,10,1,2,0.2,Neant
5,11,-3.03034567001722,2666667,0.0333333,4.24917967386959e-8,2,4,0.66779749968183,8309.73120073922,10,1,2,0.2,Neant
6,11,0.92070319671102,2666667,0.0333333,2.02161162199502e-8,2,4,1.01537157335304,8149.43243014625,10,1,2,0.2,Neant
7,11,-1.27851017655235,2666667,0.0333333,8.84730244735805e-9,2,4,0.550735929786565,6459.49969459725,10,1,2,0.2,Neant
8,11,-0.942303900287066,2666667,0.0333333,1.92844899593815e-8,2,4,0.847633323150637,7265.87314917193,10,1,2,0.2,Neant
9,11,1.01881988736975,2666667,0.0333333,3.32510975196795e-8,2,4,0.860418067606779,9365.68121153935,10,1,2,0.2,Neant
10,11,-0.837499458839449,2666667,0.0333333,1.51239301831634e-8,2,4,0.650269909509176,6781.25099256579,10,1,2,0.2,Neant
11,11,-0.343988845440729,2666667,0.0333333,1.68871717107698e-8,2,4,0.913159908952074,7500.07781576408,10,1,2,0.2,Neant
12,11,-2.12600239668862,2666667,0.0333333,2.57179536978252e-8,2,4,1.13641981946675,7819.06324571315,10,1,2,0.2,Neant
13,11,-3.30307293518863,2666667,0.0333333,3.41978039821898e-8,2,4,1.09280678777541,7840.71306663302,10,1,2,0.2,Neant
14,11,-0.733980588049551,2666667,0.0333333,1.33609979886024e-8,2,4,0.872374296248219,7693.40893532002,10,1,2,0.2,Neant
15,11,-1.45278318310267,2666667,0.0333333,1.94748371649377e-8,2,4,0.641837584565037,5908.16847341008,10,1,2,0.2,Neant
16,11,0.696467349990179,2666667,0.0333333,1.91087405420638e-8,2,4,1.00748804927519,6323.41365669253,10,1,2,0.2,Neant
17,11,2.25265324379316,2666667,0.0333333,1.84764388977703e-8,2,4,0.857030036217058,7002.7128355981,10,1,2,0.2,Neant
18,11,-1.89275877047948,2666667,0.0333333,1.56156876459194e-8,2,4,0.774971472859352,7357.30562161472,10,1,2,0.2,Neant
19,11,-0.223681797092902,2666667,0.0333333,2.19119611312117e-8,2,4,1.05242762262489,8133.05298275148,10,1,2,0.2,Neant
20,11,1.85781108889713,2666667,0.0333333,2.37674694986879e-8,2,4,0.932174873134133,7905.91944892718,10,1,2,0.2,Neant
21,11,-1.06252216269906,2666667,0.0333333,2.93117950766829e-8,2,4,0.962039949777298,7288.54955313241,10,1,2,0.2,Neant
1,12,-2.69262017532556,2666667,0.0333333,1.94131778862994e-8,2,4,0.98401429889067,7996.5448732052,10,1,2,0.2,Neant
2,12,-1.39393647678462,2666667,0.0333333,2.31120724665967e-8,2,4,1.05862729733473,5712.95903367153,10,1,2,0.2,Neant
3,12,-1.94296655172003,2666667,0.0333333,2.82377953463058e-8,2,4,1.3348048637732,5770.19286973754,10,1,2,0.2,Neant
4,12,-2.26367174235898,2666667,0.0333333,1.04169554163988e-8,2,4,0.906010605503199,6469.92047767326,10,1,2,0.2,Neant
5,12,-1.99214012156784,2666667,0.0333333,1.77723364142476e-8,2,4,1.13142288650985,6699.03031278312,10,1,2,0.2,Neant
6,12,0.514899821562888,2666667,0.0333333,2.34590528363085e-8,2,4,1.38256596904871,7596.18290575603,10,1,2,0.2,Neant
7,12,3.26221719980562,2666667,0.0333333,1.2323688635362e-8,2,4,1.43036925812205,6528.39720883749,10,1,2,0.2,Neant
8,12,-1.54320423367864,2666667,0.0333333,2.9947614176299e-8,2,4,1.41444145552441,7242.96215119696,10,1,2,0.2,Neant
9,12,-1.22290373485424,2666667,0.0333333,1.78605806740453e-8,2,4,0.927951582218224,9110.90512572238,10,1,2,0.2,Neant
10,12,-0.574225603061423,2666667,0.0333333,1.90687592851228e-8,2,4,1.61314241560762,8303.59338628057,10,1,2,0.2,Neant
11,12,-1.69232911444958,2666667,0.0333333,3.43152967991873e-8,2,4,1.39659533060092,8554.20813901419,10,1,2,0.2,Neant
12,12,-0.958130497614407,2666667,0.0333333,3.8992970483994e-8,2,4,1.60717345944086,6773.91903469577,10,1,2,0.2,Neant
13,12,1.94376572314506,2666667,0.0333333,1.51639593092348e-8,2,4,1.31438395253368,6373.66724734593,10,1,2,0.2,Neant
14,12,-0.27715822415762,2666667,0.0333333,1.60497142108706e-8,2,4,1.01718910822475,7680.67504904642,10,1,2,0.2,Neant
15,12,-0.832801296057558,2666667,0.0333333,1.80480026916538e-8,2,4,1.27022090530706,8524.6518693795,10,1,2,0.2,Neant
16,12,-1.58803736612232,2666667,0.0333333,1.99640405114957e-8,2,4,1.34137489866703,9648.77607527458,10,1,2,0.2,Neant
17,12,-0.468344038976988,2666667,0.0333333,3.94539635425591e-8,2,4,1.41243476576385,6001.18617779993,10,1,2,0.2,Neant
18,12,-0.830384818455222,2666667,0.0333333,1.54403134692613e-8,2,4,1.3419392335696,7728.81261632475,10,1,2,0.2,Neant
19,12,-2.34962949492457,2666667,0.0333333,2.0253891413262e-8,2,4,1.01496844070469,5281.10006816281,10,1,2,0.2,Neant
20,12,-3.04725240939565,2666667,0.0333333,1.90482713148717e-8,2,4,1.12445058221171,6391.76871895382,10,1,2,0.2,Neant
21,12,-0.273891629526708,2666667,0.0333333,1.59072926163612e-8,2,4,1.42274000292602,7354.44015882332,10,1,2,0.2,Neant
1,13,0.084459460991733,2666667,0.0333333,3.73418023912704e-8,2,4,0.768370142081622,7404.83666842485,10,1,2,0.2,Neant
2,13,-1.18779412009145,2666667,0.0333333,2.37143200958129e-8,2,4,0.760776050383943,6968.89472890643,10,1,2,0.2,Neant
3,13,0.893830437288914,2666667,0.0333333,4.47178270696356e-8,2,4,0.851941905589109,7499.20357492683,10,1,2,0.2,Neant
4,13,0.456207650522802,2666667,0.0333333,3.13131139419182e-8,2,4,1.22355021393385,9214.37368227383,10,1,2,0.2,Neant
5,13,2.50264922982314,2666667,0.0333333,2.04159792117294e-8,2,4,1.04460772811724,6788.39222812707,10,1,2,0.2,Neant
6,13,-1.06315009368802,2666667,0.0333333,5.26789097701078e-8,2,4,0.84009374621714,7144.53579546507,10,1,2,0.2,Neant
7,13,-0.560142136486811,2666667,0.0333333,1.92176238276082e-8,2,4,0.770477196229751,7797.15495678967,10,1,2,0.2,Neant
8,13,-0.124032436101062,2666667,0.0333333,2.57102946641053e-8,2,4,0.819363114404329,8345.88882247979,10,1,2,0.2,Neant
9,13,-2.52107949732267,2666667,0.0333333,1.37247785861798e-8,2,4,0.601216938605389,7982.72271482997,10,1,2,0.2,Neant
10,13,1.27758368629633,2666667,0.0333333,1.80929489639405e-8,2,4,0.822204642876723,7501.87519892495,10,1,2,0.2,Neant
11,13,2.06160811144877,2666667,0.0333333,2.4814019438547e-8,2,4,0.954471160787809,6453.56198210662,10,1,2,0.2,Neant
12,13,-1.8259160906522,2666667,0.0333333,2.82914470497367e-8,2,4,1.0112978069915,7385.074435833,10,1,2,0.2,Neant
13,13,0.23317165950651,2666667,0.0333333,3.58160514967108e-8,2,4,1.04160988196199,7728.17406185311,10,1,2,0.2,Neant
14,13,0.905003862061077,2666667,0.0333333,1.00247469323383e-8,2,4,0.56633185244261,6517.49119337467,10,1,2,0.2,Neant
15,13,1.92137484420786,2666667,0.0333333,1.26289733727579e-8,2,4,0.785573272598503,8620.76431333639,10,1,2,0.2,Neant
16,13,-0.475630664995557,2666667,0.0333333,2.03322494470727e-8,2,4,0.862182281994947,7656.77519515337,10,1,2,0.2,Neant
17,13,1.28233899332614,2666667,0.0333333,3.549891632207e-8,2,4,1.20108538931379,7402.51532680616,10,1,2,0.2,Neant
18,13,-1.79750506814896,2666667,0.0333333,2.39633580304129e-8,2,4,0.836878016042906,7222.78355907092,10,1,2,0.2,Neant
19,13,-1.86556175002005,2666667,0.0333333,2.18493185394246e-8,2,4,0.62984714712165,7375.60665258624,10,1,2,0.2,Neant
20,13,-0.872256251386043,2666667,0.0333333,3.98303428470146e-8,2,4,0.902983446358158,6877.08133110604,10,1,2,0.2,Neant
21,13,0.394427481087924,2666667,0.0333333,2.66715070948746e-8,2,4,1.09491710961929,6060.02491837254,10,1,2,0.2,Neant
1,14,-2.1501103877267,2666667,0.0333333,2.78379786412003e-8,2,4,0.816019632831229,7229.55425163446,10,1,2,0.2,Neant
2,14,-1.45085922226039,2666667,0.0333333,3.2178820874986e-8,2,4,0.597557359485267,6911.71000478077,10,1,2,0.2,Neant
3,14,-0.400310670197086,2666667,0.0333333,2.65658028069554e-8,2,4,0.676399205578592,7506.49559245256,10,1,2,0.2,Neant
4,14,-0.381058005959745,2666667,0.0333333,3.75960744155023e-8,2,4,0.831580371463003,8996.39355569307,10,1,2,0.2,Neant
5,14,1.98912775179603,2666667,0.0333333,4.430833530807e-8,2,4,0.8750266047795,6634.51474612215,10,1,2,0.2,Neant
6,14,0.726823862334808,2666667,0.0333333,1.99976860528566e-8,2,4,0.925513950981235,10130.0836519496,10,1,2,0.2,Neant
7,14,2.24683325257738,2666667,0.0333333,1.17329064246886e-8,2,4,0.844819971127202,7653.79191435878,10,1,2,0.2,Neant
8,14,-2.50390872757742,2666667,0.0333333,1.66197394053977e-8,2,4,0.52220532797974,7285.3328083533,10,1,2,0.2,Neant
9,14,0.475881932540826,2666667,0.0333333,2.12113713572142e-8,2,4,0.751920670750175,6527.79980204775,10,1,2,0.2,Neant
10,14,-1.17197577223821,2666667,0.0333333,2.51241427337262e-8,2,4,0.804693296599564,7422.35649406628,10,1,2,0.2,Neant
11,14,0.107081143308881,2666667,0.0333333,1.94422520923521e-8,2,4,0.912598143766742,6540.35319873367,10,1,2,0.2,Neant
12,14,-2.22583836369009,2666667,0.0333333,2.56548041086741e-8,2,4,0.742311346469955,8447.74962263061,10,1,2,0.2,Neant
13,14,-0.866704494246519,2666667,0.0333333,2.53674943667202e-8,2,4,0.762674571091918,8344.87005258768,10,1,2,0.2,Neant
14,14,0.594826710215197,2666667,0.0333333,2.36683109223813e-8,2,4,0.822171266134022,8581.09736720849,10,1,2,0.2,Neant
15,14,-0.27414272208031,2666667,0.0333333,2.20956388008948e-8,2,4,0.683211266524782,8840.469489785,10,1,2,0.2,Neant
16,14,0.149034966951886,2666667,0.0333333,1.39453240762178e-8,2,4,0.836395500330696,8618.50196841933,10,1,2,0.2,Neant
17,14,0.229989480099113,2666667,0.0333333,1.59583948053561e-8,2,4,0.742868888330385,6867.77673588072,10,1,2,0.2,Neant
18,14,-1.88706904547424,2666667,0.0333333,2.25730710900607e-8,2,4,0.82269801226921,8480.12154783029,10,1,2,0.2,Neant
19,14,-0.18822393899344,2666667,0.0333333,1.37849621343929e-8,2,4,0.553172448069702,6152.29686008719,10,1,2,0.2,Neant
20,14,3.03410699633101,2666667,0.0333333,2.26486801926103e-8,2,4,0.899949948838733,8409.14459367534,10,1,2,0.2,Neant
21,14,2.21662641730082,2666667,0.0333333,2.80686170273456e-8,2,4,0.964182974253627,7802.49060297167,10,1,2,0.2,Neant
1,15,1.03554282400421,2666667,0.0333333,1.27945260984751e-8,2,4,0.624558654203553,8233.09578403218,10,1,2,0.2,Neant
2,15,-0.000964586866480001,2666667,0.0333333,1.94798297860679e-8,2,4,0.511693066605419,5899.90839367396,10,1,2,0.2,Neant
3,15,-0.69408558183612,2666667,0.0333333,1.73348121678505e-8,2,4,0.48125516927668,9145.37726640916,10,1,2,0.2,Neant
4,15,-2.55180566643133,2666667,0.0333333,1.93348793183954e-8,2,4,0.402364578349038,7069.76942259953,10,1,2,0.2,Neant
5,15,-3.08259147903204,2666667,0.0333333,2.63640684710765e-8,2,4,0.464915955838133,5738.6227620901,10,1,2,0.2,Neant
6,15,-2.77471890589749,2666667,0.0333333,1.76729532521428e-8,2,4,0.609303836615628,6632.72142860162,10,1,2,0.2,Neant
7,15,1.72250489617099,2666667,0.0333333,3.79641404337711e-8,2,4,0.549470071565339,7996.60550638852,10,1,2,0.2,Neant
8,15,1.39523885058174,2666667,0.0333333,1.52823246959088e-8,2,4,0.590656657421593,7668.626773346,10,1,2,0.2,Neant
9,15,0.163721933304493,2666667,0.0333333,1.99190282028821e-8,2,4,0.468046423388707,7300.41422347367,10,1,2,0.2,Neant
10,15,-0.0961474982105554,2666667,0.0333333,2.25271401358497e-8,2,4,0.472338582588271,7417.65962145681,10,1,2,0.2,Neant
11,15,-0.0902352634184305,2666667,0.0333333,2.11740791420584e-8,2,4,0.758606676289414,8837.72863877281,10,1,2,0.2,Neant
12,15,-1.2331807876318,2666667,0.0333333,1.93501567491595e-8,2,4,0.623737724525738,7963.31045931178,10,1,2,0.2,Neant
13,15,-2.27632818086542,2666667,0.0333333,2.91741679659232e-8,2,4,0.4409040543384,8253.72083217885,10,1,2,0.2,Neant
14,15,-0.438928887162716,2666667,0.0333333,2.71071017746535e-8,2,4,0.572474674901182,8163.55024795004,10,1,2,0.2,Neant
15,15,-1.55975850425017,2666667,0.0333333,1.97386287956672e-8,2,4,0.328671883788832,7492.76427909191,10,1,2,0.2,Neant
16,15,-0.195614428558257,2666667,0.0333333,2.10231763971867e-8,2,4,0.575678364739479,8155.48592551062,10,1,2,0.2,Neant
17,15,0.236046549261877,2666667,0.0333333,4.48325582269431e-8,2,4,0.588799471520341,6344.60847112973,10,1,2,0.2,Neant
18,15,0.163815733604498,2666667,0.0333333,3.15743202721077e-8,2,4,0.67542030984502,7326.00163189811,10,1,2,0.2,Neant
19,15,0.165311013691108,2666667,0.0333333,1.85761070632066e-8,2,4,0.612784236930806,7421.47620848295,10,1,2,0.2,Neant
20,15,-1.62359032344352,2666667,0.0333333,3.23872857228283e-8,2,4,0.532346299085262,8485.54725321768,10,1,2,0.2,Neant
21,15,1.20144012128691,2666667,0.0333333,1.93528125251003e-8,2,4,0.568997859281692,9089.79049191671,10,1,2,0.2,Neant
1,16,-1.39676362233251,2666667,0.0333333,3.09173016090669e-8,2,4,1.16056462255585,6279.17395322225,10,1,2,0.2,Neant
2,16,-1.38465882418206,2666667,0.0333333,2.67821899898371e-8,2,4,0.879734009903769,8163.9824622928,10,1,2,0.2,Neant
3,16,-0.939965084455584,2666667,0.0333333,2.36640169808353e-8,2,4,0.43391840629237,7174.07181279731,10,1,2,0.2,Neant
4,16,-1.26912070064811,2666667,0.0333333,2.18128735988024e-8,2,4,1.16821773766008,7372.51866443257,10,1,2,0.2,Neant
5,16,-1.31225826433397,2666667,0.0333333,1.78109333143972e-8,2,4,0.921378481240847,7666.44117800446,10,1,2,0.2,Neant
6,16,-2.3660923602088,2666667,0.0333333,2.16935941632471e-8,2,4,0.814377225420047,7863.86235556565,10,1,2,0.2,Neant
7,16,-1.47860776218945,2666667,0.0333333,2.44643810415996e-8,2,4,1.12604861513534,8405.93457136077,10,1,2,0.2,Neant
8,16,-1.29906082561763,2666667,0.0333333,2.59397506779131e-8,2,4,0.764327076146375,7217.05925900459,10,1,2,0.2,Neant
9,16,-0.714924044509392,2666667,0.0333333,4.29766630638199e-8,2,4,0.890954124424855,8423.62318618966,10,1,2,0.2,Neant
10,16,-0.597285026694178,2666667,0.0333333,3.12735170175278e-8,2,4,0.789685955262766,7074.74088081334,10,1,2,0.2,Neant
11,16,-0.60263441472594,2666667,0.0333333,1.50172318862848e-8,2,4,0.787470657569929,8649.8572576489,10,1,2,0.2,Neant
12,16,-2.10400608837743,2666667,0.0333333,3.04345592671569e-8,2,4,1.0987656982548,6672.95614254637,10,1,2,0.2,Neant
13,16,-1.30945145053994,2666667,0.0333333,3.51801109888468e-8,2,4,0.940824764286652,6935.88916171025,10,1,2,0.2,Neant
14,16,-1.83403235605669,2666667,0.0333333,2.75272367489105e-8,2,4,0.835437719152976,7757.18100474232,10,1,2,0.2,Neant
15,16,-1.79353306946522,2666667,0.0333333,2.46792301056839e-8,2,4,0.915947267928543,6932.81465156858,10,1,2,0.2,Neant
16,16,-0.703137047512762,2666667,0.0333333,3.02664029964261e-8,2,4,1.0547937900692,7430.46944539031,10,1,2,0.2,Neant
17,16,-1.39021107371444,2666667,0.0333333,1.3902556916864e-8,2,4,0.682528722646063,8350.42433671339,10,1,2,0.2,Neant
18,16,-1.05809115479326,2666667,0.0333333,2.12692736769303e-8,2,4,0.831458993936241,9935.20075779571,10,1,2,0.2,Neant
19,16,-1.30910514604729,2666667,0.0333333,3.40672686600079e-8,2,4,1.03178538014195,8042.40217356044,10,1,2,0.2,Neant
20,16,-0.655594597861819,2666667,0.0333333,4.14408708329663e-8,2,4,0.633161274419604,6663.37671512036,10,1,2,0.2,Neant
21,16,-1.50975970977288,2666667,0.0333333,1.48274812010538e-8,2,4,0.633161274419604,8729.8270694318,10,1,2,0.2,Neant
1,17,-1.35265839328613,2666667,0.0333333,2.21695628311146e-8,2,4,1.6528444256008,6221.85880781965,10,1,2,0.2,Neant
2,17,-3.31075897083107,2666667,0.0333333,2.3226514135129e-8,2,4,1.1296318820097,6943.74634328027,10,1,2,0.2,Neant
3,17,-2.07886065048592,2666667,0.0333333,2.71366445764407e-8,2,4,1.280257300208,8306.68784396126,10,1,2,0.2,Neant
4,17,-0.815980264591188,2666667,0.0333333,3.65646186194165e-8,2,4,1.76631951347166,7116.70077264217,10,1,2,0.2,Neant
5,17,-3.83187969545011,2666667,0.0333333,1.8857683193935e-8,2,4,0.930398324007121,8483.85986999425,10,1,2,0.2,Neant
6,17,-1.7090991777664,2666667,0.0333333,2.07239089716679e-8,2,4,1.54698770265442,7102.48074097481,10,1,2,0.2,Neant
7,17,-0.869928802994167,2666667,0.0333333,3.69369005288727e-8,2,4,1.64813077968271,7086.10992084792,10,1,2,0.2,Neant
8,17,-0.331968744356258,2666667,0.0333333,3.45078293302632e-8,2,4,0.934388901307751,6126.73431153735,10,1,2,0.2,Neant
9,17,-2.45385562108237,2666667,0.0333333,2.36487564769281e-8,2,4,1.39255294632934,7403.5153248005,10,1,2,0.2,Neant
10,17,-2.49583690413404,2666667,0.0333333,2.15308150916589e-8,2,4,1.35621635871018,7412.79463028867,10,1,2,0.2,Neant
11,17,-4.42123577897071,2666667,0.0333333,2.953979915585e-8,2,4,0.940746226057866,6535.43461874708,10,1,2,0.2,Neant
12,17,-2.48054401689618,2666667,0.0333333,1.48944816988684e-8,2,4,1.37101144866685,8505.11374068972,10,1,2,0.2,Neant
13,17,-1.61477576593722,2666667,0.0333333,2.25820756159241e-8,2,4,1.41094910334246,7465.12224310894,10,1,2,0.2,Neant
14,17,-1.73578784042318,2666667,0.0333333,2.18362744985295e-8,2,4,1.71369834404348,7136.7505647071,10,1,2,0.2,Neant
15,17,-0.15900078297523,2666667,0.0333333,1.97597571457321e-8,2,4,1.28628236539587,7603.20856606145,10,1,2,0.2,Neant
16,17,-3.0056189957011,2666667,0.0333333,2.2213220090237e-8,2,4,0.9276293355628,8813.469202016,10,1,2,0.2,Neant
17,17,-2.74905229694858,2666667,0.0333333,3.47629987808706e-8,2,4,1.37990335178456,9326.27621342106,10,1,2,0.2,Neant
18,17,-0.672838319517159,2666667,0.0333333,1.56032037072659e-8,2,4,1.14955165404203,7817.7761807279,10,1,2,0.2,Neant
19,17,-2.38861742822569,2666667,0.0333333,2.21623128540823e-8,2,4,1.00324996011979,6983.46420247811,10,1,2,0.2,Neant
20,17,-1.5345914814589,2666667,0.0333333,2.88580670979536e-8,2,4,1.04658999253272,6165.31082251663,10,1,2,0.2,Neant
21,17,-3.07503491298407,2666667,0.0333333,2.44835996133821e-8,2,4,1.59967454573794,5968.84660353096,10,1,2,0.2,Neant
1,18,-1.8795292401533,2666667,0.0333333,1.29093373499622e-8,2,4,1.34049478490228,5875.48194671446,10,1,2,0.2,Neant
2,18,0.338195892719399,2666667,0.0333333,2.92827355268989e-8,2,4,1.86602332916329,8635.35803199013,10,1,2,0.2,Neant
3,18,-2.96952801202812,2666667,0.0333333,1.34743763012898e-8,2,4,0.944189205874052,7985.98041832867,10,1,2,0.2,Neant
4,18,-0.800584586646267,2666667,0.0333333,1.79112505998325e-8,2,4,1.47576765451747,6293.33402041148,10,1,2,0.2,Neant
5,18,-1.70864745559751,2666667,0.0333333,4.3905131708831e-8,2,4,1.90761654888083,5197.5184994665,10,1,2,0.2,Neant
6,18,-2.67167953250939,2666667,0.0333333,1.60410305921407e-8,2,4,1.33964465195059,6631.16618759292,10,1,2,0.2,Neant
7,18,-1.80109079750535,2666667,0.0333333,2.56086278979562e-8,2,4,1.42273760440965,7347.56669159245,10,1,2,0.2,Neant
8,18,-2.05029931946642,2666667,0.0333333,3.06429097553425e-8,2,4,1.48926905471832,6215.76255580454,10,1,2,0.2,Neant
9,18,-1.28475924290045,2666667,0.0333333,1.22493452574782e-8,2,4,1.70759529281186,7822.2323704836,10,1,2,0.2,Neant
10,18,0.0143865326941768,2666667,0.0333333,2.15022902409121e-8,2,4,1.78149018224276,6416.55968841789,10,1,2,0.2,Neant
11,18,0.581651879564664,2666667,0.0333333,1.48957476623973e-8,2,4,1.44140351159929,7693.48032860597,10,1,2,0.2,Neant
12,18,-2.33281738255975,2666667,0.0333333,1.3206359289409e-8,2,4,1.99502461520434,8481.33705901513,10,1,2,0.2,Neant
13,18,-0.139000023063379,2666667,0.0333333,4.13163853257197e-8,2,4,2.13084290235703,7515.7074159218,10,1,2,0.2,Neant
14,18,-1.26680845027674,2666667,0.0333333,1.6543200848168e-8,2,4,1.66451011924466,7558.2711330366,10,1,2,0.2,Neant
15,18,-2.59307871447868,2666667,0.0333333,1.61717102156263e-8,2,4,1.27626133941431,6350.87423042642,10,1,2,0.2,Neant
16,18,-3.48606682170112,2666667,0.0333333,1.61717102156263e-8,2,4,1.30015757571689,6558.24883009813,10,1,2,0.2,Neant
17,18,-2.46902240340549,2666667,0.0333333,1.61717102156263e-8,2,4,1.42103264791657,7830.54491378093,10,1,2,0.2,Neant
18,18,-3.6488628941005,2666667,0.0333333,1.51903536727472e-8,2,4,0.927277294740081,6563.4244892213,10,1,2,0.2,Neant
19,18,0.468460584964292,2666667,0.0333333,1.37291950356475e-8,2,4,1.45907792445923,9945.01263775074,10,1,2,0.2,Neant
20,18,-0.595361409736774,2666667,0.0333333,2.00839381156929e-8,2,4,1.42145707765038,7845.1258150049,10,1,2,0.2,Neant
21,18,0.0250043910960174,2666667,0.0333333,1.39226121465281e-8,2,4,1.81600525368375,6151.87596470439,10,1,2,0.2,Neant
1,19,-0.691739730267166,2666667,0.0333333,9.76199263520209e-9,2,4,0.686123913696471,9643.29308753699,10,1,2,0.2,Neant
2,19,1.23204013019958,2666667,0.0333333,1.50489271311643e-8,2,4,0.398585058093779,4797.52686278837,10,1,2,0.2,Neant
3,19,0.763928414596346,2666667,0.0333333,1.89082432633567e-8,2,4,0.872450593016695,7378.3707345586,10,1,2,0.2,Neant
4,19,-3.54229755691385,2666667,0.0333333,1.17717457503832e-8,2,4,0.535727699446661,6222.02598972973,10,1,2,0.2,Neant
5,19,-0.0595884769091813,2666667,0.0333333,2.90769869833581e-8,2,4,0.79270242176962,8477.70516968083,10,1,2,0.2,Neant
6,19,0.0873353077657924,2666667,0.0333333,1.99847310957456e-8,2,4,0.69531844205052,6841.91628428547,10,1,2,0.2,Neant
7,19,2.04652556818755,2666667,0.0333333,1.80844764102124e-8,2,4,0.756988924052771,8794.04404863621,10,1,2,0.2,Neant
8,19,0.731922080195393,2666667,0.0333333,1.80602838297288e-8,2,4,0.823222670560355,6999.16411540607,10,1,2,0.2,Neant
9,19,1.09441522029057,2666667,0.0333333,2.27225045659737e-8,2,4,0.740315042339132,7122.68515550568,10,1,2,0.2,Neant
10,19,1.59335064152586,2666667,0.0333333,2.06050563805031e-8,2,4,0.740315042339132,6735.72416414308,10,1,2,0.2,Neant
11,19,-0.227523231868341,2666667,0.0333333,2.10086543314841e-8,2,4,0.897930282796026,8764.04041261894,10,1,2,0.2,Neant
12,19,1.04261020924303,2666667,0.0333333,2.0803590873597e-8,2,4,0.826840236578574,7861.17515158504,10,1,2,0.2,Neant
13,19,-2.29688204143549,2666667,0.0333333,3.66230347460068e-8,2,4,0.639668490151759,7958.92236593988,10,1,2,0.2,Neant
14,19,-1.68609932120741,2666667,0.0333333,1.95122474256205e-8,2,4,0.664489927715258,9362.48624210546,10,1,2,0.2,Neant
15,19,-1.81692873801441,2666667,0.0333333,2.96077286887999e-8,2,4,0.632070466824729,9113.86391640373,10,1,2,0.2,Neant
16,19,-1.77493691246929,2666667,0.0333333,1.63015869748595e-8,2,4,0.633102314442501,8580.68811278896,10,1,2,0.2,Neant
17,19,0.54121426654397,2666667,0.0333333,1.50786904184746e-8,2,4,0.770166683470984,7640.99421617564,10,1,2,0.2,Neant
18,19,-2.20223683408252,2666667,0.0333333,1.96022911301049e-8,2,4,0.586415531283056,9150.64089356815,10,1,2,0.2,Neant
19,19,-0.407938961630907,2666667,0.0333333,3.23837054152631e-8,2,4,0.707024076942857,6434.8279826994,10,1,2,0.2,Neant
20,19,-1.57206318265635,2666667,0.0333333,2.12358001351125e-8,2,4,0.754859034504489,7289.53994570008,10,1,2,0.2,Neant
21,19,-2.02505578118437,2666667,0.0333333,4.58471753947374e-8,2,4,0.731813428397059,9124.79675606897,10,1,2,0.2,Neant
1,20,3.35351786810293,2666667,0.0333333,2.64875724354345e-8,2,4,0.64998363385865,6253.95162014994,10,1,2,0.2,Neant
2,20,-0.0212128030785556,2666667,0.0333333,1.79220539276831e-8,2,4,0.565826363557118,6476.05399595011,10,1,2,0.2,Neant
3,20,-0.302870716580029,2666667,0.0333333,2.32387193753718e-8,2,4,0.588095053164391,7698.39448280864,10,1,2,0.2,Neant
4,20,-0.335760070406839,2666667,0.0333333,1.7303992482582e-8,2,4,0.516064689827206,7827.07900375239,10,1,2,0.2,Neant
5,20,-1.78806454272416,2666667,0.0333333,1.5668299475925e-8,2,4,0.576085005018453,6900.34921939359,10,1,2,0.2,Neant
6,20,-1.66205233002459,2666667,0.0333333,3.86774113516179e-8,2,4,0.739441332761814,8235.75106729526,10,1,2,0.2,Neant
7,20,-0.272033459687889,2666667,0.0333333,2.18985277842544e-8,2,4,0.553323696086592,8292.42340981197,10,1,2,0.2,Neant
8,20,-1.47420591002847,2666667,0.0333333,3.36506527630627e-8,2,4,0.58357777844601,7085.31751353233,10,1,2,0.2,Neant
9,20,0.506947666024067,2666667,0.0333333,1.58098726832887e-8,2,4,0.415252726493056,5925.86958628483,10,1,2,0.2,Neant
10,20,-2.83985281645966,2666667,0.0333333,1.52203273609319e-8,2,4,0.442358420575897,9613.91780740233,10,1,2,0.2,Neant
11,20,-2.93171407328731,2666667,0.0333333,2.80140976037608e-8,2,4,0.518354653193789,6939.60131271989,10,1,2,0.2,Neant
