rep,ID,trans_tin_simulated,trans_beta_simulated,trans_delta_simulated,trans_p_simulated,eta_tin_simulated,eta_beta_simulated,eta_delta_simulated,eta_p_simulated,source,split,color,filter
14,58,-0.194318,-3.62811,-1.14584,8.89762,-0.000700767,0.156663,-0.279905,0.0052345,Wolfel,All,#4682B4,0
15,58,-0.17242,-3.36444,-1.06158,8.87182,0.021197,0.42033,-0.195651,-0.0205633,Wolfel,All,#4682B4,0
16,58,-0.165467,-4.03285,-1.05597,8.86478,0.0281505,-0.24808,-0.190042,-0.0276124,Wolfel,All,#4682B4,0
17,58,-0.245632,-3.19875,-1.16029,8.98811,-0.0520152,0.586025,-0.294362,0.0957223,Wolfel,All,#4682B4,0
18,58,-0.254184,-4.16766,-1.27993,9.11708,-0.060567,-0.382889,-0.413994,0.224695,Wolfel,All,#4682B4,0
19,58,-0.360571,-4.16787,-1.48628,9.06344,-0.166954,-0.383098,-0.620347,0.171049,Wolfel,All,#4682B4,0
20,58,-0.216741,-4.41351,-1.53518,8.84268,-0.0231236,-0.628738,-0.669248,-0.0497058,Wolfel,All,#4682B4,0
0,59,-0.087074,-4.04169,0.559842,8.85559,0.106543,-0.256922,1.42577,-0.0367971,Wolfel,All,#4682B4,0
1,59,-0.279241,-3.16461,-0.509123,8.8986,-0.085624,0.620158,0.356809,0.00621366,Wolfel,All,#4682B4,0
2,59,-0.0834091,-4.25826,0.172317,8.79925,0.110208,-0.473485,1.03825,-0.0931357,Wolfel,All,#4682B4,0
3,59,-0.150994,-3.84001,0.0929188,8.78694,0.0426228,-0.055238,0.95885,-0.105444,Wolfel,All,#4682B4,0
4,59,-0.345011,-3.81396,-0.66699,8.6869,-0.151393,-0.029184,0.198941,-0.205492,Wolfel,All,#4682B4,0
5,59,-0.252573,-3.66336,-0.54844,8.96522,-0.0589559,0.121415,0.317492,0.072833,Wolfel,All,#4682B4,0
6,59,-0.21878,-3.45612,-0.288428,8.75682,-0.0251627,0.328657,0.577504,-0.135567,Wolfel,All,#4682B4,0
7,59,-0.248726,-3.25533,-0.127167,8.98461,-0.0551086,0.529443,0.738765,0.0922194,Wolfel,All,#4682B4,0
8,59,-0.0548184,-4.04402,0.322479,8.86963,0.138799,-0.259245,1.18841,-0.0227545,Wolfel,All,#4682B4,0
9,59,-0.180793,-4.38285,0.0783728,8.84382,0.0128241,-0.598078,0.944305,-0.0485669,Wolfel,All,#4682B4,0
10,59,-0.25424,-3.854,-0.500962,8.93993,-0.0606225,-0.0692322,0.364969,0.0475459,Wolfel,All,#4682B4,0
11,59,-0.164109,-4.11401,0.174342,8.93633,0.0295087,-0.329235,1.04027,0.0439448,Wolfel,All,#4682B4,0
12,59,-0.126815,-4.58766,-0.260743,8.88359,0.0668022,-0.802884,0.605189,-0.0087954,Wolfel,All,#4682B4,0
13,59,-0.154432,-3.5037,0.228828,8.72634,0.0391857,0.281067,1.09476,-0.166044,Wolfel,All,#4682B4,0
14,59,-0.25303,-3.6656,-0.339771,8.86529,-0.059413,0.119175,0.526161,-0.0270941,Wolfel,All,#4682B4,0
15,59,-0.176878,-3.9568,-0.399033,8.70318,0.0167392,-0.17203,0.466899,-0.189212,Wolfel,All,#4682B4,0
16,59,-0.210642,-4.06264,-0.198608,8.9385,-0.0170249,-0.277865,0.667323,0.0461135,Wolfel,All,#4682B4,0
17,59,-0.19002,-3.90453,0.393954,8.96133,0.00359712,-0.119755,1.25989,0.0689462,Wolfel,All,#4682B4,0
18,59,-0.221129,-2.97942,0.254102,8.96343,-0.0275114,0.805349,1.12003,0.0710446,Wolfel,All,#4682B4,0
19,59,-0.102785,-3.79255,0.269064,8.85133,0.0908318,-0.00778021,1.135,-0.0410603,Wolfel,All,#4682B4,0
20,59,-0.255707,-3.04345,-0.427389,8.86758,-0.0620902,0.741324,0.438543,-0.0248053,Wolfel,All,#4682B4,0
0,60,-0.0619963,-3.774,0.755831,8.97661,0.131621,0.0107675,1.62176,0.0842221,Wolfel,All,#4682B4,0
1,60,-0.146618,-3.6124,-0.0622066,8.79944,0.046999,0.172373,0.803725,-0.0929456,Wolfel,All,#4682B4,0
2,60,-0.190871,-4.64368,-0.561157,8.91845,0.00274661,-0.858904,0.304775,0.0260608,Wolfel,All,#4682B4,0
3,60,-0.197382,-3.87198,0.124419,8.83288,-0.00376457,-0.0872085,0.990351,-0.0595112,Wolfel,All,#4682B4,0
4,60,-0.17398,-3.62219,-0.0450552,8.77455,0.0196373,0.162581,0.820876,-0.117842,Wolfel,All,#4682B4,0
5,60,-0.156834,-3.38354,0.109884,8.86707,0.0367833,0.401231,0.975816,-0.0253195,Wolfel,All,#4682B4,0
6,60,-0.159503,-4.23838,0.135832,9.03737,0.0341143,-0.453609,1.00176,0.144984,Wolfel,All,#4682B4,0
7,60,-0.203903,-3.73699,-0.252944,8.75853,-0.0102857,0.0477855,0.612988,-0.133855,Wolfel,All,#4682B4,0
8,60,-0.203903,-3.50828,-0.207188,8.68574,-0.0102857,0.276492,0.658743,-0.206652,Wolfel,All,#4682B4,0
9,60,-0.227981,-3.53983,-0.343226,8.97797,-0.034364,0.244944,0.522706,0.0855777,Wolfel,All,#4682B4,0
10,60,-0.221658,-3.53778,-0.16104,9.04499,-0.0280411,0.246991,0.704892,0.152606,Wolfel,All,#4682B4,0
11,60,-0.18092,-3.59678,-0.33267,8.6562,0.0126969,0.187988,0.533262,-0.236189,Wolfel,All,#4682B4,0
12,60,-0.0545444,-4.17171,-0.0047839,8.70492,0.139073,-0.386938,0.861148,-0.187468,Wolfel,All,#4682B4,0
13,60,-0.266625,-4.22602,-0.86249,8.77699,-0.0730076,-0.441243,0.0034417,-0.115396,Wolfel,All,#4682B4,0
14,60,-0.240683,-3.39913,-0.413948,8.95571,-0.0470653,0.385647,0.451984,0.0633235,Wolfel,All,#4682B4,0
15,60,-0.193231,-3.63272,-0.413948,8.94227,0.00038665,0.152048,0.451984,0.04988,Wolfel,All,#4682B4,0
16,60,-0.157708,-3.4592,-0.0537411,8.89799,0.0359097,0.325571,0.812191,0.0056058,Wolfel,All,#4682B4,0
17,60,-0.201723,-3.50263,0.00956756,8.92205,-0.00810625,0.282138,0.875499,0.0296648,Wolfel,All,#4682B4,0
18,60,-0.125157,-4.16861,-0.0648812,8.78804,0.0684607,-0.383843,0.80105,-0.104349,Wolfel,All,#4682B4,0
19,60,-0.246322,-3.55656,-0.536511,8.78065,-0.0527046,0.228217,0.329421,-0.111737,Wolfel,All,#4682B4,0
20,60,-0.295747,-4.64006,-1.00468,9.07109,-0.10213,-0.855288,-0.138744,0.178704,Wolfel,All,#4682B4,0
