rep,ID,trans_tin_simulated,trans_beta_simulated,trans_delta_simulated,trans_p_simulated,eta_tin_simulated,eta_beta_simulated,eta_delta_simulated,eta_p_simulated,source,split,color,filter
10,38,0.119661,-4.53316,-0.206111,8.87837,0.154663,-0.748384,0.65982,-0.014014,Neant,All,#4682B4,0
11,38,-0.00972759,-3.59743,-0.870807,9.04346,0.0252744,0.187347,-0.00487552,0.151069,Neant,All,#4682B4,0
12,38,0.0753206,-3.49701,-0.0506884,8.67356,0.110323,0.287767,0.815243,-0.218829,Neant,All,#4682B4,0
13,38,-0.0015312,-3.03191,-0.350122,9.0222,0.0334708,0.752866,0.51581,0.129811,Neant,All,#4682B4,0
14,38,0.0387422,-3.26076,-0.519066,8.89708,0.0737442,0.524013,0.346866,0.00469398,Neant,All,#4682B4,0
15,38,-0.115348,-3.31735,-0.4383,8.91612,-0.080346,0.467423,0.427632,0.0237287,Neant,All,#4682B4,0
16,38,-0.167413,-2.90488,-1.16569,8.79033,-0.132411,0.879893,-0.299754,-0.102057,Neant,All,#4682B4,0
17,38,-0.0363249,-3.74669,-0.260695,8.87925,-0.00132294,0.0380788,0.605237,-0.0131417,Neant,All,#4682B4,0
18,38,-0.0410256,-4.28234,-1.08083,9.02939,-0.00602356,-0.497572,-0.2149,0.137003,Neant,All,#4682B4,0
19,38,-0.0589741,-3.91971,0.239976,9.13252,-0.0239721,-0.134937,1.10591,0.240132,Neant,All,#4682B4,0
20,38,0.0912666,-3.40144,-0.151036,8.84085,0.126269,0.383336,0.714895,-0.0515389,Neant,All,#4682B4,0
0,39,0.00199907,-3.56545,-1.41015,9.02474,0.0370011,0.219319,-0.544217,0.132354,Neant,All,#4682B4,0
1,39,0.10527,-3.77702,-1.4528,8.85074,0.140272,0.00775134,-0.586863,-0.0416442,Neant,All,#4682B4,0
2,39,0.0370605,-3.99518,-1.89263,8.91557,0.0720625,-0.210411,-1.0267,0.0231864,Neant,All,#4682B4,0
3,39,-0.0372987,-4.45686,-1.78454,8.77281,-0.00229668,-0.672087,-0.918609,-0.119578,Neant,All,#4682B4,0
4,39,-0.0321875,-3.34017,-1.1687,9.04199,0.00281447,0.444605,-0.302771,0.149602,Neant,All,#4682B4,0
5,39,0.0812191,-3.68545,-1.41565,8.89526,0.116221,0.0993185,-0.549718,0.00287385,Neant,All,#4682B4,0
6,39,0.0372176,-3.79111,-1.2486,9.02783,0.0722196,-0.00633626,-0.382667,0.135444,Neant,All,#4682B4,0
7,39,0.0966264,-3.91961,-1.59052,8.75607,0.131628,-0.134842,-0.724592,-0.136318,Neant,All,#4682B4,0
8,39,-0.0484653,-3.8235,-1.66192,8.9976,-0.0134633,-0.0387235,-0.79599,0.105216,Neant,All,#4682B4,0
9,39,-0.014014,-3.46772,-1.65504,8.8636,0.020988,0.317056,-0.789113,-0.0287859,Neant,All,#4682B4,0
10,39,-0.0612041,-3.67764,-1.65722,8.90764,-0.0262021,0.107133,-0.791287,0.0152491,Neant,All,#4682B4,0
11,39,-7.83049e-05,-3.72033,-1.35511,9.00789,0.0349237,0.0644383,-0.489174,0.1155,Neant,All,#4682B4,0
12,39,-0.0692617,-3.5252,-1.42463,9.15271,-0.0342597,0.259571,-0.558693,0.260323,Neant,All,#4682B4,0
13,39,0.0442731,-3.57789,-1.5559,8.95371,0.0792751,0.206879,-0.689973,0.0613203,Neant,All,#4682B4,0
14,39,0.00144614,-3.69848,-1.96159,8.86847,0.0364481,0.0862956,-1.09566,-0.0239176,Neant,All,#4682B4,0
15,39,0.0843522,-3.80884,-1.68367,8.81198,0.119354,-0.0240639,-0.817737,-0.0804054,Neant,All,#4682B4,0
16,39,-0.093277,-3.47454,-1.7452,8.82978,-0.058275,0.310235,-0.879267,-0.0626105,Neant,All,#4682B4,0
17,39,-0.066846,-3.7808,-1.14125,8.99282,-0.031844,0.00397569,-0.275316,0.100433,Neant,All,#4682B4,0
18,39,-0.04375,-3.57113,-1.81401,8.60021,-0.00874805,0.213643,-0.948074,-0.292182,Neant,All,#4682B4,0
19,39,-0.0401591,-3.54095,-1.63998,8.98292,-0.00515709,0.243827,-0.774051,0.0905355,Neant,All,#4682B4,0
20,39,0.0949544,-3.46872,-1.38082,8.74503,0.129956,0.316056,-0.514886,-0.147356,Neant,All,#4682B4,0
0,40,0.0298615,-3.36296,-0.292197,8.38894,0.0648635,0.421811,0.573734,-0.503445,Neant,All,#4682B4,0
1,40,-0.15183,-4.01124,-0.453068,9.00735,-0.116828,-0.226469,0.412864,0.114964,Neant,All,#4682B4,0
2,40,-0.0833747,-4.19456,0.303583,8.72502,-0.0483727,-0.409791,1.16951,-0.167364,Neant,All,#4682B4,0
3,40,-0.169835,-3.79127,-0.222402,8.74433,-0.134833,-0.00650194,0.64353,-0.148058,Neant,All,#4682B4,0
4,40,-0.0809346,-3.93375,-0.47309,8.80233,-0.0459326,-0.148974,0.392841,-0.0900563,Neant,All,#4682B4,0
5,40,-0.0657374,-4.63766,0.5752,9.00244,-0.0307354,-0.852892,1.44113,0.110053,Neant,All,#4682B4,0
6,40,-0.141211,-4.77127,0.046213,8.96998,-0.106209,-0.986495,0.912145,0.0775933,Neant,All,#4682B4,0
7,40,-0.127108,-3.73987,-0.35808,8.902,-0.092106,0.0449065,0.507852,0.00961131,Neant,All,#4682B4,0
8,40,0.0118391,-3.69947,0.15885,9.13405,0.0468411,0.0852981,1.02478,0.241666,Neant,All,#4682B4,0
9,40,-0.14879,-4.1983,-0.231312,8.78013,-0.113788,-0.413529,0.634619,-0.112257,Neant,All,#4682B4,0
10,40,-0.100632,-4.1983,0.278616,8.74271,-0.0656301,-0.413529,1.14455,-0.149678,Neant,All,#4682B4,0
11,40,-0.143588,-4.14053,-0.473361,8.84956,-0.108586,-0.355759,0.39257,-0.042826,Neant,All,#4682B4,0
12,40,-0.110405,-4.22363,-0.278848,9.03052,-0.0754031,-0.438861,0.587083,0.138134,Neant,All,#4682B4,0
13,40,-0.0702612,-4.41857,-0.251523,8.99202,-0.0352592,-0.633801,0.614409,0.0996309,Neant,All,#4682B4,0
14,40,-0.10489,-3.63884,-0.259005,8.9419,-0.0698877,0.145931,0.606927,0.0495097,Neant,All,#4682B4,0
15,40,-0.00342119,-3.74482,0.216084,8.73685,0.0315808,0.039957,1.08202,-0.155538,Neant,All,#4682B4,0
16,40,-0.0454862,-3.8272,-0.469759,8.62182,-0.0104842,-0.0424271,0.396173,-0.270566,Neant,All,#4682B4,0
17,40,-0.114421,-3.36665,-0.444014,8.89311,-0.0794187,0.418118,0.421917,0.000725306,Neant,All,#4682B4,0
18,40,-0.151832,-3.87356,-0.527156,8.90331,-0.11683,-0.0887895,0.338776,0.0109245,Neant,All,#4682B4,0
19,40,-0.079102,-4.28725,-0.2041,8.97934,-0.0441,-0.502474,0.661832,0.0869507,Neant,All,#4682B4,0
20,40,-0.0790833,-4.32115,0.817988,8.94017,-0.0440813,-0.53638,1.68392,0.0477795,Neant,All,#4682B4,0
0,41,-0.0371906,-3.67303,-1.07614,8.82459,-0.00218863,0.111742,-0.210203,-0.0677968,Neant,All,#4682B4,0
1,41,-0.0478122,-3.33927,-1.1626,8.93408,-0.0128102,0.4455,-0.29667,0.0416888,Neant,All,#4682B4,0
2,41,-0.0243622,-4.04281,-0.722106,9.03803,0.0106398,-0.258039,0.143825,0.145641,Neant,All,#4682B4,0
3,41,-0.0847769,-3.9622,-0.938063,8.90119,-0.0497749,-0.177428,-0.0721313,0.00880276,Neant,All,#4682B4,0
4,41,-0.0935583,-3.68569,-1.37625,8.6456,-0.0585563,0.0990777,-0.510317,-0.246784,Neant,All,#4682B4,0
5,41,-0.00234351,-3.81902,-0.950136,8.93131,0.0326585,-0.0342488,-0.0842048,0.038924,Neant,All,#4682B4,0
6,41,-0.0221451,-3.97367,-1.04971,8.82386,0.0128569,-0.188894,-0.183779,-0.0685231,Neant,All,#4682B4,0
7,41,0.0258205,-3.31244,-1.18252,8.87332,0.0608225,0.47233,-0.316592,-0.0190651,Neant,All,#4682B4,0
8,41,-0.139019,-4.07405,-1.99181,8.73624,-0.104017,-0.289278,-1.12587,-0.156148,Neant,All,#4682B4,0
9,41,-0.0907486,-3.16264,-0.714974,9.03409,-0.0557466,0.622135,0.150958,0.141705,Neant,All,#4682B4,0
10,41,-0.0922568,-3.72179,-0.895424,8.75149,-0.0572548,0.0629771,-0.0294919,-0.140899,Neant,All,#4682B4,0
11,41,-0.0241282,-4.14502,-0.452373,8.95953,0.0108738,-0.360247,0.413559,0.0671379,Neant,All,#4682B4,0
12,41,0.0521552,-4.50068,-0.83645,8.70149,0.0871572,-0.715907,0.0294815,-0.190895,Neant,All,#4682B4,0
13,41,-0.110026,-4.06108,-1.18517,8.93587,-0.0750237,-0.276304,-0.319235,0.0434787,Neant,All,#4682B4,0
14,41,0.0118116,-4.28863,-1.53961,8.74447,0.0468136,-0.503854,-0.673677,-0.147922,Neant,All,#4682B4,0
15,41,-0.113331,-2.86943,-0.970447,9.07644,-0.0783294,0.915343,-0.104515,0.18405,Neant,All,#4682B4,0
16,41,0.0179528,-3.81237,-0.671441,8.83176,0.0529548,-0.0275935,0.19449,-0.0606292,Neant,All,#4682B4,0
17,41,-0.00170408,-4.9105,-1.3509,9.02846,0.0332979,-1.12573,-0.484965,0.136074,Neant,All,#4682B4,0
18,41,-0.0747337,-3.59583,-1.39209,8.83907,-0.0397317,0.188945,-0.526163,-0.0533165,Neant,All,#4682B4,0
19,41,0.0938628,-3.61784,0.142055,8.80788,0.128865,0.16693,1.00799,-0.0845124,Neant,All,#4682B4,0
20,41,-0.0499983,-3.29992,-0.554612,8.8284,-0.0149963,0.484853,0.311319,-0.0639828,Neant,All,#4682B4,0
0,42,-0.0393472,-3.68764,-1.89986,8.97926,-0.00434521,0.0971298,-1.03393,0.0868719,Neant,All,#4682B4,0
1,42,0.0407353,-3.26191,-1.37562,9.17253,0.0757373,0.522866,-0.509687,0.280146,Neant,All,#4682B4,0
2,42,0.15948,-3.80382,-1.37562,8.91062,0.194482,-0.0190476,-0.509687,0.0182292,Neant,All,#4682B4,0
3,42,0.00245254,-3.84239,-1.5655,8.96362,0.0374545,-0.0576167,-0.699564,0.0712335,Neant,All,#4682B4,0
4,42,0.0173356,-3.33368,-1.47538,8.956,0.0523376,0.451093,-0.609446,0.0636153,Neant,All,#4682B4,0
5,42,0.01906,-3.18125,-1.6485,8.8224,0.054062,0.603526,-0.78257,-0.0699836,Neant,All,#4682B4,0
6,42,0.0873524,-4.38353,-1.51255,9.04541,0.122354,-0.598762,-0.646623,0.153022,Neant,All,#4682B4,0
7,42,-0.0396574,-3.07927,-2.03056,8.92605,-0.00465539,0.705498,-1.16463,0.0336639,Neant,All,#4682B4,0
8,42,0.0145814,-3.0746,-1.7864,8.5895,0.0495834,0.710168,-0.920468,-0.302891,Neant,All,#4682B4,0
9,42,0.0853875,-3.81589,-1.38055,8.93911,0.120389,-0.0311133,-0.514616,0.0467256,Neant,All,#4682B4,0
10,42,0.0194385,-3.38952,-1.81716,9.08132,0.0544405,0.395257,-0.951231,0.188928,Neant,All,#4682B4,0
11,42,0.12243,-3.5732,-1.49866,8.77557,0.157432,0.21157,-0.632724,-0.116816,Neant,All,#4682B4,0
12,42,0.133546,-3.45855,-1.40792,8.91416,0.168548,0.32622,-0.541986,0.021769,Neant,All,#4682B4,0
13,42,0.0450279,-4.07654,-1.09738,9.19036,0.0800299,-0.291773,-0.231446,0.29797,Neant,All,#4682B4,0
14,42,-0.0128549,-3.62285,-1.97827,8.85018,0.0221471,0.161923,-1.11234,-0.042203,Neant,All,#4682B4,0
15,42,-0.111166,-3.07438,-1.84865,8.76108,-0.076164,0.710387,-0.982715,-0.131308,Neant,All,#4682B4,0
16,42,0.0382728,-3.7514,-2.32312,8.8526,0.0732747,0.0333688,-1.45719,-0.0397919,Neant,All,#4682B4,0
17,42,0.0794815,-3.7514,-1.45125,9.02667,0.114483,0.0333688,-0.585318,0.134278,Neant,All,#4682B4,0
18,42,0.11492,-3.69724,-1.38895,9.08237,0.149922,0.0875309,-0.523022,0.189977,Neant,All,#4682B4,0
19,42,0.043081,-3.83074,-2.03695,8.87524,0.078083,-0.0459634,-1.17102,-0.0171511,Neant,All,#4682B4,0
20,42,0.104269,-4.182,-1.66046,8.98903,0.139271,-0.39723,-0.794526,0.0966398,Neant,All,#4682B4,0
0,43,-0.26926,-3.78901,-0.542841,8.92938,-0.0175594,-0.00423697,0.32309,0.0369971,Kissler,All,#4682B4,0
1,43,-0.252483,-3.92227,-0.556286,9.11919,-0.000781553,-0.137493,0.309645,0.226806,Kissler,All,#4682B4,0
2,43,-0.237481,-3.98552,-0.634057,9.05771,0.0142204,-0.200748,0.231874,0.165323,Kissler,All,#4682B4,0
3,43,-0.215701,-3.27265,-0.449994,8.8474,0.0360001,0.512122,0.415938,-0.0449848,Kissler,All,#4682B4,0
4,43,-0.264823,-4.16299,-0.934987,8.97841,-0.0131216,-0.378213,-0.0690554,0.0860226,Kissler,All,#4682B4,0
5,43,-0.270627,-3.9429,-0.535307,8.92141,-0.0189259,-0.158125,0.330624,0.0290255,Kissler,All,#4682B4,0
6,43,-0.270627,-3.94222,-0.824267,8.81218,-0.0189259,-0.157446,0.0416645,-0.0802043,Kissler,All,#4682B4,0
7,43,-0.263872,-4.22859,-0.824267,8.80103,-0.0121706,-0.44382,0.0416645,-0.0913536,Kissler,All,#4682B4,0
8,43,-0.259222,-3.91382,-0.598526,8.88951,-0.00752058,-0.129049,0.267406,-0.00287424,Kissler,All,#4682B4,0
9,43,-0.264566,-3.92687,-1.08666,8.68264,-0.0128647,-0.142094,-0.220725,-0.209749,Kissler,All,#4682B4,0
10,43,-0.220029,-3.94598,-1.28725,8.89933,0.0316722,-0.161208,-0.421321,0.00694466,Kissler,All,#4682B4,0
11,43,-0.258715,-3.72872,-0.78633,8.80133,-0.00701418,0.0560507,0.0796014,-0.0910527,Kissler,All,#4682B4,0
12,43,-0.315871,-3.51631,-0.679392,8.7484,-0.0641698,0.268465,0.18654,-0.143985,Kissler,All,#4682B4,0
13,43,-0.268909,-4.11117,-1.12688,8.82691,-0.017208,-0.326395,-0.260949,-0.0654767,Kissler,All,#4682B4,0
14,43,-0.2769,-4.26601,-1.09234,8.81633,-0.0251991,-0.481238,-0.226407,-0.0760556,Kissler,All,#4682B4,0
15,43,-0.321864,-3.99373,-1.29492,8.78167,-0.0701628,-0.20896,-0.428989,-0.110713,Kissler,All,#4682B4,0
16,43,-0.331242,-4.25925,-1.29332,8.73993,-0.0795413,-0.474482,-0.427392,-0.152461,Kissler,All,#4682B4,0
17,43,-0.225068,-4.16751,-1.02537,8.99295,0.0266331,-0.382742,-0.159443,0.100561,Kissler,All,#4682B4,0
18,43,-0.225068,-3.36421,-0.638435,8.97182,0.0266331,0.420557,0.227496,0.0794306,Kissler,All,#4682B4,0
19,43,-0.258674,-4.07678,-0.938194,8.96426,-0.00697298,-0.292011,-0.072262,0.0718744,Kissler,All,#4682B4,0
20,43,-0.266843,-4.28196,-0.860182,8.87569,-0.0151423,-0.497186,0.00574993,-0.0166993,Kissler,All,#4682B4,0
0,44,-0.23313,-4.24423,-1.36524,8.75839,0.0185712,-0.459461,-0.499311,-0.133999,Kissler,All,#4682B4,0
1,44,-0.228041,-3.66486,-0.978688,8.93505,0.0236599,0.119909,-0.112756,0.0426655,Kissler,All,#4682B4,0
2,44,-0.296111,-3.92871,-0.837986,8.93028,-0.0444103,-0.143941,0.0279462,0.0378885,Kissler,All,#4682B4,0
3,44,-0.169268,-3.65666,-0.479898,8.82919,0.0824332,0.128109,0.386034,-0.0632019,Kissler,All,#4682B4,0
4,44,-0.121273,-3.62946,-0.479898,8.82919,0.130428,0.155312,0.386034,-0.0632019,Kissler,All,#4682B4,0
5,44,-0.169957,-3.558,-0.845236,8.89182,0.0817442,0.226769,0.0206959,-0.000565889,Kissler,All,#4682B4,0
6,44,-0.136024,-3.47849,-0.989986,8.8912,0.115677,0.306285,-0.124054,-0.00118958,Kissler,All,#4682B4,0
7,44,-0.163314,-3.8946,-0.417313,9.01172,0.0883869,-0.109829,0.448619,0.119333,Kissler,All,#4682B4,0
8,44,-0.228173,-4.08792,-0.966462,8.9723,0.0235282,-0.303144,-0.10053,0.0799117,Kissler,All,#4682B4,0
9,44,-0.171319,-3.781,-0.624714,8.84809,0.0803815,0.00377664,0.241218,-0.0442936,Kissler,All,#4682B4,0
10,44,-0.171319,-3.72053,-0.947396,8.72196,0.0803815,0.0642386,-0.0814648,-0.170432,Kissler,All,#4682B4,0
11,44,-0.16096,-3.72053,-0.495582,8.842,0.0907412,0.0642386,0.37035,-0.0503842,Kissler,All,#4682B4,0
12,44,-0.176331,-3.49722,-0.826242,9.28386,0.0753701,0.287547,0.0396899,0.39147,Kissler,All,#4682B4,0
13,44,-0.229849,-3.98446,-0.826242,8.71786,0.0218521,-0.199683,0.0396899,-0.174524,Kissler,All,#4682B4,0
14,44,-0.314105,-3.83513,-0.960197,8.65467,-0.0624044,-0.0503613,-0.0942654,-0.237714,Kissler,All,#4682B4,0
15,44,-0.133174,-3.47951,-0.434648,8.69086,0.118527,0.305259,0.431283,-0.201528,Kissler,All,#4682B4,0
16,44,-0.144754,-3.45838,-0.473453,8.80085,0.106947,0.326394,0.392479,-0.0915376,Kissler,All,#4682B4,0
17,44,-0.144754,-3.45838,-0.718945,8.7344,0.106947,0.326394,0.146987,-0.157992,Kissler,All,#4682B4,0
18,44,-0.195159,-4.04688,-0.47438,9.04933,0.0565415,-0.262112,0.391552,0.15694,Kissler,All,#4682B4,0
19,44,-0.144464,-3.88149,-0.727057,8.9246,0.107237,-0.0967226,0.138875,0.0322156,Kissler,All,#4682B4,0
20,44,-0.204001,-3.6566,-0.916652,8.59562,0.0477004,0.128173,-0.0507207,-0.296768,Kissler,All,#4682B4,0
0,45,-0.186812,-3.88913,-0.270541,8.66042,0.0648887,-0.104362,0.59539,-0.231964,Kissler,All,#4682B4,0
1,45,-0.141161,-3.92009,0.662699,9.04474,0.11054,-0.135314,1.52863,0.152354,Kissler,All,#4682B4,0
2,45,-0.170477,-3.97416,-0.324284,8.83884,0.0812239,-0.189386,0.541648,-0.0535468,Kissler,All,#4682B4,0
3,45,-0.231888,-4.00868,-0.619973,8.66378,0.0198134,-0.223903,0.245958,-0.228608,Kissler,All,#4682B4,0
4,45,-0.285078,-4.05896,-0.255264,8.9853,-0.0333768,-0.27419,0.610668,0.0929115,Kissler,All,#4682B4,0
5,45,-0.179717,-3.75671,6.08293e-05,8.76637,0.0719836,0.0280591,0.865993,-0.126018,Kissler,All,#4682B4,0
6,45,-0.216136,-4.01726,-0.501394,8.7005,0.0355646,-0.232485,0.364538,-0.191891,Kissler,All,#4682B4,0
7,45,-0.243462,-4.29692,-0.936254,8.83307,0.00823943,-0.512144,-0.070322,-0.0593154,Kissler,All,#4682B4,0
8,45,-0.231424,-4.19088,-0.572063,8.8491,0.0202771,-0.406104,0.293869,-0.0432916,Kissler,All,#4682B4,0
9,45,-0.162831,-3.89295,0.512521,9.06009,0.0888702,-0.108182,1.37845,0.167702,Kissler,All,#4682B4,0
10,45,-0.20969,-3.67645,-0.241872,8.88255,0.0420106,0.108323,0.62406,-0.00984175,Kissler,All,#4682B4,0
11,45,-0.20969,-3.44537,0.306949,8.70788,0.0420106,0.3394,1.17288,-0.184512,Kissler,All,#4682B4,0
12,45,-0.210885,-4.08637,-0.525547,9.04578,0.0408164,-0.301595,0.340384,0.153388,Kissler,All,#4682B4,0
13,45,-0.202895,-4.13353,-0.441097,8.94146,0.0488056,-0.348756,0.424835,0.0490731,Kissler,All,#4682B4,0
14,45,-0.215734,-4.26606,-0.310451,9.11635,0.0359672,-0.48129,0.555481,0.223957,Kissler,All,#4682B4,0
15,45,-0.209985,-4.26606,-0.278473,9.03565,0.0417157,-0.48129,0.587459,0.143262,Kissler,All,#4682B4,0
16,45,-0.217621,-4.04652,0.0975995,8.82846,0.0340803,-0.261751,0.963531,-0.0639252,Kissler,All,#4682B4,0
17,45,-0.19844,-4.02584,-0.28026,8.94236,0.0532609,-0.241071,0.585672,0.0499761,Kissler,All,#4682B4,0
18,45,-0.239353,-3.86672,-0.697758,8.79371,0.0123477,-0.0819477,0.168174,-0.0986757,Kissler,All,#4682B4,0
19,45,-0.161875,-4.40072,-0.491154,8.98617,0.0898256,-0.615947,0.374777,0.0937823,Kissler,All,#4682B4,0
20,45,-0.225988,-4.49608,-0.813456,8.73802,0.0257133,-0.711312,0.0524755,-0.154368,Kissler,All,#4682B4,0
0,46,-0.225706,-4.16762,-0.159345,8.73778,0.0259948,-0.382848,0.706586,-0.154611,Kissler,All,#4682B4,0
1,46,-0.22016,-3.82915,-0.407858,8.60365,0.0315408,-0.0443804,0.458074,-0.28874,Kissler,All,#4682B4,0
2,46,-0.179017,-3.83905,-0.169639,8.78363,0.0726843,-0.0542796,0.696292,-0.10876,Kissler,All,#4682B4,0
3,46,-0.25618,-3.96216,-0.690049,8.87225,-0.0044789,-0.177389,0.175883,-0.020142,Kissler,All,#4682B4,0
4,46,-0.153131,-3.68383,-0.0607483,8.78508,0.0985695,0.100944,0.805183,-0.107309,Kissler,All,#4682B4,0
5,46,-0.166197,-3.80728,-0.494166,8.81229,0.0855041,-0.0225052,0.371766,-0.0801001,Kissler,All,#4682B4,0
6,46,-0.14856,-3.39214,0.346384,8.93558,0.10314,0.392632,1.21232,0.0431958,Kissler,All,#4682B4,0
7,46,-0.175823,-3.6826,0.00365589,8.58273,0.0758777,0.102173,0.869588,-0.309658,Kissler,All,#4682B4,0
8,46,-0.145858,-3.63057,-0.474957,8.73513,0.105843,0.154204,0.390975,-0.157253,Kissler,All,#4682B4,0
9,46,-0.127299,-3.65588,-0.0628837,8.62395,0.124402,0.128896,0.803048,-0.268437,Kissler,All,#4682B4,0
10,46,-0.248548,-3.85604,-0.787395,8.97379,0.00315255,-0.0712729,0.0785371,0.0814014,Kissler,All,#4682B4,0
11,46,-0.182371,-3.87668,0.0936126,8.91715,0.0693295,-0.091908,0.959544,0.0247574,Kissler,All,#4682B4,0
12,46,-0.154819,-3.57893,0.161455,8.61398,0.0968819,0.205843,1.02739,-0.278412,Kissler,All,#4682B4,0
13,46,-0.151619,-3.07167,0.486446,8.61398,0.100082,0.713104,1.35238,-0.278412,Kissler,All,#4682B4,0
14,46,-0.269863,-3.41175,-0.836116,8.6564,-0.0181623,0.37302,0.0298155,-0.235991,Kissler,All,#4682B4,0
15,46,-0.208306,-4.01307,-0.468082,8.6682,0.0433954,-0.228296,0.397849,-0.224187,Kissler,All,#4682B4,0
16,46,-0.233843,-3.74042,0.149233,8.55838,0.0178579,0.0443559,1.01516,-0.33401,Kissler,All,#4682B4,0
17,46,-0.22163,-4.18652,-0.807074,8.8875,0.0300714,-0.401753,0.0588577,-0.00488418,Kissler,All,#4682B4,0
18,46,-0.162502,-4.10733,0.0657452,9.0507,0.0891994,-0.322555,0.931677,0.158315,Kissler,All,#4682B4,0
19,46,-0.173978,-4.22774,-0.279137,8.73683,0.0777228,-0.442972,0.586795,-0.155556,Kissler,All,#4682B4,0
20,46,-0.154498,-4.20925,-0.896069,8.98721,0.0972031,-0.424479,-0.0301377,0.0948249,Kissler,All,#4682B4,0
0,47,-0.259438,-4.62664,-0.209722,8.82339,-0.00773665,-0.841866,0.65621,-0.0689974,Kissler,All,#4682B4,0
1,47,-0.246996,-3.97234,-0.0863238,8.63512,0.00470476,-0.187568,0.779608,-0.257264,Kissler,All,#4682B4,0
2,47,-0.243221,-4.19951,-0.261968,8.79246,0.00848031,-0.414738,0.603964,-0.0999274,Kissler,All,#4682B4,0
3,47,-0.263724,-4.26838,-0.405082,8.63244,-0.0120234,-0.483609,0.46085,-0.259949,Kissler,All,#4682B4,0
4,47,-0.214125,-4.51315,-0.207619,8.94417,0.0375759,-0.728376,0.658312,0.0517816,Kissler,All,#4682B4,0
5,47,-0.240931,-4.40235,-0.0696413,8.91103,0.0107701,-0.61758,0.79629,0.0186414,Kissler,All,#4682B4,0
6,47,-0.236788,-4.28437,-0.0579982,8.92811,0.0149133,-0.4996,0.807933,0.035724,Kissler,All,#4682B4,0
7,47,-0.231343,-4.34235,0.053478,8.87022,0.0203585,-0.557583,0.91941,-0.0221655,Kissler,All,#4682B4,0
8,47,-0.249914,-4.10461,0.626033,8.85997,0.00178726,-0.319835,1.49196,-0.032419,Kissler,All,#4682B4,0
9,47,-0.220163,-3.89669,0.56348,8.77708,0.0315376,-0.111915,1.42941,-0.115305,Kissler,All,#4682B4,0
10,47,-0.225861,-3.72309,0.489068,8.67869,0.02584,0.0616839,1.355,-0.213698,Kissler,All,#4682B4,0
11,47,-0.212499,-4.05267,0.397203,8.74872,0.0392021,-0.267899,1.26313,-0.143663,Kissler,All,#4682B4,0
12,47,-0.236243,-4.09103,-0.522051,8.66862,0.0154579,-0.306258,0.34388,-0.223768,Kissler,All,#4682B4,0
13,47,-0.240746,-3.85078,0.0765342,8.90966,0.0109549,-0.0660115,0.942466,0.017268,Kissler,All,#4682B4,0
14,47,-0.201819,-3.87318,0.150307,8.57735,0.0498822,-0.0884102,1.01624,-0.315034,Kissler,All,#4682B4,0
15,47,-0.192092,-4.55861,-0.227823,8.63378,0.0596093,-0.773839,0.638109,-0.258603,Kissler,All,#4682B4,0
16,47,-0.243191,-4.31945,-0.773918,8.61215,0.00851006,-0.53468,0.0920139,-0.280239,Kissler,All,#4682B4,0
17,47,-0.201171,-4.06099,0.109458,8.94828,0.0505301,-0.276217,0.975389,0.055894,Kissler,All,#4682B4,0
18,47,-0.304567,-4.50375,-0.944138,8.92242,-0.0528655,-0.718974,-0.0782067,0.030028,Kissler,All,#4682B4,0
19,47,-0.277228,-4.42761,-0.550503,8.5428,-0.025527,-0.642836,0.315429,-0.349583,Kissler,All,#4682B4,0
20,47,-0.192998,-4.10212,0.199991,8.74361,0.058703,-0.31735,1.06592,-0.148777,Kissler,All,#4682B4,0
0,48,-0.455602,-4.16008,-0.49438,8.95964,-0.203901,-0.375311,0.371552,0.0672507,Kissler,All,#4682B4,0
1,48,-0.430236,-3.6175,-0.286478,8.76428,-0.178535,0.167269,0.579454,-0.12811,Kissler,All,#4682B4,0
2,48,-0.418047,-4.08994,-0.728017,8.82482,-0.166346,-0.305173,0.137915,-0.0675717,Kissler,All,#4682B4,0
3,48,-0.418047,-4.27311,-1.07018,8.82621,-0.166346,-0.488343,-0.204247,-0.066177,Kissler,All,#4682B4,0
4,48,-0.458852,-4.50823,-1.10478,8.79271,-0.207151,-0.723455,-0.238852,-0.0996771,Kissler,All,#4682B4,0
5,48,-0.467049,-4.17488,-0.888202,8.55109,-0.215348,-0.390112,-0.0222702,-0.341293,Kissler,All,#4682B4,0
6,48,-0.302481,-3.99969,-0.405677,8.72469,-0.0507798,-0.214916,0.460254,-0.167696,Kissler,All,#4682B4,0
7,48,-0.410601,-4.04932,-0.895749,8.72918,-0.158901,-0.264544,-0.0298172,-0.16321,Kissler,All,#4682B4,0
8,48,-0.383585,-4.35892,-0.293686,8.91329,-0.131884,-0.574147,0.572246,0.0208975,Kissler,All,#4682B4,0
9,48,-0.45271,-3.85439,-0.282798,8.87233,-0.201009,-0.0696134,0.583134,-0.0200542,Kissler,All,#4682B4,0
10,48,-0.45271,-4.35906,-0.537443,8.95622,-0.201009,-0.574289,0.328488,0.0638299,Kissler,All,#4682B4,0
11,48,-0.443253,-3.32895,-0.0264804,8.8094,-0.191552,0.455826,0.839451,-0.0829857,Kissler,All,#4682B4,0
12,48,-0.418431,-3.48791,-0.428535,8.83635,-0.16673,0.296862,0.437397,-0.0560354,Kissler,All,#4682B4,0
